C8,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,22736,50708,38321,15270,6655,1742,567,299,223,180,142,111,81,58,43,36,31,46
260,77829,80732,60440,23197,9574,2377,706,355,259,211,169,137,95,70,48,37,39,57
280,OVER,212689,115074,48605,24226,7015,2141,850,509,347,247,182,136,87,63,45,47,75
300,OVER,OVER,126518,81340,57239,20075,6655,2530,1349,805,507,331,213,143,97,71,60,87
320,OVER,OVER,OVER,72780,61375,24652,9129,3747,2029,1212,750,486,314,201,132,93,78,122
340,1000,OVER,OVER,OVER,52386,15411,7676,4103,2611,1715,1101,731,480,297,200,133,114,170
360,419,1896,OVER,OVER,OVER,41490,6068,4164,3106,2204,1483,1001,640,394,258,177,144,229
380,451,250,13809,OVER,OVER,OVER,9535,2465,2060,1547,1113,760,508,310,209,156,132,269
400,567,401,292,3900,OVER,OVER,OVER,2039,1096,922,701,516,359,247,182,144,127,339
420,583,273,266,144,560,OVER,OVER,OVER,810,500,438,339,248,200,152,119,139,454
440,542,207,249,137,117,193,OVER,OVER,OVER,643,277,281,204,144,116,99,118,469
460,427,296,181,109,92,53,1694,OVER,OVER,OVER,394,190,194,156,115,88,111,394
480,416,286,198,150,139,73,86,17069,OVER,OVER,OVER,305,145,137,123,108,108,326
500,972,435,354,190,162,71,64,69,21871,OVER,OVER,OVER,256,124,126,111,130,276
