E10,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,16987,38369,29676,12097,5595,1599,606,367,294,235,174,123,87,61,41,32,25,25
260,93445,65948,50658,19443,8443,2225,777,494,425,346,275,205,147,91,57,43,29,38
280,OVER,193547,97555,40660,20766,6136,1955,870,578,410,296,222,159,107,66,48,36,46
300,OVER,OVER,104036,65192,44791,16002,5304,2035,1133,670,428,276,176,113,76,57,39,55
320,OVER,OVER,OVER,56347,45977,18652,6881,2850,1591,953,592,386,244,148,101,65,57,75
340,654,OVER,OVER,OVER,45972,11536,5789,3105,2020,1360,889,593,376,241,144,109,82,100
360,135,2061,OVER,OVER,OVER,37032,4551,3210,2445,1769,1210,825,523,316,199,138,110,132
380,135,35,17493,OVER,OVER,OVER,8343,1852,1591,1236,884,621,393,246,159,113,96,128
400,187,154,99,4412,OVER,OVER,OVER,1663,816,683,519,383,262,175,118,86,86,167
420,133,148,18,70,516,OVER,OVER,OVER,604,339,301,241,183,133,95,91,73,205
440,190,20,42,17,39,122,OVER,OVER,OVER,449,169,186,148,106,80,65,77,245
460,341,104,52,23,21,32,1498,OVER,OVER,OVER,270,138,132,101,75,65,66,201
480,177,81,62,75,62,34,54,14820,OVER,OVER,OVER,216,87,82,72,58,68,150
500,169,70,17,78,40,49,30,46,16801,OVER,OVER,OVER,180,59,52,50,78,147
