D5,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,15704,33872,25342,10280,4687,1263,418,216,165,133,99,77,57,41,31,21,22,28
260,88624,79710,57528,21767,9208,2231,666,315,236,181,147,118,82,56,36,29,25,48
280,OVER,192583,106545,44831,22650,6452,1915,748,449,309,219,157,121,76,50,37,31,59
300,OVER,OVER,111679,70598,48184,16897,5477,2041,1102,659,422,277,178,112,76,57,44,74
320,OVER,OVER,OVER,61398,50318,19704,7202,2930,1617,979,596,396,247,154,95,75,55,91
340,524,OVER,OVER,OVER,48856,12144,5960,3152,2032,1333,878,582,375,225,149,103,79,122
360,92,1863,OVER,OVER,OVER,44544,4833,3297,2438,1739,1183,804,508,313,192,141,106,167
380,202,81,14089,OVER,OVER,OVER,8707,1954,1639,1245,899,627,404,246,160,111,88,198
400,179,128,70,4106,OVER,OVER,OVER,1931,874,757,548,416,278,183,115,84,98,247
420,348,94,40,94,396,OVER,OVER,OVER,830,402,366,282,216,150,112,85,90,337
440,101,76,40,28,76,126,OVER,OVER,OVER,535,222,222,172,123,96,71,86,383
460,174,92,42,40,58,21,1501,OVER,OVER,OVER,333,151,152,114,76,70,77,311
480,87,24,30,27,31,36,48,12329,OVER,OVER,OVER,276,107,99,93,73,78,237
500,282,122,151,29,41,32,39,38,15344,OVER,OVER,OVER,207,79,77,61,79,223
