target,cohort,feature_set,model,config,seed,rmse,mae,r2,improvement_vs_test_mean_pct
rhamnose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",1,0.3349769669681114,0.2510118248980623,0.12836923181686466,6.638832045483951
rhamnose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",1,0.3264917083967747,0.24504139012619022,0.1719682815765271,9.00375181231519
rhamnose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",1,0.3460139374520805,0.26455806743824134,0.06998523090422726,3.562726651166003
rhamnose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",1,0.6157634468931864,0.47221681489196,-1.9453063220764264,-71.61894773236509
rhamnose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",1,0.36523155795267814,0.24175696840056693,-0.036189654789934966,-1.793401298411046
rhamnose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",2,0.39218512152124463,0.25697863040955016,0.3996316693878367,22.516561084825124
rhamnose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",2,0.3781530479978549,0.2716429192687654,0.4418245150235305,25.288857258340002
rhamnose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",2,0.49878429206413605,0.30471025258528756,0.028906417835400156,1.4559193982408716
rhamnose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",2,0.7576573521334222,0.6308395904057074,-1.2406871917463285,-49.68925117543774
rhamnose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",2,0.32002981335219877,0.2501839852977444,0.6002242705922418,36.77217942964045
rhamnose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",3,0.4619037141286479,0.2844223868364367,0.18271974166380467,9.59644595834768
rhamnose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",3,0.5309011685092843,0.3526116992617838,-0.0796810083990076,-3.9076998301380583
rhamnose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",3,0.4291872379854918,0.2974039258230794,0.2943949197901776,15.999697607102501
rhamnose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",3,0.6552467271890798,0.5008895750216059,-0.6446664021815978,-28.244547727441315
rhamnose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",3,0.49708623631321786,0.3160903534091808,0.053476118002521944,2.710541064436077
rhamnose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",4,0.3505149598011001,0.24261785767662777,-0.020124849820886803,-1.0012301816610039
rhamnose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",4,0.45483035298207813,0.2874759059357709,-0.7176674650834047,-31.059813256520588
rhamnose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",4,0.3498621553240881,0.2592218245378474,-0.01632859565215039,-0.8131239299799874
rhamnose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",4,0.7975181023578508,0.6045490423256193,-4.281062530962927,-129.80562506089638
rhamnose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",4,0.36218376627854804,0.23312342767528185,-0.08917627242881321,-4.363608237201782
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",0,0.3927394627660918,0.31604481548799646,-0.8796730865648155,-37.101170183365525
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",0,0.726346149943754,0.5188946713763217,-5.429253019070278,-153.55971720820082
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",0,0.7001371990400118,0.391299014661719,-4.973646862913158,-144.41045114546876
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",0,1.393964953712024,1.0546345404448931,-22.67974111160569,-386.61834235472145
xylose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",0,0.511287950798475,0.2820878002084792,-2.1856961888478303,-78.48518674802764
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",1,0.827141738020984,0.4009692055902405,0.09358886300908809,4.794373223484738
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",1,0.8051370066970471,0.46289945738811966,0.14117448566100455,7.327160702879328
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",1,0.8627238623486175,0.40284071554749157,0.013927194402528653,0.6988013366670768
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",1,1.233079923278358,0.9308724227526755,-1.0144097474269445,-41.92990338286516
xylose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",1,0.9537133088221609,0.39382775822775773,-0.2050388457196748,-9.774261360287666
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",2,0.5547651522722389,0.4114792727804559,-1.3456577761355457,-53.15540395740353
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",2,0.6253944874873018,0.4615760360998748,-1.9809480128919783,-72.65422128902549
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",2,0.4194316726277463,0.2882612915308024,-0.34081465789147547,-15.793551542884959
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",2,1.7965763762941958,0.9290987898165842,-23.600145388613203,-395.9853363620058
xylose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",2,0.4396143018975442,0.24930090520344672,-0.47295652967749313,-21.365420514967646
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",3,0.8005145505744451,0.32968223849187606,0.16465440017889788,8.602757162970054
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",3,0.7681711962433556,0.38318400829043775,0.23079204688227384,12.295498797511753
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",3,0.9103255008594947,0.3743391639177206,-0.08024221765262785,-3.9347015030412265
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",3,1.1108234485849715,0.8993280350108055,-0.6084879298279355,-26.826177496127976
xylose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",3,0.8941232856995309,0.3541686989723572,-0.042131538832814064,-2.0848440677074445
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",4,0.867271066071229,0.4219698837343351,0.1448629566584474,7.526379797179311
xylose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",4,0.8165167331777817,0.47764188790167666,0.24202272858054952,12.93810986318695
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",4,0.8747435083636483,0.392724068391163,0.13006368444728156,6.729623376298169
xylose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",4,1.102821399786686,0.803689498929333,-0.3827267800108294,-17.589403434613498
xylose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",4,0.9366449965621013,0.4106757875835258,0.0025846685799825186,0.12931704348780423
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",0,0.4952861253429872,0.4121684481077297,-1.4074471061238314,-55.15950200112888
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",0,0.6288149622913994,0.5075404998340439,-2.880522123532396,-96.99040899323997
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",0,0.43819798347188565,0.32429529749817676,-0.8844524315641336,-37.275359462801404
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",0,1.1781336769893331,0.9736126004479654,-12.621770871989447,-269.07683308478533
glucose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",0,0.364704613354109,0.2575733164171023,-0.30534991087053354,-14.251910744220549
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",1,0.6157963812780021,0.5395715563867467,-1.7334509783167893,-65.3315147912457
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",1,0.7290267075506682,0.6014357276371091,-2.8311036536702527,-95.73205291086721
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",1,0.5400350925233945,0.4030153514360492,-1.1022336760124607,-44.99081612338283
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",1,1.2392783845566837,0.9665377064688713,-10.070692154534745,-232.7264966084719
glucose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",1,0.4109535622653869,0.31108593420471464,-0.21736979943256118,-10.334482344938797
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",2,1.2373137100979954,0.6264814827524857,0.026106842097384786,1.3139747531285464
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",2,1.2412881980636572,0.7001198643616732,0.019840131624659474,0.9969763908525616
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",2,1.2032795699001153,0.6301854729733553,0.07894672652342882,4.028479564165957
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",2,1.6674792407365662,1.0790540618128086,-0.768774775433152,-32.99529222619693
glucose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",2,1.1615103098831265,0.6137419855589312,0.1417816374672396,7.359924302019243
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",3,0.6342157909942385,0.492999308716795,-0.007130395864545225,-0.3558865171617899
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",3,0.7048689853819325,0.5760477736554692,-0.244022985778658,-11.535778375311386
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",3,0.5997145408577048,0.433879614060078,0.09946466283093258,5.103459643195236
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",3,1.423210085648028,1.1300754572093883,-4.071654110357622,-125.20333279855393
glucose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",3,0.657504266694113,0.38183380050265364,-0.08245226145498097,-4.040966040064292
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=2,max_features=192",4,0.5794388711713496,0.46040732742912766,-0.2880277516121812,-13.491310311062193
glucose_gL,all_known,eem_full,sklearn_plsr,"n_components=5,max_features=192",4,0.6799531616634932,0.5374055386339821,-0.7736501629049888,-33.178457826518965
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",4,0.52424220446591,0.3807511127291538,-0.054323606274315095,-2.6802613102593837
glucose_gL,all_known,eem_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",4,1.1839489014499494,0.8897764991118368,-4.377443869862721,-131.8931622506951
glucose_gL,all_known,eem_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",4,0.6350006054155948,0.3929881512288536,-0.5468857787666308,-24.373862960295273
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",0,0.32637388508316895,0.26241046824031716,0.2194566321692184,11.651634546485147
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",0,0.3133768234115322,0.24496272413007397,0.2803853712701079,15.16989751686656
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",0,0.35885169023905855,0.25725587765494895,0.05638197595670935,2.8599967035572647
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",0,0.4554668190199651,0.32734721760717084,-0.5201264761960092,-23.29340923974847
rhamnose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",0,0.33257580300657164,0.24592251449627311,0.18951024007168904,9.97279522675876
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",1,0.3785993930406169,0.28915336318377166,0.053004873539701625,2.6863253976966215
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",1,0.3537840358586863,0.2605507412864796,0.17307831469249801,9.06476561268993
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",1,0.3626493888428171,0.24995349762927632,0.1311159659503841,6.7860507193469495
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",1,0.4957373370844861,0.3951360394956429,-0.6236453623260223,-27.42234350089558
rhamnose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",1,0.3602609633160383,0.24300685657028992,0.14252329752582682,7.399962069436866
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",2,0.40637255840068076,0.2725021139547245,0.34178872576630837,18.869779105829384
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",2,0.3636803987700745,0.2730510474199413,0.472823114833995,27.39305231825227
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",2,0.4882170235117671,0.2687186758548494,0.049958869298576736,2.529946614284474
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",2,0.5342562094772587,0.3813837150865538,-0.1376684848107521,-6.661543435802227
rhamnose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",2,0.38828510868730853,0.2605379320367387,0.3990780876937863,22.48084673409971
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",3,0.4745921858871109,0.32406669128475346,0.1290575203951736,6.675700934599765
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",3,0.4981568252228281,0.3255369129885973,0.04042157078219,2.041925844889644
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",3,0.5224240201482332,0.3441333997394791,-0.055345300350206905,-2.73000050375775
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",3,0.718082293740061,0.5053637218921733,-0.9938695600186016,-41.20444610629658
rhamnose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",3,0.48221464243032297,0.29109196128470727,0.10085632420199264,5.176813183799439
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",4,0.2602702405440915,0.2179301930412218,-0.5321030190992848,-23.77814908534076
rhamnose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",4,0.27014613104561175,0.18922104226143635,-0.6505794950867123,-28.474880622116633
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",4,0.31089581921340614,0.21300376188284778,-1.1860933605645751,-47.85443383830513
rhamnose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",4,0.35113774769480577,0.2927836017404826,-1.7886498058479807,-66.99250898911545
rhamnose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",4,0.2506407516977816,0.17471540665155966,-0.4208306274926279,-19.19860013828298
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",0,0.352508716472263,0.3140230060818132,-1.105746052716885,-45.11188968230291
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",0,0.5809031043294747,0.41668210681077966,-4.718388658225987,-139.13152569717755
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",0,0.3216222537001367,0.21410246469871388,-0.7529053093027804,-32.39733038482236
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",0,0.8427956714683938,0.5472394035885123,-11.036795099243582,-246.94084653213693
xylose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",0,0.3921663592636936,0.2582327949809177,-1.606195241562597,-61.43714695083648
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",1,0.5295536123414447,0.39751495454499286,-0.14661674759337506,-7.0801918000418596
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",1,0.5099448092183797,0.35652867201858185,-0.06327294118032412,-3.115126978553661
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",1,0.4135440720988255,0.25352742960268454,0.30073464660496185,16.377912403777067
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",1,0.7080976666240423,0.4977699292082826,-1.0501457514233907,-43.18330040278408
xylose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",1,0.5245335921134321,0.350134430873873,-0.1249805758762721,-6.065101512055901
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",2,0.4117836096285271,0.36130311098341933,-0.838068725762686,-35.5753932600856
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",2,0.6786480279041628,0.46503940374808,-3.992439561842337,-123.43767725794004
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",2,0.2867300124175502,0.1679584985202199,0.1088107477804936,5.597179479662434
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",2,1.0590279800334967,0.46415001604421224,-11.157338310715838,-248.67374880704517
xylose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",2,0.4523975304561044,0.31472478488247313,-1.2185237599923178,-48.94709664818305
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",3,0.4548192379532293,0.3150369037083628,-2.5517939563747127,-88.46203746045812
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",3,0.4641423316281415,0.34289854902952965,-2.6988989817322415,-92.32521888021448
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",3,0.301517545398892,0.21690373591577358,-0.5609726341800845,-24.93889042968504
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",3,0.7139102410570671,0.5418790997337826,-7.750992979933475,-195.82077310313207
xylose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",3,0.3868338393766829,0.2696996298868741,-1.569324912698773,-60.29113864149736
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",4,0.8432863524586456,0.4214907971677939,-0.005564242912571737,-0.27782620861759466
xylose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",4,0.8662389107276538,0.45627192309398157,-0.06104805596874163,-3.0071869322107654
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",4,0.8857886234015837,0.34913505020591923,-0.10948101285067735,-5.331904608749814
xylose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",4,0.9831160101572428,0.5878212076201452,-0.3666874784092189,-16.90540955872054
xylose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",4,0.952370202345511,0.4231996140134122,-0.2825410536749733,-13.249329078585413
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",0,0.5393980733169911,0.4294789533004245,-1.8446142610193563,-68.6598429093113
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",0,0.5581594727898506,0.4059966173191944,-2.045938994094138,-74.52618697760339
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",0,0.4097119220718372,0.27766422815295505,-0.6412011186661972,-28.109371970445515
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",0,0.5599264247064605,0.4440680750880857,-2.0652544294981015,-75.07868029826194
glucose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",0,0.4746418842800667,0.32498124123950084,-1.2026055040258559,-48.41177527493753
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",1,0.5300307157210593,0.43287232590393554,-1.0910416827350713,-44.604345810735296
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",1,0.5814716039052112,0.4353087428126776,-1.516619953842468,-58.63858149398803
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",1,0.40109112979603345,0.28409650490009497,-0.19742061060677507,-9.426715687110672
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",1,0.6587733638827187,0.4945928977851952,-2.2302242721607755,-79.7282468662279
glucose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",1,0.4768106187954424,0.35217052618733474,-0.6922029645886028,-30.08470181341859
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",2,1.2462858967967343,0.6282783182447113,0.013893351198716264,0.6970972830459593
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",2,1.2524368205135668,0.6626633354735888,0.004135663092173503,0.2069973942147216
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",2,1.2727522362410129,0.5896785540478415,-0.028433615467250872,-1.411716062161723
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",2,1.3403780331133688,0.7655577853553819,-0.14062563930972383,-6.80007674668235
glucose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",2,1.2750142130378486,0.599312033600573,-0.032092395378781724,-1.5919482724286573
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",3,0.6317686607850275,0.4938549480549633,-0.02755727759102733,-1.368499919404318
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",3,0.6736617324840921,0.5135682708309708,-0.16835181553320444,-8.090324059705004
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",3,0.5944382824117572,0.35728639355319597,0.09028904770981072,4.621231278119906
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",3,0.889510103917167,0.6488582940831762,-1.0370029278463946,-42.72361149600981
glucose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",3,0.6745282516866968,0.41298154113335267,-0.17135940925681248,-8.229358736750006
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=2,max_features=192",4,0.5561729026466525,0.4227515951609386,-0.36407777316333734,-16.79374012177781
glucose_gL,all_known,fusion_full,sklearn_plsr,"n_components=5,max_features=192",4,0.5692564082671082,0.4446981324030801,-0.42901022888740226,-19.541215858272174
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=rbf,C=10,epsilon=0.05,max_features=192",4,0.44987024775277307,0.2683179853711398,0.10752918114007637,5.529326303877576
glucose_gL,all_known,fusion_full,sklearn_svr,"kernel=linear,C=1,epsilon=0.05,max_features=192",4,0.6536047335794545,0.48124714688379117,-0.8838653515349733,-37.25397449746122
glucose_gL,all_known,fusion_full,xgboost,"n_estimators=200,max_depth=2,learning_rate=0.05,max_features=192",4,0.8184258267620418,0.49117359941658967,-1.9537799112319956,-71.86564261748175
