target,cohort,feature_set,model,config,n_repeats,mean_rmse,std_rmse,mean_mae,mean_r2,mean_improvement_vs_test_mean_pct
glucose_gL,target_focused,fusion_full,knn,"k=3,weighted=True,metric=euclidean,max_features=24,y_transform=log1p,x_transform=none",10,1.0399662,0.42289655,0.6272045,-0.87657828,-29.361813
glucose_gL,target_focused,fusion_full,pcr,"n_components=12,alpha=1.0,max_features=96,y_transform=log1p,x_transform=none",10,1.0399994,0.42162401,0.62234596,-1.4328851,-36.795937
glucose_gL,target_focused,raman_interpretable,pls,"n_components=12,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.040116,0.43187551,0.68038333,-0.79604948,-28.665704
glucose_gL,target_focused,fusion_full,pcr,"n_components=12,alpha=1.0,max_features=48,y_transform=log1p,x_transform=none",10,1.040195,0.44775404,0.64141623,-0.96785993,-31.163149
glucose_gL,all_known,fusion_full,ridge,"alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.041252,0.14771341,0.69328601,-1.731017,-43.508392
glucose_gL,target_focused,eem_full,pcr,"n_components=2,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0413864,0.29304503,0.70867979,-1.4524865,-43.057467
glucose_gL,all_known,fusion_full,pls,"n_components=12,alpha=1.0,max_features=24,y_transform=log1p,x_transform=none",10,1.0421238,0.60812892,0.46312957,-0.78384161,-21.58115
glucose_gL,target_focused,raman_interpretable,knn,"k=9,weighted=True,metric=euclidean,max_features=24,y_transform=none,x_transform=none",10,1.0425795,0.35497971,0.70318117,-1.0454729,-35.462977
glucose_gL,target_focused,raman_interpretable,knn,"k=9,weighted=True,metric=euclidean,max_features=48,y_transform=none,x_transform=none",10,1.0425795,0.35497971,0.70318117,-1.0454729,-35.462977
glucose_gL,target_focused,raman_interpretable,knn,"k=9,weighted=True,metric=euclidean,max_features=96,y_transform=none,x_transform=none",10,1.0425795,0.35497971,0.70318117,-1.0454729,-35.462977
glucose_gL,target_focused,fusion_full,pls,"n_components=12,alpha=1.0,max_features=12,y_transform=log1p,x_transform=none",10,1.0429207,0.40718634,0.66069899,-0.96079738,-31.733939
glucose_gL,target_focused,fusion_full,knn,"k=5,weighted=True,metric=euclidean,max_features=384,y_transform=none,x_transform=none",10,1.0430064,0.38565948,0.65416124,-0.90636724,-32.247957
glucose_gL,target_focused,fusion_full,knn,"k=5,weighted=True,metric=euclidean,max_features=12,y_transform=log1p,x_transform=none",10,1.0432796,0.39876319,0.62076663,-0.91117383,-31.537764
glucose_gL,target_focused,eem_full,pcr,"n_components=3,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0434944,0.28887155,0.70885484,-1.4777411,-43.694715
glucose_gL,all_known,raman_full,ridge,"alpha=10.0,max_features=12,y_transform=log1p,x_transform=none",10,1.0435306,0.54415787,0.43152864,-0.70422294,-21.807708
glucose_gL,target_focused,fusion_interpretable,pls,"n_components=3,alpha=1.0,max_features=48,y_transform=log1p,x_transform=none",10,1.0442303,0.44632638,0.61578165,-1.6247162,-36.946963
glucose_gL,target_focused,fusion_interpretable,pls,"n_components=3,alpha=1.0,max_features=96,y_transform=log1p,x_transform=none",10,1.0442303,0.44632638,0.61578165,-1.6247162,-36.946963
glucose_gL,all_known,raman_full,ridge,"alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.045174,0.34412328,0.60350596,-0.73199278,-27.917764
glucose_gL,target_focused,eem_full,pls,"n_components=2,alpha=1.0,max_features=192,y_transform=none,x_transform=none",10,1.0452827,0.27630743,0.72612061,-1.6073074,-45.845827
glucose_gL,target_focused,eem_full,pls,"n_components=2,alpha=1.0,max_features=384,y_transform=none,x_transform=none",10,1.0452827,0.27630743,0.72612061,-1.6073074,-45.845827
glucose_gL,target_focused,fusion_full,ridge,"alpha=0.1,max_features=12,y_transform=log1p,x_transform=none",10,1.0455895,0.40399376,0.66435889,-1.0035625,-32.654772
glucose_gL,target_focused,fusion_interpretable,ridge,"alpha=10.0,max_features=12,y_transform=none,x_transform=none",10,1.0456678,0.31623834,0.71109132,-1.321944,-40.825905
glucose_gL,all_known,raman_interpretable,pls,"n_components=12,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0456889,0.23560953,0.55601048,-1.7238781,-42.368066
glucose_gL,all_known,raman_interpretable,pls,"n_components=12,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0456889,0.23560953,0.55601048,-1.7238781,-42.368066
glucose_gL,all_known,raman_interpretable,pls,"n_components=12,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0456889,0.23560953,0.55601048,-1.7238781,-42.368066
glucose_gL,target_focused,eem_full,pcr,"n_components=3,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0457612,0.31485708,0.74075481,-1.3436623,-41.380414
glucose_gL,target_focused,fusion_full,pls,"n_components=8,alpha=1.0,max_features=12,y_transform=log1p,x_transform=none",10,1.0459158,0.4076478,0.66257727,-0.97027801,-32.079888
glucose_gL,all_known,fusion_full,ridge,"alpha=0.1,max_features=24,y_transform=log1p,x_transform=none",10,1.0460726,0.5923224,0.46376984,-0.77939824,-22.296421
glucose_gL,target_focused,raman_interpretable,pcr,"n_components=3,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0461012,0.40167915,0.68365862,-0.89805344,-31.573761
glucose_gL,target_focused,fusion_interpretable,pls,"n_components=2,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0470777,0.30727096,0.72130953,-1.3632124,-41.785971
glucose_gL,target_focused,fusion_full,pcr,"n_components=12,alpha=1.0,max_features=384,y_transform=log1p,x_transform=none",10,1.0471127,0.41595418,0.60346062,-1.8497843,-41.523151
glucose_gL,target_focused,fusion_interpretable,pcr,"n_components=3,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0476006,0.31592048,0.72287935,-1.3411066,-41.215965
glucose_gL,target_focused,eem_full,pcr,"n_components=8,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0476935,0.29120123,0.71484059,-1.484985,-44.024289
glucose_gL,target_focused,fusion_interpretable,knn,"k=1,weighted=True,metric=euclidean,max_features=12,y_transform=none,x_transform=none",10,1.0479108,0.37816538,0.47847059,-3.5340567,-67.25344
glucose_gL,target_focused,fusion_interpretable,knn,"k=1,weighted=True,metric=euclidean,max_features=12,y_transform=log1p,x_transform=none",10,1.0479108,0.37816538,0.47847059,-3.5340567,-67.25344
glucose_gL,target_focused,raman_interpretable,knn,"k=5,weighted=True,metric=euclidean,max_features=12,y_transform=none,x_transform=none",10,1.0493995,0.3931228,0.67598934,-0.95916931,-33.488045
glucose_gL,target_focused,fusion_interpretable,pcr,"n_components=3,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0499446,0.36235363,0.72538668,-1.0848296,-36.261297
glucose_gL,target_focused,fusion_interpretable,pcr,"n_components=3,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0499446,0.36235363,0.72538668,-1.0848296,-36.261297
glucose_gL,target_focused,eem_full,pcr,"n_components=3,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0504423,0.28638435,0.71023565,-1.5300003,-44.961551
glucose_gL,target_focused,eem_full,pcr,"n_components=2,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0505651,0.30673109,0.70710321,-1.4660097,-43.615681
glucose_gL,target_focused,fusion_full,knn,"k=5,weighted=True,metric=euclidean,max_features=192,y_transform=none,x_transform=none",10,1.0510232,0.35282646,0.66616631,-1.0431555,-35.540233
glucose_gL,all_known,raman_full,pls,"n_components=3,alpha=1.0,max_features=12,y_transform=log1p,x_transform=none",10,1.0510358,0.57366302,0.43328706,-0.75964055,-22.619352
glucose_gL,target_focused,eem_full,pcr,"n_components=2,alpha=1.0,max_features=192,y_transform=none,x_transform=none",10,1.0515649,0.34461597,0.71142136,-1.2470317,-39.609544
glucose_gL,target_focused,eem_full,pcr,"n_components=2,alpha=1.0,max_features=384,y_transform=none,x_transform=none",10,1.0515649,0.34461597,0.71142136,-1.2470317,-39.609544
glucose_gL,target_focused,raman_full,knn,"k=9,weighted=True,metric=euclidean,max_features=96,y_transform=none,x_transform=none",10,1.0522277,0.44525339,0.7046413,-0.7423424,-28.311664
glucose_gL,target_focused,fusion_interpretable,pcr,"n_components=3,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.052553,0.36379559,0.73532528,-1.1449783,-37.185596
glucose_gL,all_known,raman_full,pls,"n_components=8,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0530268,0.28506775,0.62870592,-0.82866725,-31.183867
glucose_gL,target_focused,eem_full,ridge,"alpha=10.0,max_features=192,y_transform=log1p,x_transform=none",10,1.0532247,0.30801524,0.66803941,-1.429858,-42.879655
glucose_gL,target_focused,eem_full,ridge,"alpha=10.0,max_features=384,y_transform=log1p,x_transform=none",10,1.0532247,0.30801524,0.66803941,-1.429858,-42.879655
glucose_gL,target_focused,eem_full,knn,"k=3,weighted=True,metric=euclidean,max_features=96,y_transform=log1p,x_transform=none",10,1.0532279,0.35867973,0.64433703,-2.0293838,-46.823116
glucose_gL,target_focused,raman_full,knn,"k=5,weighted=True,metric=euclidean,max_features=384,y_transform=log1p,x_transform=none",10,1.0532482,0.44220894,0.64491858,-0.74297338,-28.568494
glucose_gL,target_focused,eem_interpretable,knn,"k=9,weighted=True,metric=euclidean,max_features=12,y_transform=none,x_transform=sample_zscore",10,1.0540409,0.14681305,0.7286905,-2.4336467,-60.64126
glucose_gL,target_focused,eem_interpretable,knn,"k=9,weighted=True,metric=euclidean,max_features=24,y_transform=none,x_transform=sample_zscore",10,1.0540409,0.14681305,0.7286905,-2.4336467,-60.64126
glucose_gL,target_focused,eem_interpretable,knn,"k=9,weighted=True,metric=euclidean,max_features=48,y_transform=none,x_transform=sample_zscore",10,1.0540409,0.14681305,0.7286905,-2.4336467,-60.64126
glucose_gL,target_focused,eem_interpretable,knn,"k=9,weighted=True,metric=euclidean,max_features=96,y_transform=none,x_transform=sample_zscore",10,1.0540409,0.14681305,0.7286905,-2.4336467,-60.64126
glucose_gL,target_focused,eem_full,pcr,"n_components=3,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0542085,0.28826714,0.70929292,-1.562729,-45.599116
glucose_gL,all_known,fusion_full,knn,"k=1,weighted=True,metric=euclidean,max_features=48,y_transform=none,x_transform=none",10,1.0547353,0.20701579,0.4074,-1.3497564,-39.511176
glucose_gL,all_known,fusion_full,knn,"k=1,weighted=True,metric=euclidean,max_features=48,y_transform=log1p,x_transform=none",10,1.0547353,0.20701579,0.4074,-1.3497564,-39.511176
glucose_gL,target_focused,raman_full,pcr,"n_components=3,alpha=1.0,max_features=24,y_transform=log1p,x_transform=none",10,1.0552062,0.53114923,0.63403426,-0.59036883,-23.281378
glucose_gL,target_focused,eem_full,pls,"n_components=2,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.055416,0.27656697,0.72269978,-1.6391583,-47.187604
glucose_gL,all_known,fusion_full,pls,"n_components=12,alpha=1.0,max_features=48,y_transform=log1p,x_transform=none",10,1.055523,0.29844729,0.51860542,-1.6555538,-41.967088
glucose_gL,target_focused,eem_full,pcr,"n_components=2,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0555905,0.28964306,0.71315819,-1.5915501,-46.177958
glucose_gL,target_focused,eem_full,pls,"n_components=5,alpha=1.0,max_features=24,y_transform=log1p,x_transform=none",10,1.0558726,0.39562253,0.66810315,-1.0255338,-34.8364
glucose_gL,target_focused,eem_full,pls,"n_components=2,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0559112,0.30087963,0.73850143,-1.3735606,-42.949986
glucose_gL,target_focused,raman_full,knn,"k=9,weighted=True,metric=euclidean,max_features=384,y_transform=none,x_transform=none",10,1.0559715,0.40845318,0.69279625,-0.88625692,-32.173474
glucose_gL,target_focused,eem_full,pls,"n_components=2,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.056226,0.27740907,0.73084715,-1.63446,-47.094413
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=2,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0565432,0.31575313,0.7297287,-1.4368021,-43.27359
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=2,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0565432,0.31575313,0.7297287,-1.4368021,-43.27359
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=2,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0565432,0.31575313,0.7297287,-1.4368021,-43.27359
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=2,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0565432,0.31575313,0.7297287,-1.4368021,-43.27359
glucose_gL,all_known,raman_full,pcr,"n_components=8,alpha=1.0,max_features=12,y_transform=log1p,x_transform=none",10,1.0565605,0.58417309,0.43267076,-0.78858345,-23.282133
glucose_gL,target_focused,fusion_interpretable,pls,"n_components=5,alpha=1.0,max_features=24,y_transform=log1p,x_transform=none",10,1.0565632,0.55347746,0.63295402,-0.66964291,-25.120356
glucose_gL,target_focused,eem_full,knn,"k=5,weighted=True,metric=euclidean,max_features=24,y_transform=log1p,x_transform=none",10,1.0565851,0.39538965,0.6479272,-1.0891262,-35.8075
glucose_gL,target_focused,raman_interpretable,knn,"k=3,weighted=True,metric=euclidean,max_features=24,y_transform=none,x_transform=none",10,1.0575807,0.37313042,0.65202026,-1.1371159,-37.334482
glucose_gL,target_focused,raman_interpretable,knn,"k=3,weighted=True,metric=euclidean,max_features=48,y_transform=none,x_transform=none",10,1.0575807,0.37313042,0.65202026,-1.1371159,-37.334482
glucose_gL,target_focused,raman_interpretable,knn,"k=3,weighted=True,metric=euclidean,max_features=96,y_transform=none,x_transform=none",10,1.0575807,0.37313042,0.65202026,-1.1371159,-37.334482
glucose_gL,target_focused,eem_full,knn,"k=5,weighted=True,metric=euclidean,max_features=48,y_transform=log1p,x_transform=none",10,1.0582956,0.38148259,0.65937734,-1.1024506,-36.515393
glucose_gL,target_focused,fusion_full,knn,"k=9,weighted=True,metric=euclidean,max_features=192,y_transform=none,x_transform=none",10,1.0606979,0.33515083,0.69453273,-1.3600676,-41.886784
glucose_gL,target_focused,eem_full,ridge,"alpha=10.0,max_features=12,y_transform=none,x_transform=none",10,1.0612129,0.3188907,0.74076831,-1.347718,-42.453377
glucose_gL,target_focused,eem_interpretable,ridge,"alpha=10.0,max_features=12,y_transform=none,x_transform=none",10,1.0613132,0.31291416,0.73242074,-1.4765144,-44.33475
glucose_gL,target_focused,eem_interpretable,ridge,"alpha=10.0,max_features=24,y_transform=none,x_transform=none",10,1.0613132,0.31291416,0.73242074,-1.4765144,-44.33475
glucose_gL,target_focused,eem_interpretable,ridge,"alpha=10.0,max_features=48,y_transform=none,x_transform=none",10,1.0613132,0.31291416,0.73242074,-1.4765144,-44.33475
glucose_gL,target_focused,eem_interpretable,ridge,"alpha=10.0,max_features=96,y_transform=none,x_transform=none",10,1.0613132,0.31291416,0.73242074,-1.4765144,-44.33475
glucose_gL,target_focused,fusion_full,pcr,"n_components=12,alpha=1.0,max_features=24,y_transform=log1p,x_transform=none",10,1.061329,0.39906243,0.66309541,-1.0719484,-36.005036
glucose_gL,target_focused,raman_full,knn,"k=5,weighted=True,metric=euclidean,max_features=24,y_transform=none,x_transform=none",10,1.061493,0.51598586,0.68282215,-0.58093675,-23.3322
glucose_gL,target_focused,fusion_interpretable,pls,"n_components=2,alpha=1.0,max_features=48,y_transform=log1p,x_transform=none",10,1.0619332,0.41048033,0.63722089,-1.5352845,-40.37461
glucose_gL,target_focused,fusion_interpretable,pls,"n_components=2,alpha=1.0,max_features=96,y_transform=log1p,x_transform=none",10,1.0619332,0.41048033,0.63722089,-1.5352845,-40.37461
glucose_gL,target_focused,fusion_interpretable,pcr,"n_components=5,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0620681,0.30299406,0.7204229,-1.4791286,-44.721624
glucose_gL,all_known,eem_full,pls,"n_components=12,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0620789,0.15596478,0.73863418,-2.3228962,-60.309218
glucose_gL,all_known,raman_full,knn,"k=1,weighted=True,metric=euclidean,max_features=24,y_transform=none,x_transform=none",10,1.0621698,0.2276891,0.44557143,-1.5218639,-41.764831
glucose_gL,all_known,raman_full,knn,"k=1,weighted=True,metric=euclidean,max_features=24,y_transform=log1p,x_transform=none",10,1.0621698,0.2276891,0.44557143,-1.5218639,-41.764831
glucose_gL,target_focused,raman_interpretable,pls,"n_components=2,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0627877,0.41872925,0.68644401,-1.512014,-39.226877
glucose_gL,target_focused,raman_full,knn,"k=9,weighted=True,metric=euclidean,max_features=192,y_transform=none,x_transform=none",10,1.0633225,0.40895612,0.70054392,-0.9312919,-33.382615
glucose_gL,target_focused,fusion_full,knn,"k=1,weighted=True,metric=euclidean,max_features=48,y_transform=none,x_transform=none",10,1.0634126,0.48837072,0.57182353,-1.0493308,-31.654695
glucose_gL,target_focused,fusion_full,knn,"k=1,weighted=True,metric=euclidean,max_features=48,y_transform=log1p,x_transform=none",10,1.0634126,0.48837072,0.57182353,-1.0493308,-31.654695
glucose_gL,target_focused,raman_interpretable,pcr,"n_components=5,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0635471,0.40178233,0.69124146,-1.0341774,-34.917136
glucose_gL,target_focused,eem_full,pls,"n_components=2,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0639508,0.27720794,0.724432,-1.6551341,-48.092242
glucose_gL,target_focused,eem_full,pls,"n_components=3,alpha=1.0,max_features=192,y_transform=none,x_transform=none",10,1.0647239,0.26225609,0.77800592,-1.7344004,-49.405789
glucose_gL,target_focused,eem_full,pls,"n_components=3,alpha=1.0,max_features=384,y_transform=none,x_transform=none",10,1.0647239,0.26225609,0.77800592,-1.7344004,-49.405789
glucose_gL,target_focused,fusion_interpretable,pls,"n_components=2,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0651108,0.30319079,0.73695127,-1.5366226,-45.651476
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=3,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0652735,0.31047808,0.73784099,-1.5178004,-45.309831
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=3,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0652735,0.31047808,0.73784099,-1.5178004,-45.309831
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=3,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0652735,0.31047808,0.73784099,-1.5178004,-45.309831
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=3,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0652735,0.31047808,0.73784099,-1.5178004,-45.309831
glucose_gL,target_focused,eem_interpretable,pls,"n_components=2,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0655627,0.30553679,0.73563125,-1.5389013,-45.758768
glucose_gL,target_focused,eem_interpretable,pls,"n_components=2,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0655627,0.30553679,0.73563125,-1.5389013,-45.758768
glucose_gL,target_focused,eem_interpretable,pls,"n_components=2,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0655627,0.30553679,0.73563125,-1.5389013,-45.758768
glucose_gL,target_focused,eem_interpretable,pls,"n_components=2,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0655627,0.30553679,0.73563125,-1.5389013,-45.758768
glucose_gL,all_known,raman_full,ridge,"alpha=10.0,max_features=96,y_transform=none,x_transform=none",10,1.066996,0.35097456,0.5933537,-0.75841039,-29.528643
glucose_gL,target_focused,eem_interpretable,knn,"k=9,weighted=True,metric=manhattan,max_features=12,y_transform=none,x_transform=sample_zscore",10,1.0670845,0.13778489,0.73708902,-2.6618441,-64.703407
glucose_gL,target_focused,eem_interpretable,knn,"k=9,weighted=True,metric=manhattan,max_features=24,y_transform=none,x_transform=sample_zscore",10,1.0670845,0.13778489,0.73708902,-2.6618441,-64.703407
glucose_gL,target_focused,eem_interpretable,knn,"k=9,weighted=True,metric=manhattan,max_features=48,y_transform=none,x_transform=sample_zscore",10,1.0670845,0.13778489,0.73708902,-2.6618441,-64.703407
glucose_gL,target_focused,eem_interpretable,knn,"k=9,weighted=True,metric=manhattan,max_features=96,y_transform=none,x_transform=sample_zscore",10,1.0670845,0.13778489,0.73708902,-2.6618441,-64.703407
glucose_gL,target_focused,fusion_full,pcr,"n_components=5,alpha=1.0,max_features=192,y_transform=none,x_transform=none",10,1.0670863,0.27270845,0.71292585,-1.7952042,-50.286788
glucose_gL,all_known,fusion_full,pls,"n_components=5,alpha=1.0,max_features=384,y_transform=none,x_transform=none",10,1.0670969,0.17548642,0.69111825,-1.6061136,-44.133648
glucose_gL,target_focused,eem_full,pcr,"n_components=8,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0673643,0.3009317,0.72477294,-1.510402,-45.621196
glucose_gL,target_focused,fusion_full,knn,"k=3,weighted=True,metric=euclidean,max_features=12,y_transform=log1p,x_transform=none",10,1.0674664,0.40205729,0.62936662,-1.0820892,-35.967833
glucose_gL,target_focused,raman_full,knn,"k=3,weighted=True,metric=euclidean,max_features=96,y_transform=log1p,x_transform=none",10,1.0679179,0.45597452,0.65142721,-0.76012792,-29.381968
glucose_gL,target_focused,raman_full,knn,"k=3,weighted=True,metric=euclidean,max_features=24,y_transform=log1p,x_transform=none",10,1.0679512,0.49835784,0.64093321,-0.69008271,-26.548511
glucose_gL,target_focused,eem_full,pcr,"n_components=5,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0696994,0.28644795,0.72725374,-1.6556798,-48.344057
glucose_gL,target_focused,fusion_full,knn,"k=9,weighted=True,metric=euclidean,max_features=384,y_transform=none,x_transform=none",10,1.0697678,0.35982433,0.72114957,-1.2245458,-40.114477
glucose_gL,all_known,raman_interpretable,ridge,"alpha=0.1,max_features=24,y_transform=none,x_transform=none",10,1.0703039,0.24705647,0.56561309,-2.1154473,-48.097514
glucose_gL,all_known,raman_interpretable,ridge,"alpha=0.1,max_features=48,y_transform=none,x_transform=none",10,1.0703039,0.24705647,0.56561309,-2.1154473,-48.097514
glucose_gL,all_known,raman_interpretable,ridge,"alpha=0.1,max_features=96,y_transform=none,x_transform=none",10,1.0703039,0.24705647,0.56561309,-2.1154473,-48.097514
glucose_gL,target_focused,eem_full,pcr,"n_components=12,alpha=1.0,max_features=192,y_transform=none,x_transform=none",10,1.0707408,0.28902385,0.73147866,-1.8437827,-50.052491
glucose_gL,target_focused,eem_full,pcr,"n_components=12,alpha=1.0,max_features=384,y_transform=none,x_transform=none",10,1.0707408,0.28902385,0.73147866,-1.8437827,-50.052491
glucose_gL,target_focused,fusion_full,pcr,"n_components=2,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0709058,0.29042774,0.72332347,-1.6143091,-47.920682
glucose_gL,all_known,raman_full,pls,"n_components=5,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0709919,0.25367259,0.62234348,-1.0544387,-36.364825
glucose_gL,target_focused,fusion_interpretable,ridge,"alpha=10.0,max_features=24,y_transform=none,x_transform=none",10,1.0711661,0.29462506,0.7252028,-1.6895884,-48.277815
glucose_gL,target_focused,fusion_interpretable,pcr,"n_components=8,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0712682,0.29712774,0.73410525,-1.6221093,-47.464329
glucose_gL,target_focused,eem_interpretable,ridge,"alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0714557,0.29116359,0.73673451,-1.6580556,-48.094436
glucose_gL,target_focused,eem_interpretable,ridge,"alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0714557,0.29116359,0.73673451,-1.6580556,-48.094436
glucose_gL,target_focused,eem_interpretable,ridge,"alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0714557,0.29116359,0.73673451,-1.6580556,-48.094436
glucose_gL,target_focused,eem_interpretable,ridge,"alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0714557,0.29116359,0.73673451,-1.6580556,-48.094436
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=12,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0714557,0.29116359,0.73673451,-1.6580556,-48.094436
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=12,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0714557,0.29116359,0.73673451,-1.6580556,-48.094436
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=12,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0714557,0.29116359,0.73673451,-1.6580556,-48.094436
glucose_gL,target_focused,eem_interpretable,pcr,"n_components=12,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0714557,0.29116359,0.73673451,-1.6580556,-48.094436
glucose_gL,target_focused,eem_full,knn,"k=3,weighted=True,metric=euclidean,max_features=48,y_transform=log1p,x_transform=none",10,1.0716303,0.38961569,0.65993161,-1.2300009,-38.837352
glucose_gL,target_focused,eem_full,pcr,"n_components=8,alpha=1.0,max_features=192,y_transform=none,x_transform=none",10,1.0719214,0.27486577,0.73289797,-1.9337359,-51.792492
glucose_gL,target_focused,eem_full,pcr,"n_components=8,alpha=1.0,max_features=384,y_transform=none,x_transform=none",10,1.0719214,0.27486577,0.73289797,-1.9337359,-51.792492
glucose_gL,target_focused,raman_full,knn,"k=3,weighted=True,metric=euclidean,max_features=384,y_transform=log1p,x_transform=none",10,1.0722089,0.42941796,0.64531235,-0.90307664,-33.238914
glucose_gL,target_focused,eem_full,knn,"k=3,weighted=True,metric=euclidean,max_features=12,y_transform=log1p,x_transform=none",10,1.07256,0.39980324,0.64462002,-1.1636028,-37.49288
glucose_gL,target_focused,fusion_interpretable,pcr,"n_components=5,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0727267,0.30865319,0.7481589,-1.6286282,-47.182085
glucose_gL,target_focused,fusion_interpretable,pcr,"n_components=5,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0727267,0.30865319,0.7481589,-1.6286282,-47.182085
glucose_gL,target_focused,fusion_interpretable,pls,"n_components=3,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0729977,0.28638533,0.73406474,-1.7112229,-49.082949
glucose_gL,target_focused,raman_interpretable,pls,"n_components=2,alpha=1.0,max_features=24,y_transform=none,x_transform=none",10,1.0731247,0.39600011,0.71383792,-1.3525177,-40.056619
glucose_gL,target_focused,raman_interpretable,pls,"n_components=2,alpha=1.0,max_features=48,y_transform=none,x_transform=none",10,1.0731247,0.39600011,0.71383792,-1.3525177,-40.056619
glucose_gL,target_focused,raman_interpretable,pls,"n_components=2,alpha=1.0,max_features=96,y_transform=none,x_transform=none",10,1.0731247,0.39600011,0.71383792,-1.3525177,-40.056619
glucose_gL,target_focused,eem_full,pcr,"n_components=5,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0738179,0.31496693,0.75132314,-1.4106496,-44.49077
glucose_gL,target_focused,raman_full,knn,"k=3,weighted=True,metric=euclidean,max_features=192,y_transform=log1p,x_transform=none",10,1.0742841,0.44380088,0.65973252,-0.83923095,-31.781734
glucose_gL,target_focused,fusion_interpretable,pls,"n_components=3,alpha=1.0,max_features=12,y_transform=none,x_transform=none",10,1.0746205,0.29722339,0.73503812,-1.6034612,-47.564652
glucose_gL,all_known,fusion_full,pcr,"n_components=3,alpha=1.0,max_features=192,y_transform=log1p,x_transform=none",10,1.0758719,0.54788399,0.4454087,-0.83027921,-26.584086
