D4,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1843,2500,1788,784,518,270,241,283,361,403,429,412,369,297,248,201,168,144
260,25267,3786,2599,995,559,312,311,401,526,629,686,674,602,504,420,344,293,244
280,4736961,28926,2716,1180,702,328,259,318,418,514,589,600,552,483,405,338,295,253
300,OVER,OVER,2557,792,586,333,261,270,321,372,415,425,400,345,307,262,235,208
320,1620683,OVER,OVER,1992,459,324,269,235,232,218,214,198,178,148,125,113,103,102
340,325,2695359,OVER,OVER,14596,337,285,250,210,172,142,111,81,68,49,40,42,46
360,181,303,4129204,OVER,OVER,16620,315,292,256,215,171,136,97,64,45,37,36,39
380,318,221,1705,3636630,OVER,OVER,3364,249,249,229,188,153,118,74,58,40,41,60
400,366,218,174,545,3689814,OVER,OVER,683,224,227,200,170,128,86,62,61,52,73
420,239,175,155,72,137,1380624,OVER,OVER,307,172,164,135,110,87,62,58,56,70
440,265,203,123,81,68,46,OVER,OVER,OVER,262,110,109,85,69,53,46,35,72
460,269,169,116,84,58,31,224,OVER,OVER,OVER,153,90,81,53,50,39,38,60
480,256,172,121,92,38,42,36,2235,OVER,OVER,OVER,117,58,44,44,39,34,53
500,584,230,153,103,79,31,25,44,2508,OVER,OVER,OVER,116,55,62,52,46,76
