D11,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,2078,5133,4750,2300,1367,551,351,339,385,430,450,447,394,329,267,225,186,176
260,20341,5885,5028,2285,1291,544,368,391,483,561,619,632,570,481,402,329,270,254
280,6082379,29506,7571,3783,2053,721,365,317,378,453,505,535,491,436,369,317,265,257
300,OVER,OVER,4374,2151,1321,550,302,258,284,318,357,374,359,322,272,238,215,209
320,2137995,OVER,OVER,1520,557,370,264,205,184,178,178,171,162,143,126,114,103,126
340,437,2801715,OVER,OVER,14473,422,309,243,187,150,121,99,81,67,55,49,52,101
360,379,346,3991704,OVER,OVER,21434,332,277,241,191,155,121,99,70,59,46,61,124
380,458,220,1489,3237988,OVER,OVER,3482,210,195,177,147,124,89,77,60,58,55,147
400,743,413,375,528,3150851,OVER,OVER,544,166,158,137,116,94,91,67,68,86,188
420,597,361,261,153,193,1182141,OVER,OVER,286,130,111,111,95,76,70,64,76,250
440,456,280,177,124,117,64,OVER,OVER,OVER,240,88,84,81,60,62,44,71,276
460,521,227,190,114,101,60,193,OVER,OVER,OVER,160,64,76,65,53,47,64,252
480,550,284,232,156,131,77,54,1516,OVER,OVER,OVER,142,68,61,47,47,67,203
500,700,414,334,214,140,75,61,50,1962,OVER,OVER,OVER,159,72,62,59,74,197
