C8,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1737,3154,2681,1281,767,360,239,228,249,268,275,261,236,196,155,131,112,100
260,21573,5109,4169,1789,1029,455,328,355,430,494,531,532,485,405,332,279,229,212
280,5934917,26792,5886,2854,1563,581,327,306,367,425,478,494,466,398,336,285,249,230
300,OVER,OVER,3567,1667,1084,491,304,266,286,322,340,352,344,300,259,228,193,191
320,1900602,OVER,OVER,1615,591,422,317,247,215,201,190,179,159,140,120,103,101,121
340,319,2724480,OVER,OVER,16419,498,392,289,241,184,153,118,98,76,60,55,48,80
360,363,277,3999923,OVER,OVER,23701,437,358,322,261,213,172,121,90,71,59,54,105
380,350,223,1535,3278243,OVER,OVER,3829,278,273,250,217,178,131,99,78,59,62,120
400,477,375,222,515,3165718,OVER,OVER,548,233,232,200,183,140,112,90,76,77,175
420,577,252,154,166,170,1189782,OVER,OVER,322,179,171,155,134,109,86,87,89,203
440,345,259,192,114,58,58,OVER,OVER,OVER,269,124,130,105,86,71,57,77,232
460,389,164,157,155,75,40,215,OVER,OVER,OVER,183,108,96,68,66,54,76,213
480,398,262,214,128,87,20,53,1554,OVER,OVER,OVER,158,82,71,64,51,57,148
500,621,395,240,178,111,69,49,63,2198,OVER,OVER,OVER,149,74,69,73,67,144
