F5,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1475,2309,1708,714,487,265,238,301,366,428,457,438,386,321,262,215,180,160
260,14111,4007,2780,1034,560,305,290,387,518,618,679,680,614,516,422,351,293,259
280,5642369,14640,2012,884,546,269,230,294,385,485,551,574,535,462,393,331,287,254
300,OVER,OVER,1131,563,448,263,203,217,275,326,371,389,372,328,282,250,222,198
320,2397308,OVER,OVER,923,408,257,191,164,156,164,161,164,155,139,121,111,105,97
340,380,3227590,OVER,OVER,7905,264,200,149,129,108,91,77,60,49,49,47,41,51
360,326,342,4832117,OVER,OVER,10942,230,198,170,144,111,92,69,49,42,35,38,45
380,375,263,1856,4004842,OVER,OVER,1728,182,153,137,119,97,72,61,50,39,40,49
400,619,360,254,644,3769690,OVER,OVER,330,151,131,128,109,91,70,59,68,58,80
420,484,287,188,106,158,1413803,OVER,OVER,207,110,112,84,78,63,40,53,52,76
440,496,254,141,84,94,57,OVER,OVER,OVER,168,66,77,65,48,45,40,50,72
460,556,305,117,128,87,51,244,OVER,OVER,OVER,117,60,58,51,46,35,38,64
480,490,206,189,117,77,64,52,1820,OVER,OVER,OVER,109,56,41,43,45,47,62
500,773,420,246,202,165,102,35,44,2499,OVER,OVER,OVER,108,60,55,60,54,86
