F7,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1625,3499,3001,1377,811,397,301,322,382,425,443,433,383,324,256,214,174,154
260,12743,4878,3901,1591,891,401,325,386,482,570,629,634,570,486,395,325,274,231
280,4643931,16641,4535,2188,1234,476,287,301,381,457,521,539,501,438,359,313,266,237
300,OVER,OVER,2521,1240,852,396,257,240,269,309,345,370,352,313,266,230,206,191
320,2004450,OVER,OVER,1108,451,328,236,198,172,170,162,158,150,132,110,102,92,98
340,332,2701488,OVER,OVER,8063,377,280,220,172,131,103,89,61,54,40,30,36,55
360,271,332,3878188,OVER,OVER,11764,322,266,227,177,140,116,84,63,49,36,37,62
380,230,161,1396,3260186,OVER,OVER,2163,187,181,162,133,98,80,65,46,42,46,57
400,384,151,193,534,3247153,OVER,OVER,387,149,134,126,104,85,74,62,39,52,81
420,412,210,106,92,97,1182899,OVER,OVER,179,96,103,89,87,63,45,51,64,124
440,345,145,118,60,67,44,OVER,OVER,OVER,166,71,77,68,49,41,33,38,120
460,141,184,106,90,20,40,190,OVER,OVER,OVER,123,61,55,46,32,30,44,113
480,295,235,149,88,97,42,39,1517,OVER,OVER,OVER,112,46,43,40,39,34,103
500,224,267,152,107,91,51,40,32,2111,OVER,OVER,OVER,109,42,53,41,50,102
