D6,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1876,4017,3555,1728,1001,436,309,329,382,425,442,434,390,318,257,215,180,158
260,17778,5352,4314,1871,1016,446,331,389,485,564,619,630,571,488,394,325,267,239
280,5801728,21340,5836,2776,1521,567,320,312,382,454,524,541,509,436,367,311,266,247
300,OVER,OVER,3345,1625,1043,457,280,250,284,320,353,374,350,310,272,245,200,196
320,2220714,OVER,OVER,1190,507,361,259,203,185,177,172,169,151,139,118,107,96,106
340,329,2936427,OVER,OVER,11705,415,309,235,181,146,118,93,83,62,50,41,48,66
360,228,299,4243894,OVER,OVER,14369,350,290,239,195,158,118,95,77,55,43,41,83
380,426,207,1549,3418627,OVER,OVER,2565,210,197,165,144,122,95,80,60,44,48,99
400,570,267,201,504,3182062,OVER,OVER,457,161,146,134,120,100,81,67,57,55,126
420,372,250,182,121,125,1208155,OVER,OVER,223,124,124,103,84,67,63,57,67,155
440,266,214,145,99,72,43,OVER,OVER,OVER,195,83,91,74,58,55,49,53,170
460,298,202,177,109,92,36,182,OVER,OVER,OVER,132,79,67,57,44,45,46,151
480,429,160,164,138,70,50,43,1629,OVER,OVER,OVER,118,62,51,49,43,50,138
500,461,318,189,175,150,51,53,45,2043,OVER,OVER,OVER,123,59,60,52,68,113
