B5,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1863,4204,3847,1817,1049,473,316,332,389,435,450,441,394,325,267,213,186,166
260,18050,5588,4570,2001,1072,475,349,402,503,588,637,655,582,492,404,331,278,242
280,6087223,23814,6281,3029,1644,600,337,322,387,470,532,549,518,451,376,323,275,251
300,OVER,OVER,3563,1724,1111,485,286,258,285,326,372,382,360,319,279,239,213,200
320,2166072,OVER,OVER,1500,558,371,262,216,187,182,177,172,155,143,114,106,102,113
340,399,2867452,OVER,OVER,13510,436,326,241,196,158,128,105,84,71,52,44,51,75
360,331,337,4218923,OVER,OVER,17529,359,297,252,205,167,131,95,79,53,48,54,89
380,400,221,1521,3507578,OVER,OVER,3541,206,201,166,157,128,103,77,64,50,62,116
400,496,367,187,498,3336243,OVER,OVER,492,166,165,138,119,118,78,66,59,64,132
420,566,352,153,172,178,1258598,OVER,OVER,276,133,134,113,97,79,74,88,76,182
440,499,190,182,108,101,64,OVER,OVER,OVER,223,87,88,83,65,60,55,63,169
460,358,241,188,123,99,49,197,OVER,OVER,OVER,168,77,76,62,54,43,57,146
480,581,302,174,148,99,46,44,1592,OVER,OVER,OVER,130,66,61,52,50,58,139
500,569,322,296,185,161,74,57,48,2161,OVER,OVER,OVER,133,58,60,54,64,134
