E9,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1941,4561,4189,1997,1153,478,302,315,351,399,416,412,363,309,244,198,166,150
260,14170,5561,4717,2083,1145,477,331,359,454,529,581,597,537,453,374,306,255,232
280,5013403,21161,6701,3283,1793,636,338,305,367,436,483,516,480,418,348,295,252,237
300,OVER,OVER,3760,1856,1185,485,285,244,274,313,345,365,347,301,266,228,198,192
320,2071535,OVER,OVER,1108,498,325,243,199,181,174,170,178,157,137,125,103,99,109
340,298,2716724,OVER,OVER,8772,371,278,221,185,150,131,100,91,67,50,53,49,77
360,323,283,3782822,OVER,OVER,11744,320,270,239,210,165,149,106,82,60,57,53,94
380,392,227,1587,3184096,OVER,OVER,2254,216,207,189,160,140,102,78,68,58,57,118
400,525,299,233,479,3034288,OVER,OVER,380,168,159,155,129,107,92,79,70,81,160
420,425,230,118,121,111,1143142,OVER,OVER,232,126,131,114,105,96,75,80,96,196
440,382,214,134,78,76,43,1299225,OVER,OVER,193,94,99,91,71,57,59,71,218
460,315,121,140,90,66,31,193,OVER,OVER,OVER,139,75,79,63,56,46,57,179
480,448,200,134,109,107,48,39,1877,OVER,OVER,OVER,118,68,61,50,42,47,152
500,336,228,297,168,126,31,44,27,2291,OVER,OVER,OVER,118,60,64,68,61,165
