C8,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1892,4430,4160,2037,1215,534,353,347,400,433,448,437,381,318,254,212,172,164
260,21011,5493,4577,2034,1191,542,384,422,516,595,641,646,580,490,398,322,270,245
280,6369267,27995,6533,3224,1820,684,387,364,422,495,546,566,523,450,381,314,275,256
300,OVER,OVER,3990,1884,1250,559,338,298,323,358,395,405,382,336,285,245,221,210
320,2256532,OVER,OVER,1519,617,421,309,258,233,224,214,204,185,162,139,127,109,122
340,441,2937531,OVER,OVER,14508,479,375,296,252,214,179,141,115,97,75,62,64,91
360,328,414,4215287,OVER,OVER,21514,416,382,330,289,238,197,156,106,83,75,66,112
380,296,275,1588,3505162,OVER,OVER,3504,280,283,260,230,195,153,113,98,90,79,132
400,521,350,260,583,3357211,OVER,OVER,638,219,235,198,183,158,123,108,109,111,161
420,549,320,251,141,197,1268736,OVER,OVER,343,174,169,165,132,109,106,130,137,241
440,431,272,160,130,101,58,OVER,OVER,OVER,274,125,129,119,102,79,83,113,228
460,483,252,142,117,82,49,200,OVER,OVER,OVER,196,105,93,78,65,60,78,206
480,581,184,203,174,134,74,48,1573,OVER,OVER,OVER,158,87,78,69,52,66,161
500,878,381,230,226,124,106,57,59,2287,OVER,OVER,OVER,156,84,68,73,91,150
