E10,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1894,4503,4101,1954,1150,493,333,336,387,433,445,432,389,330,262,208,178,158
260,14314,5505,4547,2012,1101,492,370,408,487,568,615,628,558,480,395,318,270,238
280,4849023,19252,6267,3093,1719,624,353,332,391,458,500,531,495,430,363,312,265,241
300,OVER,OVER,3481,1732,1082,471,289,253,276,313,345,368,349,304,264,231,204,199
320,2001560,OVER,OVER,1103,493,335,259,204,180,182,169,164,155,137,114,107,92,111
340,325,2710590,OVER,OVER,9448,382,318,246,195,151,115,101,76,57,49,41,36,64
360,295,246,3896694,OVER,OVER,14007,378,326,276,214,158,126,85,69,49,41,31,87
380,230,133,1488,3237208,OVER,OVER,2418,263,226,188,153,112,96,75,55,44,43,99
400,541,319,169,447,3047515,OVER,OVER,422,171,165,133,124,95,82,63,52,60,140
420,447,238,145,115,128,1159445,OVER,OVER,201,113,109,113,85,61,57,50,55,181
440,236,115,118,84,67,51,1303730,OVER,OVER,173,72,86,70,52,47,31,49,197
460,229,147,120,77,54,37,179,OVER,OVER,OVER,144,60,62,43,43,31,53,191
480,370,117,134,105,76,42,31,1919,OVER,OVER,OVER,113,53,52,40,34,35,144
500,481,336,208,109,104,51,38,30,2308,OVER,OVER,OVER,110,39,43,53,65,136
