A11,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,2209,5791,5585,2748,1573,636,390,373,410,461,484,490,427,352,293,234,198,181
260,27644,6343,5721,2670,1478,610,406,418,522,611,669,675,619,522,432,351,293,275
280,6124734,35560,9458,4645,2510,851,399,348,405,477,535,562,528,459,390,333,281,265
300,OVER,OVER,5667,2550,1564,608,316,263,285,331,365,394,368,332,285,247,221,220
320,1733084,OVER,OVER,1619,511,360,259,193,175,171,170,165,159,139,122,107,99,121
340,323,2714759,OVER,OVER,12664,444,327,246,180,140,116,92,78,64,45,40,42,95
360,317,305,4157501,OVER,OVER,15908,360,279,231,186,140,110,75,59,49,38,41,123
380,274,162,1456,3510456,OVER,OVER,3264,192,170,149,124,105,81,65,49,45,53,142
400,605,230,207,599,3406325,OVER,OVER,479,140,130,119,105,94,75,60,57,71,185
420,589,262,141,77,113,1338718,OVER,OVER,230,104,102,91,82,69,56,54,74,252
440,254,145,176,90,75,47,OVER,OVER,OVER,200,69,70,72,49,36,34,61,279
460,412,215,176,118,79,36,218,OVER,OVER,OVER,124,64,65,47,45,30,62,258
480,424,222,196,97,84,57,54,1941,OVER,OVER,OVER,98,53,45,37,34,57,210
500,582,275,178,146,99,69,44,55,2022,OVER,OVER,OVER,92,49,43,69,64,210
