E11,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1494,2182,1570,664,446,259,237,283,356,409,428,420,371,303,243,199,170,140
260,20243,3614,2527,928,531,298,301,402,535,645,693,687,615,506,419,344,292,248
280,5740829,20818,2123,932,577,301,246,313,415,510,582,601,553,480,407,340,297,254
300,OVER,OVER,1480,584,502,294,234,251,295,360,402,415,386,343,299,252,227,201
320,2058652,OVER,OVER,1255,424,309,248,215,203,197,193,187,168,138,126,105,92,91
340,250,2797679,OVER,OVER,12262,323,260,216,197,157,123,97,72,54,32,30,27,28
360,259,327,4071367,OVER,OVER,16556,304,265,241,198,159,116,81,57,45,31,30,28
380,217,145,1438,3517005,OVER,OVER,3508,236,227,201,165,132,95,68,44,37,31,44
400,239,197,95,461,3472125,OVER,OVER,598,202,192,171,150,107,73,72,44,28,68
420,-38,94,135,88,79,1312893,OVER,OVER,316,153,138,119,96,72,42,39,35,52
440,137,101,43,56,10,37,OVER,OVER,OVER,271,89,93,82,53,43,35,35,53
460,133,79,56,77,-7,20,195,OVER,OVER,OVER,162,65,61,36,39,36,29,55
480,245,142,80,35,44,22,28,1657,OVER,OVER,OVER,131,52,50,28,31,24,44
500,39,158,136,27,81,29,20,32,2157,OVER,OVER,OVER,115,48,24,34,30,38
