F3,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1946,3974,3528,1649,970,431,300,321,372,411,432,421,380,314,255,209,173,153
260,13574,5218,4169,1789,951,420,317,365,455,536,583,590,544,452,376,307,253,225
280,5453218,16504,5422,2586,1421,523,299,295,358,428,484,511,481,420,356,294,255,237
300,OVER,OVER,3019,1500,962,423,267,242,269,307,339,363,339,300,257,230,197,189
320,2201647,OVER,OVER,994,524,358,253,206,186,172,168,175,154,137,120,104,100,107
340,432,2979621,OVER,OVER,6487,405,310,238,192,156,129,106,87,69,49,42,54,72
360,373,327,4305817,OVER,OVER,8161,346,295,258,204,167,134,98,65,57,53,50,92
380,422,274,1489,3615713,OVER,OVER,1721,223,208,191,159,133,109,78,64,60,58,100
400,722,309,270,576,3344517,OVER,OVER,349,189,170,158,135,114,87,77,55,73,135
420,572,328,217,133,165,1293242,OVER,OVER,203,132,134,122,104,96,76,74,77,173
440,450,201,160,126,112,67,OVER,OVER,OVER,169,91,101,81,74,56,63,56,158
460,495,216,181,129,103,56,199,OVER,OVER,OVER,128,74,83,65,55,52,63,154
480,502,312,168,117,119,57,54,1789,OVER,OVER,OVER,117,63,50,52,38,56,140
500,674,248,246,211,160,65,53,46,2148,OVER,OVER,OVER,116,71,62,56,79,142
