D10,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1667,2547,1815,788,523,295,261,319,392,441,470,452,395,328,266,218,178,156
260,16993,3716,2636,996,600,344,332,442,568,676,731,732,655,546,451,371,310,267
280,3885069,20115,2639,1167,726,346,275,339,442,556,617,635,583,505,427,365,312,269
300,6404034,3343769,2105,747,595,348,279,285,340,389,438,451,421,366,318,271,240,217
320,1635772,OVER,3703117,1463,475,347,287,255,245,231,225,211,185,158,132,119,102,109
340,317,2606444,OVER,OVER,10842,352,298,248,237,193,151,122,88,69,54,46,38,51
360,257,290,4008565,OVER,OVER,12716,309,294,265,231,178,140,102,73,52,45,45,59
380,328,187,1733,3654425,OVER,OVER,2529,242,241,228,185,154,114,86,67,56,51,52
400,602,284,191,601,3766686,OVER,OVER,533,221,229,186,163,128,98,78,53,50,76
420,466,244,148,110,169,1442826,OVER,OVER,275,181,165,135,109,88,62,50,52,85
440,204,124,81,85,89,54,OVER,OVER,OVER,242,112,107,83,67,53,34,40,79
460,405,207,170,35,86,47,233,OVER,OVER,OVER,147,88,85,60,48,41,44,75
480,310,231,120,109,84,47,33,2584,OVER,OVER,OVER,109,59,49,47,40,33,82
500,546,201,218,159,107,53,46,39,2595,OVER,OVER,OVER,112,61,49,44,40,69
