E4,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1786,2545,1837,803,508,272,240,296,360,404,424,417,364,296,234,198,168,146
260,26856,3692,2611,1002,573,319,301,408,519,627,682,675,606,518,421,345,287,245
280,4794022,29388,2848,1237,717,336,262,311,418,519,595,613,552,478,411,344,297,257
300,OVER,OVER,2429,812,604,335,265,277,326,372,415,427,399,343,303,263,230,208
320,1583377,OVER,OVER,1783,463,334,275,242,235,223,214,197,184,160,129,107,97,102
340,346,2571138,OVER,OVER,12989,324,287,248,212,173,141,110,82,63,46,45,40,48
360,188,293,4146993,OVER,OVER,14593,322,280,262,223,182,138,97,64,54,39,39,41
380,244,199,1645,3692449,OVER,OVER,2958,250,245,223,188,160,113,78,62,46,44,44
400,456,148,170,565,3792387,OVER,OVER,627,232,231,193,166,136,94,73,50,46,83
420,283,256,33,76,115,1510850,OVER,OVER,290,178,173,149,112,81,75,43,53,75
440,292,163,83,61,58,50,OVER,OVER,OVER,245,116,109,80,66,48,43,39,69
460,326,107,87,61,63,20,236,OVER,OVER,OVER,154,83,73,60,49,34,38,60
480,120,219,126,115,42,41,27,2407,OVER,OVER,OVER,113,66,44,43,32,33,56
500,377,278,109,91,94,40,47,38,2687,OVER,OVER,OVER,115,54,51,38,42,65
