B5,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1879,4505,3986,1903,1111,489,328,339,389,432,449,449,399,341,272,219,186,167
260,17159,5587,4675,2014,1123,477,348,393,487,565,626,640,575,485,399,329,274,247
280,6473783,23573,6416,3148,1705,604,334,317,386,453,508,537,501,441,376,311,272,245
300,OVER,OVER,3832,1796,1100,476,293,252,277,317,354,379,355,316,269,237,207,199
320,2372281,OVER,OVER,1285,553,373,255,211,183,178,178,175,164,143,123,110,100,115
340,365,3153328,OVER,OVER,12126,426,319,246,194,157,126,102,82,64,53,47,46,76
360,289,419,4625856,OVER,OVER,18390,354,302,255,207,160,127,96,80,55,49,50,86
380,377,254,1554,3758544,OVER,OVER,2991,222,197,178,150,127,98,78,63,66,58,112
400,616,257,208,574,3554525,OVER,OVER,515,166,165,139,131,110,76,76,76,59,148
420,434,278,171,151,139,1270380,OVER,OVER,259,130,115,114,93,83,59,72,84,191
440,433,221,190,136,89,48,OVER,OVER,OVER,216,87,86,82,63,50,51,74,192
460,434,220,146,134,93,51,206,OVER,OVER,OVER,145,85,77,54,53,50,72,180
480,567,221,215,99,99,68,50,1489,OVER,OVER,OVER,151,71,58,48,47,57,158
500,701,386,261,155,119,64,52,59,2481,OVER,OVER,OVER,128,71,64,63,79,153
