F5,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1928,4061,3647,1733,1034,467,333,339,391,433,453,452,402,329,269,223,190,173
260,22476,4839,3978,1753,992,447,331,389,476,566,612,634,574,477,393,320,270,246
280,OVER,30090,5826,2830,1552,569,329,314,391,459,517,551,513,445,371,318,277,257
300,OVER,OVER,3746,1694,1080,480,297,264,294,333,365,391,368,328,287,242,221,214
320,2014498,OVER,OVER,1897,589,415,299,237,215,209,195,192,171,152,136,116,112,119
340,418,2755570,OVER,OVER,14410,474,364,290,231,188,151,115,103,75,68,55,57,83
360,443,421,4060784,OVER,OVER,20664,433,358,314,257,204,165,124,88,72,60,57,104
380,481,281,1518,3405238,OVER,OVER,4720,297,273,254,215,171,136,109,84,65,68,123
400,663,517,257,570,3368543,OVER,OVER,673,238,238,207,182,141,123,98,87,88,179
420,642,436,293,183,164,1227986,OVER,OVER,350,179,169,157,136,116,98,94,97,200
440,548,303,198,141,121,82,OVER,OVER,OVER,316,125,126,108,94,73,68,65,208
460,634,316,211,124,122,53,223,OVER,OVER,OVER,217,95,94,79,62,62,68,182
480,680,388,234,158,151,73,53,1806,OVER,OVER,OVER,168,86,73,63,62,63,155
500,887,499,331,241,230,96,63,78,2063,OVER,OVER,OVER,178,83,78,82,84,178
