B5,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1362,2520,1958,818,532,291,257,324,395,461,487,477,414,346,281,227,195,168
260,17740,4155,2970,1096,587,323,312,421,552,675,739,736,658,556,451,380,314,269
280,6354868,19379,2352,1051,627,300,244,307,420,524,598,622,576,500,418,358,309,268
300,OVER,OVER,1480,618,494,280,211,228,278,350,393,417,396,343,297,264,230,210
320,2361733,OVER,OVER,1270,399,254,184,164,159,165,169,173,162,143,130,112,102,101
340,282,3367367,OVER,OVER,12228,254,189,166,131,109,93,78,60,52,48,50,39,47
360,292,323,4759412,OVER,OVER,18606,223,195,168,129,110,89,65,51,45,34,37,45
380,414,224,1736,3884291,OVER,OVER,2689,179,160,145,115,96,71,59,45,45,36,49
400,502,272,179,657,3828010,OVER,OVER,483,146,141,129,101,83,73,56,49,52,71
420,358,238,241,140,168,1491921,OVER,OVER,249,120,97,84,69,52,50,55,46,66
440,383,297,123,86,76,51,OVER,OVER,OVER,224,68,64,56,43,37,28,37,61
460,511,210,132,64,108,48,237,OVER,OVER,OVER,157,67,52,44,43,39,34,64
480,442,276,163,100,115,42,49,2121,OVER,OVER,OVER,112,40,47,33,34,54,69
500,554,409,208,125,141,58,62,58,2810,OVER,OVER,OVER,121,56,46,40,61,71
