D9,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1110,1865,1243,523,364,242,246,323,407,464,495,485,421,347,276,222,185,152
260,24720,3471,2279,815,461,293,306,424,572,701,773,768,683,571,467,384,323,268
280,6325104,30456,1168,478,362,236,238,322,439,551,635,655,613,521,440,373,322,271
300,OVER,OVER,1233,349,362,242,210,237,295,359,416,445,417,361,311,281,233,207
320,1972156,OVER,OVER,1957,380,264,191,166,163,170,170,173,161,137,125,100,92,92
340,65,2960409,OVER,OVER,19504,260,197,148,121,98,77,73,47,39,26,24,24,23
360,133,241,4319919,OVER,OVER,26114,223,187,165,133,101,78,51,36,25,20,17,13
380,-3,-2,1724,3706201,OVER,OVER,4837,169,142,136,99,76,64,44,29,26,26,13
400,46,53,83,468,3741424,OVER,OVER,791,135,124,98,78,59,41,32,27,18,27
420,197,10,-19,33,89,1430616,OVER,OVER,348,106,80,65,55,39,24,11,18,9
440,60,48,13,-1,7,24,OVER,OVER,OVER,284,55,55,42,33,20,15,15,5
460,44,3,47,10,20,15,235,OVER,OVER,OVER,171,47,30,32,19,11,12,11
480,165,45,23,40,48,17,9,2072,OVER,OVER,OVER,113,28,28,17,12,12,11
500,108,52,59,57,-4,-11,9,12,2781,OVER,OVER,OVER,109,26,22,20,18,10
