B2,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1178,1770,1143,461,334,222,226,287,362,414,435,424,370,306,247,197,162,126
260,23783,3230,2107,705,406,261,292,405,530,637,699,694,619,509,421,349,291,237
280,4402884,27849,1219,482,330,223,222,303,415,512,584,602,549,482,403,340,291,242
300,OVER,OVER,1813,339,349,252,222,237,294,351,397,407,386,333,292,248,220,188
320,1609735,OVER,OVER,2075,396,291,221,197,183,186,183,176,156,131,105,92,84,71
340,-65,2682531,OVER,OVER,16834,289,237,212,159,128,97,73,53,37,20,12,17,1
360,-170,127,4152493,OVER,OVER,19370,311,274,234,193,143,104,68,36,22,8,8,5
380,-108,-119,1616,3789295,OVER,OVER,4136,243,221,202,154,117,83,45,29,13,7,-5
400,-264,-111,-30,397,3859049,OVER,OVER,745,188,193,148,108,78,52,30,19,-11,-14
420,-156,-175,-141,-44,7,1513834,OVER,OVER,312,133,110,100,63,40,22,14,20,-7
440,-73,-25,-83,-76,-26,14,OVER,OVER,OVER,249,72,68,51,36,24,8,-4,-11
460,28,-175,-15,-32,-38,1,214,OVER,OVER,OVER,132,47,35,29,20,0,-1,-9
480,-286,-128,-63,-62,-30,-16,-6,2006,OVER,OVER,OVER,101,18,18,9,8,-2,-12
500,-184,-152,-181,-91,-16,-20,-16,-13,2390,OVER,OVER,OVER,80,19,6,11,-9,-11
