C11,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1169,1827,1269,516,346,243,256,327,407,472,496,480,423,349,284,223,186,162
260,19884,3584,2395,816,448,289,330,448,587,704,771,764,680,563,455,385,320,268
280,OVER,22388,1223,476,341,232,253,337,447,546,630,644,597,512,433,365,313,272
300,OVER,OVER,877,311,326,241,212,239,297,362,412,420,410,358,305,273,235,202
320,2293023,OVER,OVER,1161,351,236,197,168,166,165,172,171,158,135,119,104,93,79
340,166,3345801,OVER,OVER,12230,257,232,191,151,113,86,66,53,40,31,24,17,22
360,73,213,4911001,OVER,OVER,17069,341,307,229,178,124,90,57,34,27,20,14,11
380,87,13,1735,4123039,OVER,OVER,3093,307,247,194,138,90,60,39,30,16,14,14
400,196,137,93,480,3977168,OVER,OVER,523,191,157,116,93,63,41,34,31,22,5
420,30,72,29,-4,81,1533897,OVER,OVER,230,103,86,69,45,41,17,31,19,20
440,-39,33,-40,9,15,25,OVER,OVER,OVER,208,56,39,39,25,17,17,11,18
460,-60,82,2,2,44,1,224,OVER,OVER,OVER,129,38,31,16,23,19,5,6
480,80,50,89,16,4,7,11,2423,OVER,OVER,OVER,96,32,21,18,9,16,4
500,319,68,32,14,14,1,5,27,2641,OVER,OVER,OVER,70,19,21,2,13,19
