B8,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1044,1796,1237,492,356,241,244,320,407,471,503,491,426,351,281,224,197,158
260,26073,3526,2367,810,441,290,308,442,583,714,773,787,700,587,474,393,332,277
280,6328907,29931,1189,492,344,232,233,319,430,549,641,652,604,527,442,371,327,274
300,OVER,OVER,1192,296,326,228,199,223,291,361,411,432,411,365,311,271,235,208
320,2133489,OVER,OVER,1840,355,242,170,154,148,156,172,165,153,138,120,105,96,84
340,93,3113789,OVER,OVER,19135,229,168,133,117,89,75,61,47,39,26,22,20,24
360,88,232,4609090,OVER,OVER,25579,214,173,149,118,91,72,49,38,23,18,14,20
380,141,73,1607,3826551,OVER,OVER,4795,159,132,119,90,79,56,38,20,21,13,11
400,121,19,127,525,3813424,OVER,OVER,639,125,108,83,71,57,47,22,23,21,6
420,7,53,135,-4,70,1481912,OVER,OVER,347,86,84,57,47,34,25,16,22,17
440,123,3,34,14,5,21,OVER,OVER,OVER,290,52,44,39,24,11,14,15,11
460,-70,71,21,17,22,8,214,OVER,OVER,OVER,159,35,36,31,14,15,14,16
480,122,62,-14,46,20,11,18,2224,OVER,OVER,OVER,112,25,20,25,13,0,6
500,151,60,31,73,5,8,24,12,3015,OVER,OVER,OVER,98,15,26,14,13,6
