D5,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1154,2034,1405,542,376,239,242,306,389,445,472,461,400,327,261,216,180,149
260,15695,3880,2631,885,486,284,296,415,547,662,740,720,652,544,447,367,303,261
280,6316993,16297,1319,538,359,230,221,302,416,526,594,614,577,500,413,358,299,265
300,OVER,OVER,832,315,350,241,206,230,277,350,395,411,383,341,289,264,226,200
320,2444503,OVER,OVER,1106,386,255,189,168,162,164,167,161,159,140,117,100,95,87
340,123,3342061,OVER,OVER,11687,260,191,147,124,109,79,71,49,40,32,24,12,16
360,50,297,5009679,OVER,OVER,14529,226,189,164,135,106,74,50,41,24,17,21,12
380,124,88,1612,4227694,OVER,OVER,2821,172,154,130,110,82,68,42,33,18,19,25
400,185,82,113,425,4006684,OVER,OVER,440,135,136,110,80,67,40,33,28,25,8
420,85,60,38,48,82,1482342,OVER,OVER,207,97,91,71,58,45,27,26,12,26
440,42,63,9,14,-3,28,OVER,OVER,OVER,194,59,57,40,27,22,14,14,16
460,184,92,6,17,20,32,208,OVER,OVER,OVER,120,44,41,34,20,18,9,14
480,60,79,49,37,20,14,29,1794,OVER,OVER,OVER,107,29,12,19,13,12,17
500,152,68,116,18,36,-2,9,23,2206,OVER,OVER,OVER,88,19,18,22,21,13
