C10,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1118,1852,1268,515,345,243,241,313,401,464,488,481,417,343,278,223,185,158
260,19968,3615,2408,840,463,276,300,414,566,687,762,763,677,553,455,380,316,268
280,5651561,26905,1207,468,338,229,223,306,425,530,611,620,582,504,420,369,305,274
300,OVER,OVER,951,297,307,226,192,221,284,348,400,417,395,348,304,264,232,199
320,1981260,OVER,OVER,1515,341,206,165,139,144,155,161,164,150,131,114,103,94,80
340,48,2872486,OVER,OVER,18361,217,159,127,108,83,60,58,47,32,31,26,21,21
360,72,246,4269939,OVER,OVER,27107,181,155,132,103,82,60,44,32,21,13,12,11
380,15,43,1640,3649487,OVER,OVER,4509,150,116,105,88,66,51,36,22,18,17,18
400,21,102,57,458,3634936,OVER,OVER,606,109,99,80,64,52,33,16,25,24,8
420,107,90,64,45,89,1397362,OVER,OVER,258,82,76,56,36,30,26,13,21,27
440,60,-31,78,4,23,23,OVER,OVER,OVER,245,49,40,36,29,24,13,12,11
460,54,56,47,4,28,7,207,OVER,OVER,OVER,139,36,31,16,14,9,15,22
480,144,92,44,14,13,7,25,1927,OVER,OVER,OVER,102,28,23,21,17,21,1
500,330,91,114,45,57,-3,17,21,2596,OVER,OVER,OVER,89,16,25,20,18,-3
