C5,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1159,1968,1335,536,367,232,241,299,381,446,470,451,404,327,267,213,183,154
260,17058,3761,2501,870,485,277,301,411,550,663,730,727,643,537,444,368,306,251
280,6205469,19616,1227,499,335,213,218,298,405,514,582,604,565,482,411,347,298,258
300,OVER,OVER,771,293,306,227,194,218,275,335,383,400,380,332,294,256,225,196
320,2370846,OVER,OVER,1061,322,227,173,152,143,153,158,165,146,126,115,101,86,81
340,63,3418201,OVER,OVER,10346,229,176,138,111,91,73,61,43,33,27,24,21,18
360,124,291,4979720,OVER,OVER,13997,232,195,166,129,98,77,45,35,23,17,17,12
380,96,78,1817,4162527,OVER,OVER,2601,186,156,130,103,78,48,45,21,19,12,14
400,160,74,58,527,4009545,OVER,OVER,400,134,127,95,79,50,53,31,22,22,-7
420,119,29,78,48,65,1517900,OVER,OVER,220,87,69,57,47,31,31,17,17,10
440,79,44,38,14,43,35,OVER,OVER,OVER,177,47,47,34,24,18,13,16,-3
460,16,67,89,25,39,17,204,OVER,OVER,OVER,120,40,28,23,24,8,7,13
480,-14,74,28,20,32,28,22,2006,OVER,OVER,OVER,95,29,18,24,20,9,4
500,207,83,-24,58,52,16,15,8,2402,OVER,OVER,OVER,67,28,19,30,13,23
