F10,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1119,1866,1250,509,379,254,299,372,426,469,477,457,396,329,265,212,179,151
260,13897,3558,2351,841,466,312,451,580,673,738,768,742,654,543,438,369,301,256
280,5179412,15080,1198,491,356,251,369,457,525,588,622,622,565,486,413,345,291,263
300,OVER,OVER,709,314,338,246,283,308,338,373,405,419,388,337,289,257,223,191
320,2146844,OVER,OVER,1005,375,252,259,235,217,199,180,179,154,130,114,103,89,85
340,144,3057463,OVER,OVER,9089,301,462,433,332,227,141,91,60,50,35,25,19,14
360,206,288,4416080,OVER,OVER,12628,880,901,668,450,265,149,86,53,38,27,21,18
380,132,113,1439,3756370,OVER,OVER,3040,949,724,481,277,173,99,56,39,26,24,20
400,97,40,113,468,3754608,OVER,OVER,960,532,370,225,146,90,58,36,29,21,20
420,255,-2,16,30,63,1400316,OVER,OVER,277,142,103,73,50,42,22,26,23,26
440,80,142,57,45,38,31,OVER,OVER,OVER,180,56,50,41,31,23,18,13,23
460,64,83,55,23,39,9,225,OVER,OVER,OVER,110,44,36,30,22,23,7,19
480,135,58,24,46,37,6,24,2050,OVER,OVER,OVER,86,28,25,23,22,8,-2
500,-19,53,185,34,46,21,10,18,2490,OVER,OVER,OVER,92,13,27,35,19,8
