E10,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1120,1814,1226,510,360,244,266,331,403,468,479,468,404,331,272,222,178,155
260,15183,3486,2332,816,472,292,372,494,618,717,763,737,668,555,452,377,312,259
280,6262591,16236,1160,482,352,239,300,380,474,560,619,625,575,500,419,357,305,256
300,OVER,OVER,806,325,335,245,238,269,313,366,413,422,392,345,301,261,229,200
320,2423794,OVER,OVER,1047,371,262,232,209,193,189,180,176,164,138,121,104,88,87
340,123,3477532,OVER,OVER,8894,297,342,303,242,172,121,85,61,43,32,31,26,28
360,139,259,4996064,OVER,OVER,11916,585,557,433,305,198,134,81,53,37,26,18,16
380,223,28,1795,4243572,OVER,OVER,2563,567,460,321,207,135,88,51,38,31,20,22
400,324,117,68,504,4143939,OVER,OVER,703,338,265,181,134,75,53,48,31,27,24
420,132,67,56,30,103,1571684,OVER,OVER,263,150,110,89,72,55,33,31,24,32
440,43,75,13,9,21,29,OVER,OVER,OVER,200,70,64,50,38,18,27,16,17
460,302,104,14,62,46,19,228,OVER,OVER,OVER,134,47,43,29,22,18,22,19
480,18,81,49,31,34,14,17,2259,OVER,OVER,OVER,93,40,25,37,17,16,10
500,341,117,163,55,43,15,24,14,2672,OVER,OVER,OVER,97,18,38,32,33,25
