D8,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,2066,4245,3697,1721,997,429,297,316,378,418,432,420,363,305,246,192,156,129
260,38576,5004,4085,1781,992,426,332,380,479,571,611,623,557,469,381,309,255,220
280,5860512,41392,6575,3168,1705,596,326,310,380,466,518,553,501,438,368,315,256,234
300,OVER,OVER,4826,1854,1149,485,295,265,295,341,378,395,373,327,282,236,202,188
320,1648471,OVER,OVER,2155,472,340,255,210,203,198,189,178,162,135,110,94,83,86
340,-58,2585572,OVER,OVER,16871,333,285,242,201,160,122,95,67,38,29,22,12,27
360,-141,139,4039926,OVER,OVER,20862,341,302,267,228,180,132,87,60,41,20,16,40
380,-187,-54,1473,3485446,OVER,OVER,3667,226,241,210,176,129,88,59,37,22,17,38
400,-350,0,-99,381,3452647,OVER,OVER,687,178,185,162,136,85,53,31,25,12,47
420,-56,-104,-102,-62,5,1355279,OVER,OVER,287,145,125,106,82,59,35,21,11,92
440,-171,-70,-75,-45,-34,1,OVER,OVER,OVER,222,85,85,58,35,25,20,13,117
460,-181,-93,-90,-34,-25,-10,170,OVER,OVER,OVER,144,57,55,29,12,10,3,93
480,-218,-116,-49,-20,-30,-20,4,2283,OVER,OVER,OVER,101,31,26,19,10,1,66
500,-182,-141,-61,-75,-92,-16,-15,-12,2443,OVER,OVER,OVER,72,5,-5,19,5,44
