feature_strategy,model_category,model,config,split,n_samples,n_train,n_test,n_features_raw,n_features_selected,rmse,mae,r2,status
EEM + Raman interpretable,ML,Random forest,"n=250,max_depth=4",1,150,112,38,43,43,0.33726846918684267,0.2513157382940275,-0.35527865346133547,ok
EEM + Raman interpretable,ML,Extra trees,"n=250,max_depth=4",1,150,112,38,43,43,0.3342980867184349,0.2578935849357793,-0.3315114245999462,ok
EEM + Raman interpretable,DL,ANN MLP,"hidden=(32,16),early_stop",1,150,112,38,43,43,0.3651755683692497,0.312973432277845,-0.5888413827100105,ok
EEM + Raman interpretable,ML,XGBoost,"n=250,depth=2,eta=0.05",1,150,112,38,43,43,0.3434081803571918,0.23570917606672373,-0.4050713800937076,ok
EEM + Raman interpretable,Statistics,Mean baseline,mean,2,150,112,38,43,12,0.5073359445909648,0.32307330827067665,-0.010602271663350926,ok
EEM + Raman interpretable,Statistics,Linear regression,ols,2,150,112,38,43,43,1.302008579259671,0.5028089916210999,-5.656051842047064,ok
EEM + Raman interpretable,Statistics,Ridge,alpha=10,2,150,112,38,43,43,0.901111300637505,0.4246015320308285,-2.1882023406409656,ok
EEM + Raman interpretable,Statistics,Lasso,alpha=0.001,2,150,112,38,43,43,1.3317324813690143,0.4738292476286869,-5.963426388529306,ok
EEM + Raman interpretable,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,150,112,38,43,43,1.4427285612972196,0.49159624735265384,-7.172562734820968,ok
EEM + Raman interpretable,Chemometrics,PLSR,n_components=2,2,150,112,38,43,43,0.5003213216177933,0.35657351708260365,0.017150488222576477,ok
EEM + Raman interpretable,Chemometrics,PLSR,n_components=5,2,150,112,38,43,43,0.7543762685212866,0.4133562058986662,-1.2344211807265615,ok
EEM + Raman interpretable,Chemometrics,PCR + Ridge,n_components=5,2,150,112,38,43,43,0.493122394484927,0.33729162797176726,0.04523067865751684,ok
EEM + Raman interpretable,ML,SVR linear,"C=1,epsilon=0.05",2,150,112,38,43,43,0.5515664038393344,0.26571009930263156,-0.1944957655433568,ok
EEM + Raman interpretable,ML,SVR RBF,"C=10,epsilon=0.05",2,150,112,38,43,43,0.44796562605200235,0.2836840669939098,0.2120867846584933,ok
EEM + Raman interpretable,ML,Weighted kNN,"k=3,distance",2,150,112,38,43,43,0.4232465504862523,0.25476085412521854,0.29664292792632463,ok
EEM + Raman interpretable,ML,Kernel ridge,"rbf,alpha=0.1",2,150,112,38,43,43,0.45602345546077616,0.29988209853387854,0.18348650644182962,ok
EEM + Raman interpretable,ML,Random forest,"n=250,max_depth=4",2,150,112,38,43,43,0.4793589426133434,0.3268743385177241,0.09778369502505235,ok
EEM + Raman interpretable,ML,Extra trees,"n=250,max_depth=4",2,150,112,38,43,43,0.4928480309977852,0.32592894122596316,0.046292812401173444,ok
EEM + Raman interpretable,DL,ANN MLP,"hidden=(32,16),early_stop",2,150,112,38,43,43,0.6493995581017172,0.4349883682699285,-0.6558194571700116,ok
EEM + Raman interpretable,ML,XGBoost,"n=250,depth=2,eta=0.05",2,150,112,38,43,43,0.42833630267367934,0.2848443026432621,0.2796247699830551,ok
EEM + Raman interpretable,Statistics,Mean baseline,mean,3,150,112,38,43,12,0.4934294186768383,0.3210714285714285,-0.00025697240802968757,ok
EEM + Raman interpretable,Statistics,Linear regression,ols,3,150,112,38,43,43,0.7855790133136122,0.4512423290591742,-1.5353694622695322,ok
EEM + Raman interpretable,Statistics,Ridge,alpha=10,3,150,112,38,43,43,0.48513175334579145,0.3284449370288547,0.03310144230507617,ok
EEM + Raman interpretable,Statistics,Lasso,alpha=0.001,3,150,112,38,43,43,0.4909814402009905,0.3456416179138991,0.009643262514762108,ok
EEM + Raman interpretable,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,150,112,38,43,43,0.5180979038980357,0.36427999301569436,-0.10277060187356701,ok
EEM + Raman interpretable,Chemometrics,PLSR,n_components=2,3,150,112,38,43,43,0.46837464924280553,0.3085503923782351,0.0987437878271149,ok
EEM + Raman interpretable,Chemometrics,PLSR,n_components=5,3,150,112,38,43,43,0.5132607201318312,0.35298460465543685,-0.08227485255485267,ok
EEM + Raman interpretable,Chemometrics,PCR + Ridge,n_components=5,3,150,112,38,43,43,0.47100426775739684,0.3089363587461805,0.08859544646610151,ok
EEM + Raman interpretable,ML,SVR linear,"C=1,epsilon=0.05",3,150,112,38,43,43,0.5014879868314379,0.23110261945322272,-0.03319566988077893,ok
EEM + Raman interpretable,ML,SVR RBF,"C=10,epsilon=0.05",3,150,112,38,43,43,0.43318611615308855,0.2404484224600481,0.22907777332477064,ok
EEM + Raman interpretable,ML,Weighted kNN,"k=3,distance",3,150,112,38,43,43,0.5233722054641978,0.2736907669896335,-0.1253375732027424,ok
EEM + Raman interpretable,ML,Kernel ridge,"rbf,alpha=0.1",3,150,112,38,43,43,0.4265279053618994,0.2572243038289468,0.252594293592003,ok
EEM + Raman interpretable,ML,Random forest,"n=250,max_depth=4",3,150,112,38,43,43,0.39684497934736696,0.2570387662254844,0.35300147590642594,ok
EEM + Raman interpretable,ML,Extra trees,"n=250,max_depth=4",3,150,112,38,43,43,0.43218608919543333,0.2839030822445985,0.23263307255663046,ok
EEM + Raman interpretable,DL,ANN MLP,"hidden=(32,16),early_stop",3,150,112,38,43,43,0.6912716982441529,0.43891605657048294,-0.963175215566237,ok
EEM + Raman interpretable,ML,XGBoost,"n=250,depth=2,eta=0.05",3,150,112,38,43,43,0.3557094997562243,0.2106741674734574,0.4801806556111846,ok
EEM + Raman interpretable,Statistics,Mean baseline,mean,4,150,112,38,43,12,0.6361597912537823,0.3728477443609023,-0.06059506628269573,ok
EEM + Raman interpretable,Statistics,Linear regression,ols,4,150,112,38,43,43,0.6419239999398195,0.4573045462536651,-0.07990212837973454,ok
EEM + Raman interpretable,Statistics,Ridge,alpha=10,4,150,112,38,43,43,0.6473930120062263,0.4047183192365261,-0.098381438988979,ok
EEM + Raman interpretable,Statistics,Lasso,alpha=0.001,4,150,112,38,43,43,0.6228578603122269,0.4062762029337133,-0.01670525852459681,ok
EEM + Raman interpretable,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",4,150,112,38,43,43,0.6150320096634432,0.41030378229097253,0.008682872745483516,ok
EEM + Raman interpretable,Chemometrics,PLSR,n_components=2,4,150,112,38,43,43,0.6304531284499382,0.40114783971006485,-0.04165230457610014,ok
EEM + Raman interpretable,Chemometrics,PLSR,n_components=5,4,150,112,38,43,43,0.6516000934700484,0.41095639006257845,-0.1127034808363987,ok
EEM + Raman interpretable,Chemometrics,PCR + Ridge,n_components=5,4,150,112,38,43,43,0.6318583206068212,0.39265007573146227,-0.046300874939990244,ok
EEM + Raman interpretable,ML,SVR linear,"C=1,epsilon=0.05",4,150,112,38,43,43,0.6870215231434058,0.35160828648728387,-0.23696626810032018,ok
EEM + Raman interpretable,ML,SVR RBF,"C=10,epsilon=0.05",4,150,112,38,43,43,0.6258257060171074,0.3534619906530079,-0.02641730798706199,ok
EEM + Raman interpretable,ML,Weighted kNN,"k=3,distance",4,150,112,38,43,43,0.6982544008964695,0.3963386813884441,-0.2777460115792423,ok
EEM + Raman interpretable,ML,Kernel ridge,"rbf,alpha=0.1",4,150,112,38,43,43,0.6022109244935836,0.35122666096090843,0.04958248758674644,ok
EEM + Raman interpretable,ML,Random forest,"n=250,max_depth=4",4,150,112,38,43,43,0.6408279442229237,0.3636135164288967,-0.07621751025600321,ok
EEM + Raman interpretable,ML,Extra trees,"n=250,max_depth=4",4,150,112,38,43,43,0.6431490252821623,0.3974567223637525,-0.08402775624175618,ok
EEM + Raman interpretable,DL,ANN MLP,"hidden=(32,16),early_stop",4,150,112,38,43,43,0.6526982235277181,0.4265415740397646,-0.11645707991420928,ok
EEM + Raman interpretable,ML,XGBoost,"n=250,depth=2,eta=0.05",4,150,112,38,43,43,0.6615787373281359,0.38642284177684866,-0.14704445150198997,ok
EEM unfolded full,Statistics,Mean baseline,mean,0,148,111,37,174,12,0.3314980398280951,0.28472364256148047,-0.11812591500314462,ok
EEM unfolded full,Statistics,Linear regression,ols,0,148,111,37,174,96,1.2256173825198502,0.9398569444794362,-14.284055548167135,ok
EEM unfolded full,Statistics,Ridge,alpha=10,0,148,111,37,174,174,0.3946321994109374,0.3174404215940614,-0.5845787216642937,ok
EEM unfolded full,Statistics,Lasso,alpha=0.001,0,148,111,37,174,174,0.6702638824729414,0.5247657846121795,-3.5710968133874417,ok
EEM unfolded full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",0,148,111,37,174,174,0.7098465335884101,0.5607483598281984,-4.126933868618615,ok
EEM unfolded full,Chemometrics,PLSR,n_components=2,0,148,111,37,174,174,0.38340708781335237,0.27682613554381136,-0.49571572009801,ok
EEM unfolded full,Chemometrics,PLSR,n_components=5,0,148,111,37,174,174,0.36101950671364974,0.27246861937789124,-0.32614227800959816,ok
EEM unfolded full,Chemometrics,PCR + Ridge,n_components=5,0,148,111,37,174,174,0.37537432386512426,0.2734430159041957,-0.433698760364732,ok
EEM unfolded full,ML,SVR linear,"C=1,epsilon=0.05",0,148,111,37,174,174,0.7158991765476141,0.5587098291325442,-4.214738194579631,ok
EEM unfolded full,ML,SVR RBF,"C=10,epsilon=0.05",0,148,111,37,174,174,0.35266871860557397,0.24877458194472854,-0.2655014979017525,ok
EEM unfolded full,ML,Weighted kNN,"k=3,distance",0,148,111,37,174,96,0.3816628226652874,0.2550571324740494,-0.4821375136042858,ok
EEM unfolded full,ML,Kernel ridge,"rbf,alpha=0.1",0,148,111,37,174,174,0.3340960923095128,0.2256229502492048,-0.1357207900966353,ok
EEM unfolded full,ML,Random forest,"n=250,max_depth=4",0,148,111,37,174,96,0.3223560984957813,0.2158038078899057,-0.057305680467750086,ok
EEM unfolded full,ML,Extra trees,"n=250,max_depth=4",0,148,111,37,174,96,0.3015382070737929,0.21694222399939705,0.07484717292292187,ok
EEM unfolded full,DL,ANN MLP,"hidden=(32,16),early_stop",0,148,111,37,174,96,0.4427072265191139,0.33068641958515865,-0.9941692092913477,ok
EEM unfolded full,ML,XGBoost,"n=250,depth=2,eta=0.05",0,148,111,37,174,174,0.35347572277735734,0.23557690606628717,-0.27129976354604923,ok
EEM unfolded full,Statistics,Mean baseline,mean,1,148,111,37,174,12,0.548383706499764,0.35666179693206723,-0.056190299538443345,ok
EEM unfolded full,Statistics,Linear regression,ols,1,148,111,37,174,96,1.1981238663876912,0.971178694257714,-4.041694519161139,ok
EEM unfolded full,Statistics,Ridge,alpha=10,1,148,111,37,174,174,0.4370719950038393,0.3273090944871346,0.32906715967616695,ok
EEM unfolded full,Statistics,Lasso,alpha=0.001,1,148,111,37,174,174,0.7217886702174184,0.491954561713119,-0.829756129568944,ok
EEM unfolded full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",1,148,111,37,174,174,0.7156972225354289,0.5313186933934219,-0.799002441927545,ok
EEM unfolded full,Chemometrics,PLSR,n_components=2,1,148,111,37,174,174,0.4273162439482007,0.2868446476732081,0.35868426760328587,ok
EEM unfolded full,Chemometrics,PLSR,n_components=5,1,148,111,37,174,174,0.41478995720467193,0.3059280831514872,0.39573205738771056,ok
EEM unfolded full,Chemometrics,PCR + Ridge,n_components=5,1,148,111,37,174,174,0.4448897478674739,0.30232649403669304,0.3048510277718136,ok
EEM unfolded full,ML,SVR linear,"C=1,epsilon=0.05",1,148,111,37,174,174,0.6959634404302529,0.5346797176970971,-0.7011630532023778,ok
EEM unfolded full,ML,SVR RBF,"C=10,epsilon=0.05",1,148,111,37,174,174,0.5179849210486411,0.3115872148398821,0.057660656308191505,ok
EEM unfolded full,ML,Weighted kNN,"k=3,distance",1,148,111,37,174,96,0.42317947177784315,0.30044969377354896,0.37104109050987066,ok
EEM unfolded full,ML,Kernel ridge,"rbf,alpha=0.1",1,148,111,37,174,174,0.5287234558139048,0.3073213516300109,0.01818368585841168,ok
EEM unfolded full,ML,Random forest,"n=250,max_depth=4",1,148,111,37,174,96,0.35056328052585406,0.24849221245686007,0.5683756495078665,ok
EEM unfolded full,ML,Extra trees,"n=250,max_depth=4",1,148,111,37,174,96,0.3466435265299392,0.25300653611975676,0.5779739318147217,ok
EEM unfolded full,DL,ANN MLP,"hidden=(32,16),early_stop",1,148,111,37,174,96,0.9266710135785746,0.6393679553547116,-2.0159507554453873,ok
EEM unfolded full,ML,XGBoost,"n=250,depth=2,eta=0.05",1,148,111,37,174,174,0.3679559756160011,0.2409881367751498,0.5244843555681559,ok
EEM unfolded full,Statistics,Mean baseline,mean,2,148,111,37,174,12,0.5053037266639787,0.32608229851473103,-0.00031797070586758736,ok
EEM unfolded full,Statistics,Linear regression,ols,2,148,111,37,174,96,1.3269579932617215,1.0054348705262384,-5.898384833831353,ok
EEM unfolded full,Statistics,Ridge,alpha=10,2,148,111,37,174,174,0.36771426859332673,0.2703427296548566,0.4702706533663624,ok
EEM unfolded full,Statistics,Lasso,alpha=0.001,2,148,111,37,174,174,0.5336311734434894,0.4148387179414415,-0.11561784564925803,ok
EEM unfolded full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,148,111,37,174,174,0.5883626820130698,0.46550035327437317,-0.3561986463034197,ok
EEM unfolded full,Chemometrics,PLSR,n_components=2,2,148,111,37,174,174,0.4061582909352416,0.2793867242849585,0.3537155384344006,ok
EEM unfolded full,Chemometrics,PLSR,n_components=5,2,148,111,37,174,174,0.3796965071117547,0.270117383592883,0.43518493411677794,ok
EEM unfolded full,Chemometrics,PCR + Ridge,n_components=5,2,148,111,37,174,174,0.41601903269690227,0.28964126876546653,0.32195351598667643,ok
EEM unfolded full,ML,SVR linear,"C=1,epsilon=0.05",2,148,111,37,174,174,0.6234573763053558,0.5073863595131989,-0.5228130982680907,ok
EEM unfolded full,ML,SVR RBF,"C=10,epsilon=0.05",2,148,111,37,174,174,0.488747938687706,0.27264641283795243,0.06415710810850617,ok
EEM unfolded full,ML,Weighted kNN,"k=3,distance",2,148,111,37,174,96,0.47948723092798334,0.2914384525876644,0.09928548644977386,ok
EEM unfolded full,ML,Kernel ridge,"rbf,alpha=0.1",2,148,111,37,174,174,0.5074397681899181,0.26357570860100027,-0.00879301979100422,ok
EEM unfolded full,ML,Random forest,"n=250,max_depth=4",2,148,111,37,174,96,0.338310760056488,0.23012543007964462,0.5516009433527072,ok
EEM unfolded full,ML,Extra trees,"n=250,max_depth=4",2,148,111,37,174,96,0.33260763284884626,0.2313982356482321,0.5665914332184365,ok
EEM unfolded full,DL,ANN MLP,"hidden=(32,16),early_stop",2,148,111,37,174,96,0.46420157868359724,0.35329245097813333,0.15579815933673324,ok
EEM unfolded full,ML,XGBoost,"n=250,depth=2,eta=0.05",2,148,111,37,174,174,0.3687463881270149,0.2426653606887605,0.4672927361749565,ok
EEM unfolded full,Statistics,Mean baseline,mean,3,148,111,37,174,12,0.3009426523334754,0.27424640857073285,-0.4521610577548738,ok
EEM unfolded full,Statistics,Linear regression,ols,3,148,111,37,174,96,1.1419422730129762,0.9131348001492136,-19.909112439095153,ok
EEM unfolded full,Statistics,Ridge,alpha=10,3,148,111,37,174,174,0.4017486516392507,0.3076705467846624,-1.5879516207498918,ok
EEM unfolded full,Statistics,Lasso,alpha=0.001,3,148,111,37,174,174,0.625547449977609,0.5283271296039903,-5.274336601844773,ok
EEM unfolded full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,148,111,37,174,174,0.7192446336889131,0.5642318056110089,-7.294697612914254,ok
EEM unfolded full,Chemometrics,PLSR,n_components=2,3,148,111,37,174,174,0.30191531575827363,0.21447048457742257,-0.4615631582409623,ok
EEM unfolded full,Chemometrics,PLSR,n_components=5,3,148,111,37,174,174,0.278691698003045,0.21174188916339542,-0.24536128615059893,ok
EEM unfolded full,Chemometrics,PCR + Ridge,n_components=5,3,148,111,37,174,174,0.3154900286710327,0.23132133537168234,-0.5959473970868157,ok
EEM unfolded full,ML,SVR linear,"C=1,epsilon=0.05",3,148,111,37,174,174,0.7218399822808858,0.5595863169885787,-7.354667395951978,ok
EEM unfolded full,ML,SVR RBF,"C=10,epsilon=0.05",3,148,111,37,174,174,0.3160637788781427,0.2585747121778438,-0.6017574556610845,ok
EEM unfolded full,ML,Weighted kNN,"k=3,distance",3,148,111,37,174,96,0.3594275862830592,0.22163308221190936,-1.0714292786431612,ok
EEM unfolded full,ML,Kernel ridge,"rbf,alpha=0.1",3,148,111,37,174,174,0.27203155704002424,0.21089628675032648,-0.18654953182330436,ok
EEM unfolded full,ML,Random forest,"n=250,max_depth=4",3,148,111,37,174,96,0.30194260198974543,0.2157440548249086,-0.4618273538660864,ok
EEM unfolded full,ML,Extra trees,"n=250,max_depth=4",3,148,111,37,174,96,0.30050971525583864,0.2193308027517737,-0.4479858958836471,ok
EEM unfolded full,DL,ANN MLP,"hidden=(32,16),early_stop",3,148,111,37,174,96,0.37981435041743916,0.28463261518526484,-1.3130767150615612,ok
EEM unfolded full,ML,XGBoost,"n=250,depth=2,eta=0.05",3,148,111,37,174,174,0.34381662468543783,0.2425154283018531,-0.8954007257016798,ok
EEM unfolded full,Statistics,Mean baseline,mean,4,148,111,37,174,12,0.49935272201002034,0.32771365960555154,-0.0003387557203491376,ok
EEM unfolded full,Statistics,Linear regression,ols,4,148,111,37,174,96,1.0553792940385796,0.8387105248592345,-3.468372704894602,ok
EEM unfolded full,Statistics,Ridge,alpha=10,4,148,111,37,174,174,0.46127561836700126,0.34651519324461144,0.14640227077480983,ok
EEM unfolded full,Statistics,Lasso,alpha=0.001,4,148,111,37,174,174,0.58567174526031,0.48361732022474263,-0.37607085646054617,ok
EEM unfolded full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",4,148,111,37,174,174,0.6395295950150163,0.5224647963396699,-0.6407920579664863,ok
EEM unfolded full,Chemometrics,PLSR,n_components=2,4,148,111,37,174,174,0.4639791883782753,0.28283074586210777,0.1363669508549692,ok
EEM unfolded full,Chemometrics,PLSR,n_components=5,4,148,111,37,174,174,0.4648870458009066,0.29686123137599923,0.13298394245450595,ok
EEM unfolded full,Chemometrics,PCR + Ridge,n_components=5,4,148,111,37,174,174,0.4620573157674333,0.280218520694567,0.1435067329275762,ok
EEM unfolded full,ML,SVR linear,"C=1,epsilon=0.05",4,148,111,37,174,174,0.6447269846071907,0.5391208419102255,-0.6675695145283334,ok
EEM unfolded full,ML,SVR RBF,"C=10,epsilon=0.05",4,148,111,37,174,174,0.3753014987033494,0.2444554973925824,0.4349422328081872,ok
EEM unfolded full,ML,Weighted kNN,"k=3,distance",4,148,111,37,174,96,0.40647698123077763,0.2679711862955472,0.33716693505547257,ok
EEM unfolded full,ML,Kernel ridge,"rbf,alpha=0.1",4,148,111,37,174,174,0.3850033294615626,0.23311569292222606,0.4053502753181649,ok
EEM unfolded full,ML,Random forest,"n=250,max_depth=4",4,148,111,37,174,96,0.42039117258256775,0.2630356692582711,0.2910111131453218,ok
EEM unfolded full,ML,Extra trees,"n=250,max_depth=4",4,148,111,37,174,96,0.4411044972047072,0.2649297338113007,0.21942394843286994,ok
EEM unfolded full,DL,ANN MLP,"hidden=(32,16),early_stop",4,148,111,37,174,96,0.4831542907634063,0.31885990442466344,0.0635082989227641,ok
EEM unfolded full,ML,XGBoost,"n=250,depth=2,eta=0.05",4,148,111,37,174,174,0.4458166610746047,0.2569267766681072,0.20265763224008038,ok
Raman full,Statistics,Mean baseline,mean,0,150,112,38,1501,12,0.29512906650488685,0.2696804511278195,-0.5862115380801094,ok
Raman full,Statistics,Linear regression,ols,0,150,112,38,1501,96,1.6088891671239,1.1998264058437704,-46.139979719499145,ok
Raman full,Statistics,Ridge,alpha=10,0,150,112,38,1501,192,0.5175028522049071,0.43036881025676665,-3.8771109078747594,ok
Raman full,Statistics,Lasso,alpha=0.001,0,150,112,38,1501,192,1.128249602141731,0.8824286976649014,-22.181819201773376,ok
Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",0,150,112,38,1501,192,1.3251829778109683,0.9765355914248764,-30.98076393132156,ok
Raman full,Chemometrics,PLSR,n_components=2,0,150,112,38,1501,192,0.332087127045242,0.2925335555128066,-1.008358405914723,ok
Raman full,Chemometrics,PLSR,n_components=5,0,150,112,38,1501,192,0.39405062161833593,0.31564858525426237,-1.827751036088625,ok
Raman full,Chemometrics,PCR + Ridge,n_components=5,0,150,112,38,1501,192,0.31997093007959293,0.28901590829022544,-0.8644819515509723,ok
Raman full,ML,SVR linear,"C=1,epsilon=0.05",0,150,112,38,1501,192,1.3713137554383055,0.987730506503787,-33.2460748087357,ok
Raman full,ML,SVR RBF,"C=10,epsilon=0.05",0,150,112,38,1501,192,0.4142266296170874,0.32591975334107337,-2.124734818086883,ok
Raman full,ML,Weighted kNN,"k=3,distance",0,150,112,38,1501,96,0.3513117186535583,0.19276487826536162,-1.2476175253195652,ok
Raman full,ML,Kernel ridge,"rbf,alpha=0.1",0,150,112,38,1501,192,0.3754109499266449,0.2956164561337624,-1.5665575570467891,ok
Raman full,ML,Random forest,"n=250,max_depth=4",0,150,112,38,1501,96,0.34351239758054575,0.2771233335939412,-1.1489285092179888,ok
Raman full,ML,Extra trees,"n=250,max_depth=4",0,150,112,38,1501,96,0.30463276883930984,0.2639733592558263,-0.6900142711576609,ok
Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",0,150,112,38,1501,96,0.37778169575043463,0.2718759006485501,-1.5990758845981587,ok
Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",0,150,112,38,1501,192,0.32493243197471094,0.26321098948583793,-0.9227519409267466,ok
Raman full,Statistics,Mean baseline,mean,1,150,112,38,1501,12,0.3062327308037921,0.25986372180451134,-0.11732709228443894,ok
Raman full,Statistics,Linear regression,ols,1,150,112,38,1501,96,1.4638534942559855,1.1767957797758262,-24.531265540011823,ok
Raman full,Statistics,Ridge,alpha=10,1,150,112,38,1501,192,0.43034624131470794,0.33929971828111993,-1.206546801478411,ok
Raman full,Statistics,Lasso,alpha=0.001,1,150,112,38,1501,192,0.7718940805569967,0.5779484869063173,-6.09892415200816,ok
Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",1,150,112,38,1501,192,0.9149344700297781,0.6925255180097323,-8.97371823397442,ok
Raman full,Chemometrics,PLSR,n_components=2,1,150,112,38,1501,192,0.3109732900109658,0.23736488841691053,-0.15218785173460203,ok
Raman full,Chemometrics,PLSR,n_components=5,1,150,112,38,1501,192,0.4028315965747641,0.32632155388593975,-0.9334109340394952,ok
Raman full,Chemometrics,PCR + Ridge,n_components=5,1,150,112,38,1501,192,0.30399222345777865,0.25490449740677235,-0.10103737860853279,ok
Raman full,ML,SVR linear,"C=1,epsilon=0.05",1,150,112,38,1501,192,0.9533135312494431,0.722147532312231,-9.828009544158293,ok
Raman full,ML,SVR RBF,"C=10,epsilon=0.05",1,150,112,38,1501,192,0.3857066083329811,0.26300876200708173,-0.7725205319934203,ok
Raman full,ML,Weighted kNN,"k=3,distance",1,150,112,38,1501,96,0.4034732142576169,0.2441782208591375,-0.9395747929696845,ok
Raman full,ML,Kernel ridge,"rbf,alpha=0.1",1,150,112,38,1501,192,0.38411744048546237,0.28110601323683543,-0.7579445320193929,ok
Raman full,ML,Random forest,"n=250,max_depth=4",1,150,112,38,1501,96,0.35078809566937874,0.2670706824113577,-0.46611085273482544,ok
Raman full,ML,Extra trees,"n=250,max_depth=4",1,150,112,38,1501,96,0.3113660284466522,0.24827440882902868,-0.155099961635907,ok
Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",1,150,112,38,1501,96,0.4162677310927898,0.3056794013147601,-1.0645366968729046,ok
Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",1,150,112,38,1501,192,0.37432670648761524,0.2579085020245494,-0.669470469247589,ok
Raman full,Statistics,Mean baseline,mean,2,150,112,38,1501,12,0.5073359445909648,0.32307330827067665,-0.010602271663350926,ok
Raman full,Statistics,Linear regression,ols,2,150,112,38,1501,96,1.3459746391903709,0.7716706656468785,-6.11316295541099,ok
Raman full,Statistics,Ridge,alpha=10,2,150,112,38,1501,192,0.809505369762707,0.5201721607120364,-1.572932968902995,ok
Raman full,Statistics,Lasso,alpha=0.001,2,150,112,38,1501,192,1.0066152380594064,0.677471526899985,-2.978469242705154,ok
Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,150,112,38,1501,192,1.0780532586766465,0.7194838014548571,-3.563199302003138,ok
Raman full,Chemometrics,PLSR,n_components=2,2,150,112,38,1501,192,0.7262882296880364,0.39084945180796044,-1.071128362522836,ok
Raman full,Chemometrics,PLSR,n_components=5,2,150,112,38,1501,192,0.5312949782772552,0.3423416651420245,-0.10830789297802323,ok
Raman full,Chemometrics,PCR + Ridge,n_components=5,2,150,112,38,1501,192,0.6120303470043091,0.3804719960757643,-0.47073665917837704,ok
Raman full,ML,SVR linear,"C=1,epsilon=0.05",2,150,112,38,1501,192,1.0623178483701896,0.7135370272220207,-3.4309613375114196,ok
Raman full,ML,SVR RBF,"C=10,epsilon=0.05",2,150,112,38,1501,192,0.5302896660646308,0.34941803486938583,-0.10411759805827825,ok
Raman full,ML,Weighted kNN,"k=3,distance",2,150,112,38,1501,96,0.5361312212765594,0.27999267677471673,-0.12857701682593992,ok
Raman full,ML,Kernel ridge,"rbf,alpha=0.1",2,150,112,38,1501,192,0.5374389616699252,0.326615888668346,-0.13408942011863756,ok
Raman full,ML,Random forest,"n=250,max_depth=4",2,150,112,38,1501,96,0.5467028492580726,0.3532726456852375,-0.17352319694798624,ok
Raman full,ML,Extra trees,"n=250,max_depth=4",2,150,112,38,1501,96,0.49269649969855545,0.3239964321834616,0.04687917681201814,ok
Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",2,150,112,38,1501,96,0.6208610382509565,0.4520144348749947,-0.5134839427875135,ok
Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",2,150,112,38,1501,192,0.5607464670766101,0.3611639296167873,-0.23458812722181732,ok
Raman full,Statistics,Mean baseline,mean,3,150,112,38,1501,12,0.4934294186768383,0.3210714285714285,-0.00025697240802968757,ok
Raman full,Statistics,Linear regression,ols,3,150,112,38,1501,96,0.95853959088907,0.7494358181340693,-2.7746928657762275,ok
Raman full,Statistics,Ridge,alpha=10,3,150,112,38,1501,192,0.5840991322284277,0.3866649199877772,-0.40163402502099843,ok
Raman full,Statistics,Lasso,alpha=0.001,3,150,112,38,1501,192,0.9331446027259082,0.7052253250980648,-2.5773333098633353,ok
Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,150,112,38,1501,192,1.0080072393173691,0.7726477068450733,-3.174349538091274,ok
Raman full,Chemometrics,PLSR,n_components=2,3,150,112,38,1501,192,0.5063247921758403,0.3183972799313722,-0.05322193586633017,ok
Raman full,Chemometrics,PLSR,n_components=5,3,150,112,38,1501,192,0.551922861420846,0.3489141870565577,-0.25146375645657626,ok
Raman full,Chemometrics,PCR + Ridge,n_components=5,3,150,112,38,1501,192,0.504319425705255,0.3170756565126091,-0.04489560711130669,ok
Raman full,ML,SVR linear,"C=1,epsilon=0.05",3,150,112,38,1501,192,1.0222985153031268,0.7773578455885645,-3.293554397881927,ok
Raman full,ML,SVR RBF,"C=10,epsilon=0.05",3,150,112,38,1501,192,0.5346095869949776,0.33857615579522077,-0.17418085418948426,ok
Raman full,ML,Weighted kNN,"k=3,distance",3,150,112,38,1501,96,0.49370538113836504,0.22447829646496478,-0.0013761215913568048,ok
Raman full,ML,Kernel ridge,"rbf,alpha=0.1",3,150,112,38,1501,192,0.5107377954422115,0.31258778534669956,-0.07166119372380653,ok
Raman full,ML,Random forest,"n=250,max_depth=4",3,150,112,38,1501,96,0.5142736520489658,0.3264776559726153,-0.08655085676117724,ok
