feature_strategy,model_category,model,config,split,n_samples,n_train,n_test,n_features_raw,n_features_selected,rmse,mae,r2,status
Raman full,ML,Extra trees,"n=250,max_depth=4",3,150,112,38,1501,96,0.5083797832619511,0.3217467086323024,-0.06178858679112964,ok
Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",3,150,112,38,1501,96,0.5625894820539054,0.34533614655527173,-0.30030348501890125,ok
Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",3,150,112,38,1501,192,0.5335882826263976,0.3316344198726706,-0.1696988897487417,ok
Raman full,Statistics,Mean baseline,mean,4,150,112,38,1501,12,0.6361597912537823,0.3728477443609023,-0.06059506628269573,ok
Raman full,Statistics,Linear regression,ols,4,150,112,38,1501,96,1.3573124283366274,1.0433955997282724,-3.8281062882280024,ok
Raman full,Statistics,Ridge,alpha=10,4,150,112,38,1501,192,0.6781718241630875,0.4173153372465064,-0.20530415961594817,ok
Raman full,Statistics,Lasso,alpha=0.001,4,150,112,38,1501,192,0.8670012851602835,0.6745799367213956,-0.9699565768116736,ok
Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",4,150,112,38,1501,192,0.9875768007733513,0.8024881491517365,-1.5559886998550825,ok
Raman full,Chemometrics,PLSR,n_components=2,4,150,112,38,1501,192,0.646890392558452,0.3677235039994925,-0.09667659029164222,ok
Raman full,Chemometrics,PLSR,n_components=5,4,150,112,38,1501,192,0.6633086522047689,0.40566522010264056,-0.15305094305521472,ok
Raman full,Chemometrics,PCR + Ridge,n_components=5,4,150,112,38,1501,192,0.6479547588665207,0.3591241885947633,-0.10028841050700987,ok
Raman full,ML,SVR linear,"C=1,epsilon=0.05",4,150,112,38,1501,192,0.9482443788544567,0.6939179144735012,-1.3564472621134445,ok
Raman full,ML,SVR RBF,"C=10,epsilon=0.05",4,150,112,38,1501,192,0.684445402552291,0.3939837661584697,-0.2277071697252142,ok
Raman full,ML,Weighted kNN,"k=3,distance",4,150,112,38,1501,96,0.6547930138734555,0.3234503360447701,-0.12363496533425877,ok
Raman full,ML,Kernel ridge,"rbf,alpha=0.1",4,150,112,38,1501,192,0.6643481392247961,0.40089283719075175,-0.1566677228085267,ok
Raman full,ML,Random forest,"n=250,max_depth=4",4,150,112,38,1501,96,0.6610997157259779,0.36647350628582315,-0.14538399864973583,ok
Raman full,ML,Extra trees,"n=250,max_depth=4",4,150,112,38,1501,96,0.6487863701233211,0.3581400152706515,-0.10311453192108888,ok
Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",4,150,112,38,1501,96,0.7469356055203334,0.4748738517365243,-0.46212160744426534,ok
Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",4,150,112,38,1501,192,0.6746007332873245,0.39417809208953064,-0.19264389283444516,ok
EEM + Raman full,Statistics,Mean baseline,mean,0,150,112,38,1675,12,0.29512906650488685,0.2696804511278195,-0.5862115380801094,ok
EEM + Raman full,Statistics,Linear regression,ols,0,150,112,38,1675,96,0.8967899264121175,0.7499702572422452,-13.645984787681991,ok
EEM + Raman full,Statistics,Ridge,alpha=10,0,150,112,38,1675,192,0.43303202263909546,0.345484155299774,-2.4148934956533,ok
EEM + Raman full,Statistics,Lasso,alpha=0.001,0,150,112,38,1675,192,0.5549698540596212,0.4372597767117747,-4.608877075664174,ok
EEM + Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",0,150,112,38,1675,192,0.6569553813758677,0.5355696343521947,-6.859752765907332,ok
EEM + Raman full,Chemometrics,PLSR,n_components=2,0,150,112,38,1675,192,0.38251574656308074,0.3005371845962826,-1.6646229995276167,ok
EEM + Raman full,Chemometrics,PLSR,n_components=5,0,150,112,38,1675,192,0.40708314609050644,0.33503515452030747,-2.0178898248455828,ok
EEM + Raman full,Chemometrics,PCR + Ridge,n_components=5,0,150,112,38,1675,192,0.33706756062228366,0.2561908079134444,-1.0690503170655257,ok
EEM + Raman full,ML,SVR linear,"C=1,epsilon=0.05",0,150,112,38,1675,192,0.6213840900951709,0.50392424089458,-6.031652419952104,ok
EEM + Raman full,ML,SVR RBF,"C=10,epsilon=0.05",0,150,112,38,1675,192,0.4007126193497161,0.30583548861904086,-1.9241737584157756,ok
EEM + Raman full,ML,Weighted kNN,"k=3,distance",0,150,112,38,1675,96,0.2789041763480237,0.16934141234666913,-0.4165997841504385,ok
EEM + Raman full,ML,Kernel ridge,"rbf,alpha=0.1",0,150,112,38,1675,192,0.36023181126393194,0.266889888730334,-1.3632042542728682,ok
EEM + Raman full,ML,Random forest,"n=250,max_depth=4",0,150,112,38,1675,96,0.3447940014449751,0.25755322288500154,-1.16499321409837,ok
EEM + Raman full,ML,Extra trees,"n=250,max_depth=4",0,150,112,38,1675,96,0.30891724430059264,0.2461620948392028,-0.7378866232319643,ok
EEM + Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",0,150,112,38,1675,96,0.42606093819225355,0.33715437240361235,-2.3058304451912752,ok
EEM + Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",0,150,112,38,1675,192,0.34100764907075093,0.25573427842831925,-1.1177045885774164,ok
EEM + Raman full,Statistics,Mean baseline,mean,1,150,112,38,1675,12,0.3062327308037921,0.25986372180451134,-0.11732709228443894,ok
EEM + Raman full,Statistics,Linear regression,ols,1,150,112,38,1675,96,0.9469703540649759,0.7629252692876479,-9.684393670891104,ok
EEM + Raman full,Statistics,Ridge,alpha=10,1,150,112,38,1675,192,0.38487140026824834,0.30382678159227877,-0.7648524207462641,ok
EEM + Raman full,Statistics,Lasso,alpha=0.001,1,150,112,38,1675,192,0.5288097176253488,0.45296872522544396,-2.3317773368457146,ok
EEM + Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",1,150,112,38,1675,192,0.5951946671986674,0.493136572562436,-3.220803926254815,ok
EEM + Raman full,Chemometrics,PLSR,n_components=2,1,150,112,38,1675,192,0.33532327640292076,0.23637032740018626,-0.33969062112618253,ok
EEM + Raman full,Chemometrics,PLSR,n_components=5,1,150,112,38,1675,192,0.3857068803563237,0.30536966546573274,-0.7725230321690437,ok
EEM + Raman full,Chemometrics,PCR + Ridge,n_components=5,1,150,112,38,1675,192,0.31211309651946334,0.2515588839379029,-0.16064953003914773,ok
EEM + Raman full,ML,SVR linear,"C=1,epsilon=0.05",1,150,112,38,1675,192,0.5790042723382058,0.46415361415347517,-2.994299736586723,ok
EEM + Raman full,ML,SVR RBF,"C=10,epsilon=0.05",1,150,112,38,1675,192,0.37031450947839006,0.25804467114168383,-0.6338740399536176,ok
EEM + Raman full,ML,Weighted kNN,"k=3,distance",1,150,112,38,1675,96,0.39541690908535465,0.24435095019726458,-0.8628916197617009,ok
EEM + Raman full,ML,Kernel ridge,"rbf,alpha=0.1",1,150,112,38,1675,192,0.33038362268666654,0.22154812373199895,-0.3005113206530947,ok
EEM + Raman full,ML,Random forest,"n=250,max_depth=4",1,150,112,38,1675,96,0.3005890510653816,0.2055376022497457,-0.07652328973062938,ok
EEM + Raman full,ML,Extra trees,"n=250,max_depth=4",1,150,112,38,1675,96,0.3367403825237397,0.24060672511789113,-0.3510378522556896,ok
EEM + Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",1,150,112,38,1675,96,0.45105640604912123,0.31911716890788394,-1.4240346610372363,ok
EEM + Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",1,150,112,38,1675,192,0.3170058969394696,0.21400335454382002,-0.1973243012356809,ok
EEM + Raman full,Statistics,Mean baseline,mean,2,150,112,38,1675,12,0.5073359445909648,0.32307330827067665,-0.010602271663350926,ok
EEM + Raman full,Statistics,Linear regression,ols,2,150,112,38,1675,96,1.8910899694131291,1.2609572282945603,-13.041496182323991,ok
EEM + Raman full,Statistics,Ridge,alpha=10,2,150,112,38,1675,192,0.5587048622604122,0.37696693951971755,-0.22561454385218238,ok
EEM + Raman full,Statistics,Lasso,alpha=0.001,2,150,112,38,1675,192,0.8757021925540288,0.5623377879908313,-2.0109384536039205,ok
EEM + Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,150,112,38,1675,192,0.8764884555744151,0.5939863556874637,-2.016347718036255,ok
EEM + Raman full,Chemometrics,PLSR,n_components=2,2,150,112,38,1675,192,0.48182309361617115,0.3348447329567693,0.08848414430466534,ok
EEM + Raman full,Chemometrics,PLSR,n_components=5,2,150,112,38,1675,192,0.4400696056130742,0.3149777422610384,0.23961813190376613,ok
EEM + Raman full,Chemometrics,PCR + Ridge,n_components=5,2,150,112,38,1675,192,0.4581862142513049,0.30956822858199773,0.1757232684447706,ok
EEM + Raman full,ML,SVR linear,"C=1,epsilon=0.05",2,150,112,38,1675,192,0.8036299317490647,0.5284052607007708,-1.5357195091767313,ok
EEM + Raman full,ML,SVR RBF,"C=10,epsilon=0.05",2,150,112,38,1675,192,0.5016320469643436,0.34986255320722404,0.011994069084931391,ok
EEM + Raman full,ML,Weighted kNN,"k=3,distance",2,150,112,38,1675,96,0.40510790267917796,0.26743652186970823,0.3556372376166388,ok
EEM + Raman full,ML,Kernel ridge,"rbf,alpha=0.1",2,150,112,38,1675,192,0.5304459520845065,0.3410580407222179,-0.1047685010795254,ok
EEM + Raman full,ML,Random forest,"n=250,max_depth=4",2,150,112,38,1675,96,0.36340991404577494,0.27139672124990266,0.4814596625594857,ok
EEM + Raman full,ML,Extra trees,"n=250,max_depth=4",2,150,112,38,1675,96,0.36587227704926717,0.27557633092139444,0.47440889025829225,ok
EEM + Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",2,150,112,38,1675,96,0.7418732950103579,0.4312097721488652,-1.1609687196257537,ok
EEM + Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",2,150,112,38,1675,192,0.4285581969452763,0.3055024540404741,0.2788782138805278,ok
EEM + Raman full,Statistics,Mean baseline,mean,3,150,112,38,1675,12,0.4934294186768383,0.3210714285714285,-0.00025697240802968757,ok
EEM + Raman full,Statistics,Linear regression,ols,3,150,112,38,1675,96,1.249189503440666,1.024933030960606,-5.410887593467672,ok
EEM + Raman full,Statistics,Ridge,alpha=10,3,150,112,38,1675,192,0.4350841613351338,0.3209680133494043,0.2223072382786534,ok
EEM + Raman full,Statistics,Lasso,alpha=0.001,3,150,112,38,1675,192,0.6403160235335184,0.466586393044707,-0.6844194569000823,ok
EEM + Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,150,112,38,1675,192,0.6360790680794561,0.5028085978040656,-0.6622016835063362,ok
EEM + Raman full,Chemometrics,PLSR,n_components=2,3,150,112,38,1675,192,0.4031708244760338,0.29648296730747953,0.33221032019559105,ok
EEM + Raman full,Chemometrics,PLSR,n_components=5,3,150,112,38,1675,192,0.43276761222242727,0.3303511802840453,0.2305666397527386,ok
EEM + Raman full,Chemometrics,PCR + Ridge,n_components=5,3,150,112,38,1675,192,0.45762564687796736,0.30182611150982386,0.13963601770148282,ok
EEM + Raman full,ML,SVR linear,"C=1,epsilon=0.05",3,150,112,38,1675,192,0.6632013596810302,0.5024819401130132,-0.8069757544910727,ok
EEM + Raman full,ML,SVR RBF,"C=10,epsilon=0.05",3,150,112,38,1675,192,0.48598130143318696,0.3231411327952823,0.029712070062770324,ok
EEM + Raman full,ML,Weighted kNN,"k=3,distance",3,150,112,38,1675,96,0.37120848667930595,0.25074090357100476,0.4338945932362882,ok
EEM + Raman full,ML,Kernel ridge,"rbf,alpha=0.1",3,150,112,38,1675,192,0.5071200407564626,0.29353023972966186,-0.056532976609728225,ok
EEM + Raman full,ML,Random forest,"n=250,max_depth=4",3,150,112,38,1675,96,0.37733758723789157,0.27991293037601145,0.4150460932708213,ok
EEM + Raman full,ML,Extra trees,"n=250,max_depth=4",3,150,112,38,1675,96,0.3400601764094563,0.2688185218739433,0.5249130937957465,ok
EEM + Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",3,150,112,38,1675,96,0.555084434419068,0.39450366810518206,-0.26584231024613003,ok
EEM + Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",3,150,112,38,1675,192,0.34777071322396946,0.24499628129421344,0.5031245703524305,ok
EEM + Raman full,Statistics,Mean baseline,mean,4,150,112,38,1675,12,0.6361597912537823,0.3728477443609023,-0.06059506628269573,ok
EEM + Raman full,Statistics,Linear regression,ols,4,150,112,38,1675,96,0.9510237414746994,0.7678185380848603,-1.370281290475258,ok
EEM + Raman full,Statistics,Ridge,alpha=10,4,150,112,38,1675,192,0.634620615715798,0.38982771093745994,-0.05546909895739005,ok
EEM + Raman full,Statistics,Lasso,alpha=0.001,4,150,112,38,1675,192,0.9665829918939247,0.5971570161406313,-1.4484738424380388,ok
EEM + Raman full,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",4,150,112,38,1675,192,1.2139232160134907,0.7198236236651998,-2.8618873850716673,ok
EEM + Raman full,Chemometrics,PLSR,n_components=2,4,150,112,38,1675,192,0.5744220812063939,0.3518722946099528,0.13527219639075183,ok
EEM + Raman full,Chemometrics,PLSR,n_components=5,4,150,112,38,1675,192,0.5825844071157055,0.37210657189278096,0.11052266976952152,ok
EEM + Raman full,Chemometrics,PCR + Ridge,n_components=5,4,150,112,38,1675,192,0.6084686287346188,0.36693678774470717,0.029727875254271896,ok
EEM + Raman full,ML,SVR linear,"C=1,epsilon=0.05",4,150,112,38,1675,192,1.2557976466402327,0.7182001779727218,-3.13291525762257,ok
EEM + Raman full,ML,SVR RBF,"C=10,epsilon=0.05",4,150,112,38,1675,192,0.5540453668526024,0.34033865985835715,0.19553375555169805,ok
EEM + Raman full,ML,Weighted kNN,"k=3,distance",4,150,112,38,1675,96,0.6495730284695631,0.3519425528715157,-0.10579122300086996,ok
EEM + Raman full,ML,Kernel ridge,"rbf,alpha=0.1",4,150,112,38,1675,192,0.5859578583528878,0.33143765787993873,0.10019182031625073,ok
EEM + Raman full,ML,Random forest,"n=250,max_depth=4",4,150,112,38,1675,96,0.5267703658180214,0.338701274596684,0.2727900020852141,ok
EEM + Raman full,ML,Extra trees,"n=250,max_depth=4",4,150,112,38,1675,96,0.5455820417096429,0.3346930913019823,0.21992330361113055,ok
EEM + Raman full,DL,ANN MLP,"hidden=(32,16),early_stop",4,150,112,38,1675,96,0.6820759619391603,0.44433677884596,-0.21922163090057234,ok
EEM + Raman full,ML,XGBoost,"n=250,depth=2,eta=0.05",4,150,112,38,1675,192,0.6106687199897672,0.3676158150311216,0.022698600777551925,ok
Processed Raman,Statistics,Mean baseline,mean,0,150,112,38,175,12,0.29512906650488685,0.2696804511278195,-0.5862115380801094,ok
Processed Raman,Statistics,Linear regression,ols,0,150,112,38,175,96,1.6005043532172585,1.1907989550272864,-45.64991488952678,ok
Processed Raman,Statistics,Ridge,alpha=10,0,150,112,38,175,175,0.594965142293061,0.4937557278795063,-5.446443498206796,ok
Processed Raman,Statistics,Lasso,alpha=0.001,0,150,112,38,175,175,1.1545821907083444,0.9114759827387748,-23.27654310797788,ok
Processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",0,150,112,38,175,175,1.3922976149348696,1.0822528200355594,-34.30216127403577,ok
Processed Raman,Chemometrics,PLSR,n_components=2,0,150,112,38,175,175,0.35796745457000956,0.2965934918827805,-1.3335882179881446,ok
Processed Raman,Chemometrics,PLSR,n_components=5,0,150,112,38,175,175,0.5190996756051738,0.41356091189485494,-3.907255283171498,ok
Processed Raman,Chemometrics,PCR + Ridge,n_components=5,0,150,112,38,175,175,0.2947004030712958,0.25750024555040224,-0.5816070638999118,ok
Processed Raman,ML,SVR linear,"C=1,epsilon=0.05",0,150,112,38,175,175,1.327488694594164,1.079157895727133,-31.092148902473717,ok
Processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",0,150,112,38,175,175,0.3458976745721636,0.2791597952039416,-1.1788755269237328,ok
Processed Raman,ML,Weighted kNN,"k=3,distance",0,150,112,38,175,96,0.3633110276833114,0.2614320748162374,-1.4037776726960307,ok
Processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",0,150,112,38,175,175,0.30269030223980053,0.23425881345316257,-0.6685305020783774,ok
Processed Raman,ML,Random forest,"n=250,max_depth=4",0,150,112,38,175,96,0.3371227345525782,0.2700612356592014,-1.0697277301092445,ok
Processed Raman,ML,Extra trees,"n=250,max_depth=4",0,150,112,38,175,96,0.2983375844194937,0.25422441375200955,-0.6208882510887597,ok
Processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",0,150,112,38,175,96,0.518646996110347,0.3709149660525401,-3.8987002970757745,ok
Processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",0,150,112,38,175,175,0.3710787604502074,0.27164556827138814,-1.5076639159851868,ok
Processed Raman,Statistics,Mean baseline,mean,1,150,112,38,175,12,0.3062327308037921,0.25986372180451134,-0.11732709228443894,ok
Processed Raman,Statistics,Linear regression,ols,1,150,112,38,175,96,2.0811055839825463,1.657713446211412,-50.60185857042683,ok
Processed Raman,Statistics,Ridge,alpha=10,1,150,112,38,175,175,0.5307440539019637,0.40570574271807697,-2.356196574045517,ok
Processed Raman,Statistics,Lasso,alpha=0.001,1,150,112,38,175,175,1.1541356377548597,0.8457240405426404,-14.870507626580963,ok
Processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",1,150,112,38,175,175,1.4512934272918863,1.1232398130733483,-24.095021488849177,ok
Processed Raman,Chemometrics,PLSR,n_components=2,1,150,112,38,175,175,0.3596754480813867,0.26599427705772505,-0.5413408965067212,ok
Processed Raman,Chemometrics,PLSR,n_components=5,1,150,112,38,175,175,0.4809482769659374,0.35353801188746053,-1.7559660381960853,ok
Processed Raman,Chemometrics,PCR + Ridge,n_components=5,1,150,112,38,175,175,0.3029094952464861,0.23210893035315894,-0.09320822281447527,ok
Processed Raman,ML,SVR linear,"C=1,epsilon=0.05",1,150,112,38,175,175,1.4097266384325238,1.0973636604412884,-22.678104216981883,ok
Processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",1,150,112,38,175,175,0.3157106394638462,0.23644743113515643,-0.1875599721547112,ok
Processed Raman,ML,Weighted kNN,"k=3,distance",1,150,112,38,175,96,0.33659042642900916,0.2052190632052128,-0.3498348409098304,ok
Processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",1,150,112,38,175,175,0.30811087828697054,0.21052514522089336,-0.13107441578182133,ok
Processed Raman,ML,Random forest,"n=250,max_depth=4",1,150,112,38,175,96,0.432581717471761,0.3205522565079058,-1.2295305942658565,ok
Processed Raman,ML,Extra trees,"n=250,max_depth=4",1,150,112,38,175,96,0.35087401945214564,0.2815653797840335,-0.4668291736830088,ok
Processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",1,150,112,38,175,96,0.5222031709253622,0.4239256393917326,-2.249047976551983,ok
Processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",1,150,112,38,175,175,0.39658527698837553,0.2899069577867263,-0.8739167343791183,ok
Processed Raman,Statistics,Mean baseline,mean,2,150,112,38,175,12,0.5073359445909648,0.32307330827067665,-0.010602271663350926,ok
Processed Raman,Statistics,Linear regression,ols,2,150,112,38,175,96,1.3281235261264146,0.976579764679094,-5.925736172502893,ok
Processed Raman,Statistics,Ridge,alpha=10,2,150,112,38,175,175,0.5568360030548655,0.4336746274476386,-0.2174289334099817,ok
Processed Raman,Statistics,Lasso,alpha=0.001,2,150,112,38,175,175,1.0242014255543368,0.7857613541697067,-3.1186961711977785,ok
Processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,150,112,38,175,175,1.1514813558842272,0.8831802240472516,-4.205983952807459,ok
Processed Raman,Chemometrics,PLSR,n_components=2,2,150,112,38,175,175,0.5263230953997123,0.32606971708674076,-0.0876617582342909,ok
Processed Raman,Chemometrics,PLSR,n_components=5,2,150,112,38,175,175,0.5691554985761204,0.4144233793945994,-0.27189387481746796,ok
Processed Raman,Chemometrics,PCR + Ridge,n_components=5,2,150,112,38,175,175,0.48977084171160595,0.30712168219000946,0.05816493347378571,ok
Processed Raman,ML,SVR linear,"C=1,epsilon=0.05",2,150,112,38,175,175,1.1730396775536052,0.8762418633649189,-4.402744232850374,ok
Processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",2,150,112,38,175,175,0.516602108211713,0.3515148947963434,-0.047855391698237604,ok
Processed Raman,ML,Weighted kNN,"k=3,distance",2,150,112,38,175,96,0.5267467142342208,0.3160342573137007,-0.08941330374954193,ok
Processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",2,150,112,38,175,175,0.5103766073623783,0.314543537193936,-0.02275244270874599,ok
Processed Raman,ML,Random forest,"n=250,max_depth=4",2,150,112,38,175,96,0.4759431874940605,0.3036710292529889,0.11059568169326506,ok
Processed Raman,ML,Extra trees,"n=250,max_depth=4",2,150,112,38,175,96,0.4978008889592769,0.3046288255041733,0.027028006049827802,ok
Processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",2,150,112,38,175,96,0.7226255740585861,0.4794672331620134,-1.050291724780748,ok
Processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",2,150,112,38,175,175,0.4767840453308907,0.27631992241416714,0.10745025071610703,ok
Processed Raman,Statistics,Mean baseline,mean,3,150,112,38,175,12,0.4934294186768383,0.3210714285714285,-0.00025697240802968757,ok
Processed Raman,Statistics,Linear regression,ols,3,150,112,38,175,96,1.592555624965336,1.2494444023192584,-9.41959239826498,ok
Processed Raman,Statistics,Ridge,alpha=10,3,150,112,38,175,175,0.5690608447286593,0.45035233878517983,-0.3303898349449039,ok
Processed Raman,Statistics,Lasso,alpha=0.001,3,150,112,38,175,175,0.9007925660177802,0.7186998299977814,-2.3335816461050247,ok
Processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,150,112,38,175,175,1.1646054555694265,0.8991454299200902,-4.572103182343527,ok
Processed Raman,Chemometrics,PLSR,n_components=2,3,150,112,38,175,175,0.5203144034969709,0.3471506689035597,-0.11222641745209483,ok
Processed Raman,Chemometrics,PLSR,n_components=5,3,150,112,38,175,175,0.5386959053470874,0.4015807167857841,-0.19219928885564097,ok
Processed Raman,Chemometrics,PCR + Ridge,n_components=5,3,150,112,38,175,175,0.48709568873670295,0.30686381026536214,0.02525709919847019,ok
Processed Raman,ML,SVR linear,"C=1,epsilon=0.05",3,150,112,38,175,175,1.1600376489548745,0.8791206070622414,-4.528479180302989,ok
Processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",3,150,112,38,175,175,0.48896717602077233,0.3113347058115363,0.017752522853942798,ok
Processed Raman,ML,Weighted kNN,"k=3,distance",3,150,112,38,175,96,0.4987841468536863,0.27829933301904775,-0.022084477563270033,ok
Processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",3,150,112,38,175,175,0.49475553404463496,0.27573470278418205,-0.005640674919552557,ok
Processed Raman,ML,Random forest,"n=250,max_depth=4",3,150,112,38,175,96,0.4938841593225632,0.3187281377701592,-0.002101479771534853,ok
Processed Raman,ML,Extra trees,"n=250,max_depth=4",3,150,112,38,175,96,0.5081466646621879,0.32468088593390526,-0.06081503935384225,ok
Processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",3,150,112,38,175,96,0.584301441741769,0.45006794668043015,-0.40260513759302397,ok
Processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",3,150,112,38,175,175,0.5186390353040738,0.34003905805710116,-0.10507539962975998,ok
Processed Raman,Statistics,Mean baseline,mean,4,150,112,38,175,12,0.6361597912537823,0.3728477443609023,-0.06059506628269573,ok
Processed Raman,Statistics,Linear regression,ols,4,150,112,38,175,96,2.4998448272488307,1.9947664480849454,-15.37733655567903,ok
Processed Raman,Statistics,Ridge,alpha=10,4,150,112,38,175,175,0.7695773376875805,0.536701376793698,-0.5521071917089495,ok
Processed Raman,Statistics,Lasso,alpha=0.001,4,150,112,38,175,175,1.1118131665970243,0.8655700212267018,-2.2395209767591138,ok
Processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",4,150,112,38,175,175,1.223582141079657,0.9139120692484589,-2.923588291825648,ok
Processed Raman,Chemometrics,PLSR,n_components=2,4,150,112,38,175,175,0.6625434015419404,0.41577637927968003,-0.15039195766635927,ok
Processed Raman,Chemometrics,PLSR,n_components=5,4,150,112,38,175,175,0.7551108282659851,0.5182809975965097,-0.49430265104555526,ok
Processed Raman,Chemometrics,PCR + Ridge,n_components=5,4,150,112,38,175,175,0.6484777328189962,0.37649904890375435,-0.10206524565465358,ok
Processed Raman,ML,SVR linear,"C=1,epsilon=0.05",4,150,112,38,175,175,1.2565600148513378,0.9494135165596876,-3.137934791801592,ok
Processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",4,150,112,38,175,175,0.6585226218956781,0.3981600798390247,-0.13647154959515184,ok
Processed Raman,ML,Weighted kNN,"k=3,distance",4,150,112,38,175,96,0.7004186495651511,0.39294363359869633,-0.28567906788612607,ok
Processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",4,150,112,38,175,175,0.6739897873710442,0.3899185005478461,-0.19048465719620067,ok
Processed Raman,ML,Random forest,"n=250,max_depth=4",4,150,112,38,175,96,0.6361409217249799,0.35660657474611535,-0.0605321492841111,ok
Processed Raman,ML,Extra trees,"n=250,max_depth=4",4,150,112,38,175,96,0.6379969844814298,0.36903161512381205,-0.06672978810718466,ok
Processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",4,150,112,38,175,96,0.7637517000551297,0.4847657105548528,-0.5286974836256644,ok
Processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",4,150,112,38,175,175,0.6454901034044991,0.3782412049037061,-0.09193389425825504,ok
EEM PARAFAC scores,Statistics,Mean baseline,mean,0,148,111,37,6,6,0.3314980398280951,0.28472364256148047,-0.11812591500314462,ok
EEM PARAFAC scores,Statistics,Linear regression,ols,0,148,111,37,6,6,0.3355139069009353,0.28271490640833075,-0.14538063504896015,ok
EEM PARAFAC scores,Statistics,Ridge,alpha=10,0,148,111,37,6,6,0.33620505736519524,0.28536141951392535,-0.15010440781058176,ok
EEM PARAFAC scores,Statistics,Lasso,alpha=0.001,0,148,111,37,6,6,0.3358088642595313,0.2829072854245129,-0.1473953768537235,ok
EEM PARAFAC scores,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",0,148,111,37,6,6,0.33551511708012544,0.2827466404419891,-0.14538889770681518,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=2,0,148,111,37,6,6,0.3308120873887083,0.2802812394425511,-0.11350333767947163,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=5,0,148,111,37,6,6,0.338577235221833,0.2844976063002088,-0.16639135577789999,ok
EEM PARAFAC scores,Chemometrics,PCR + Ridge,n_components=5,0,148,111,37,6,6,0.339012224283523,0.28697033561035873,-0.1693903371047698,ok
EEM PARAFAC scores,ML,SVR linear,"C=1,epsilon=0.05",0,148,111,37,6,6,0.32553774253453416,0.16033200515007726,-0.07827982346733342,ok
EEM PARAFAC scores,ML,SVR RBF,"C=10,epsilon=0.05",0,148,111,37,6,6,0.32497732578785793,0.18309242142808782,-0.07457047828684282,ok
EEM PARAFAC scores,ML,Weighted kNN,"k=3,distance",0,148,111,37,6,6,0.33979349712991,0.2030789432937636,-0.17478640006658508,ok
EEM PARAFAC scores,ML,Kernel ridge,"rbf,alpha=0.1",0,148,111,37,6,6,0.32988883646267725,0.25857564117208204,-0.10729674207025441,ok
EEM PARAFAC scores,ML,Random forest,"n=250,max_depth=4",0,148,111,37,6,6,0.3769872242465623,0.25949467330076587,-0.4460458022060658,ok
EEM PARAFAC scores,ML,Extra trees,"n=250,max_depth=4",0,148,111,37,6,6,0.3216403195938603,0.26157778949982724,-0.05261548299017127,ok
