6.775383094663234339e-05,1.101569409074496712e-04,8.905986122568312884e-11,1.031881352410151988e-08,3.375745834403773814e-04,8.021138938119785067e-01
1.106644278292554038e-04,9.345181468391154933e-01,3.244244688997454991e-08,9.790904487906016973e-01,1.979934691385116380e-02,5.677898219033968852e-01
1.840000483134298162e-02,2.890658297670722354e-01,1.103441133849900925e-02,1.735447564154908862e-01,9.555344748887901751e-01,1.646071132580800844e-01
2.567454100039917933e-02,1.778157940743919363e-01,7.640182074736010520e-01,9.884293507700675496e-02,2.575128670317428092e-01,8.169725558671089849e-02
7.617523341671170733e-01,8.755423783577093166e-02,5.689372269357603207e-01,3.839998006803280184e-02,1.355412302118683410e-01,1.962856959807255525e-02
5.423861476032013629e-01,5.194744469275715953e-02,2.633192047521406010e-01,1.524599140101362766e-03,4.262281217389960603e-02,2.788582706033058359e-03
2.489726043233559394e-01,2.659960280655810846e-02,1.304273757592946670e-01,2.779340669574695537e-03,7.519299117653086180e-03,4.346628886720462631e-03
1.723447874796104340e-01,1.610534216889192641e-02,6.374383506314848513e-02,1.038246113408152491e-03,1.618473360062864337e-03,4.663083416412588597e-03
1.255675112100425039e-01,9.433794664554059906e-03,3.504534598618722074e-02,1.425579419099538662e-03,1.268832003832706299e-04,2.508053794815874246e-03
9.337925783161275806e-02,6.658788922748847504e-03,2.196398179137394255e-02,1.367762020821627206e-03,6.556528174047072922e-05,2.564156203028359910e-03
6.518105100618667991e-02,3.714773858901866503e-03,1.387414727442159296e-02,1.684540157641786122e-03,8.370878266334468020e-07,6.096763431626478288e-83
4.744944197252778939e-02,4.290976240437575397e-03,9.685194129042118405e-03,9.978181416873995856e-04,2.881659120601637147e-06,1.487081736588670597e-10
3.121339347791712501e-02,2.208873568475340189e-44,6.256730371626675023e-03,1.856264981043153256e-74,4.344433797200230543e-11,8.052514660881769431e-04
2.038275712398223555e-02,3.037694114126071780e-28,4.151792419482098866e-03,2.139368267080833754e-43,1.200750956901892469e-10,2.313410308395905720e-03
1.470047061276997039e-02,4.334439510291986266e-24,1.278218656168157760e-09,2.584815696079942972e-38,5.239369875229690864e-49,1.736445887487069600e-03
1.037733926180098298e-02,7.287282836325161212e-04,2.675179850528071083e-09,6.434645442864310883e-04,6.915328031656214025e-28,1.048115236782207410e-03
7.536915173975839745e-03,6.268034751812872176e-04,1.649802963428122033e-79,5.559573461510467808e-04,5.132288512877268236e-23,8.760624795751322533e-04
1.027474077691950018e-02,7.975854375373941886e-04,9.984042064427819930e-22,1.993247410919316823e-04,1.246430875896712125e-03,7.968187664725223055e-04
