5.003444e+002,2.275797e+002
5.013087e+002,2.263044e+002
5.022729e+002,2.212196e+002
5.032371e+002,2.144758e+002
5.042014e+002,2.107542e+002
5.051656e+002,2.097504e+002
5.061298e+002,2.090897e+002
5.070941e+002,2.063263e+002
5.080583e+002,2.003099e+002
5.090225e+002,1.964575e+002
5.099868e+002,1.958207e+002
5.109510e+002,1.954250e+002
5.119152e+002,1.935540e+002
5.128795e+002,1.900577e+002
5.138437e+002,1.875721e+002
5.148079e+002,1.896772e+002
5.157722e+002,1.909304e+002
5.167364e+002,1.879410e+002
5.177006e+002,1.806841e+002
5.186649e+002,1.723757e+002
5.196291e+002,1.670144e+002
5.205933e+002,1.644434e+002
5.215576e+002,1.639884e+002
5.225218e+002,1.647329e+002
5.234860e+002,1.654481e+002
5.244503e+002,1.647126e+002
5.254145e+002,1.629443e+002
5.263787e+002,1.618040e+002
5.273430e+002,1.625277e+002
5.283072e+002,1.630740e+002
5.292714e+002,1.598102e+002
5.302357e+002,1.485980e+002
5.311999e+002,1.402050e+002
5.321641e+002,1.376495e+002
5.331284e+002,1.380782e+002
5.340926e+002,1.395419e+002
5.350568e+002,1.410831e+002
5.360211e+002,1.413285e+002
5.369853e+002,1.395736e+002
5.379495e+002,1.372845e+002
5.389138e+002,1.352572e+002
5.398780e+002,1.336954e+002
5.408422e+002,1.322394e+002
5.418065e+002,1.302627e+002
5.427707e+002,1.277831e+002
5.437349e+002,1.244235e+002
5.446992e+002,1.194053e+002
5.456634e+002,1.136389e+002
5.466276e+002,1.106127e+002
5.475919e+002,1.136434e+002
5.485561e+002,1.162722e+002
5.495203e+002,1.193389e+002
5.504846e+002,1.209354e+002
5.514488e+002,1.180150e+002
5.524130e+002,1.075671e+002
5.533773e+002,9.796252e+001
5.543415e+002,9.272583e+001
5.553057e+002,9.064343e+001
5.562700e+002,9.101904e+001
5.572342e+002,9.328540e+001
5.581984e+002,9.603992e+001
5.591627e+002,9.634863e+001
5.601269e+002,9.540454e+001
5.610911e+002,9.463159e+001
5.620554e+002,9.457275e+001
