sample_set,batch,replicate,sample_id,matching_measurements,legend_treatment_label,pc1,pc2,cluster
Pavlovagyrans,2,5,D1,EEM+Raman,,0.048017,-0.953033,0
Pavlovagyrans,2,5,D2,EEM+Raman,,-0.280520,-1.216504,0
Pavlovagyrans,2,5,D3,EEM+Raman,,-0.700076,-1.298613,0
Pavlovagyrans,2,5,D4,EEM+Raman,,-1.108560,-1.137055,0
Pavlovagyrans,2,5,D5,EEM+Raman,,0.204819,-1.986908,1
Pavlovagyrans,2,5,D6,EEM+Raman,,0.172051,-1.725801,1
Pavlovagyrans,2,5,D8,EEM+Raman,,1.388244,-1.867503,1
Pavlovagyrans,2,5,E1,EEM+Raman,,-2.681402,-0.958679,0
Pavlovagyrans,2,5,E2,EEM+Raman,,-1.511994,-1.051682,0
Pavlovagyrans,2,5,E3,EEM+Raman,,0.577439,-1.616188,1
Pavlovagyrans,2,5,E4,EEM+Raman,,-1.771859,-1.110600,0
Pavlovagyrans,2,5,E5,EEM+Raman,,1.496746,-1.950375,1
Pavlovagyrans,2,5,E6,EEM+Raman,,-1.080717,-1.228293,0
Pavlovagyrans,2,5,E7,EEM+Raman,,0.423149,-1.708797,1
Pavlovagyrans,2,5,E8,EEM+Raman,,2.221904,-1.857566,1
Pavlovagyrans,2,5,F1,EEM+Raman,,-2.925455,-0.691416,0
Pavlovagyrans,2,5,F2,EEM+Raman,,-2.105765,-1.247747,0
Pavlovagyrans,2,5,F3,EEM+Raman,,-1.436347,-1.377228,0
Pavlovagyrans,2,5,F4,EEM+Raman,,0.208176,-1.588632,1
Pavlovagyrans,2,5,F5,EEM+Raman,,-0.369429,-1.602841,0
Pavlovagyrans,2,5,F6,EEM+Raman,,-0.978720,-1.440537,0
Pavlovagyrans,2,5,F7,EEM+Raman,,-0.106943,-2.074671,0
Pavlovagyrans,2,5,F8,EEM+Raman,,-0.500117,-1.722425,0
Pavlovagyrans,2,6,A1,EEM+Raman,,6.720477,-4.073474,1
Pavlovagyrans,2,6,A10,EEM+Raman,,8.763021,-3.252726,2
Pavlovagyrans,2,6,A11,EEM+Raman,,4.699409,-2.733667,1
Pavlovagyrans,2,6,A2,EEM+Raman,,10.667163,-1.863270,2
Pavlovagyrans,2,6,A3,EEM+Raman,,2.046478,-1.856007,1
Pavlovagyrans,2,6,A4,EEM+Raman,,2.834973,-1.659877,1
Pavlovagyrans,2,6,A5,EEM+Raman,,6.235287,-3.556084,1
Pavlovagyrans,2,6,A6,EEM+Raman,,1.066049,-1.636172,1
Pavlovagyrans,2,6,A7,EEM+Raman,,3.750969,-2.285469,1
Pavlovagyrans,2,6,A8,EEM+Raman,,8.998902,-3.403296,2
Pavlovagyrans,2,6,A9,EEM+Raman,,12.790229,-0.973310,2
Pavlovagyrans,2,6,B1,EEM+Raman,,4.627085,-3.304718,1
Pavlovagyrans,2,6,B10,EEM+Raman,,4.339534,-2.116352,1
Pavlovagyrans,2,6,B11,EEM+Raman,,1.171399,-1.303447,1
Pavlovagyrans,2,6,B2,EEM+Raman,,3.068141,-2.732230,1
Pavlovagyrans,2,6,B3,EEM+Raman,,3.412991,-2.793792,1
Pavlovagyrans,2,6,B4,EEM+Raman,,0.684219,-2.280642,1
Pavlovagyrans,2,6,B5,EEM+Raman,,0.868754,-2.034702,1
Pavlovagyrans,2,6,B6,EEM+Raman,,2.754895,-2.673817,1
Pavlovagyrans,2,6,B7,EEM+Raman,,0.242840,-1.654725,1
Pavlovagyrans,2,6,B8,EEM+Raman,,2.404285,-2.116970,1
Pavlovagyrans,2,6,B9,EEM+Raman,,5.108523,-1.876460,1
Pavlovagyrans,2,6,C1,EEM+Raman,,2.578545,-2.676440,1
Pavlovagyrans,2,6,C10,EEM+Raman,,8.106234,-3.912933,2
Pavlovagyrans,2,6,C11,EEM+Raman,,1.365854,-1.936457,1
Pavlovagyrans,2,6,C2,EEM+Raman,,1.945068,-2.207689,1
Pavlovagyrans,2,6,C3,EEM+Raman,,3.348907,-2.439871,1
Pavlovagyrans,2,6,C4,EEM+Raman,,1.488954,-2.291285,1
Pavlovagyrans,2,6,C5,EEM+Raman,,-1.021480,-1.303743,0
Pavlovagyrans,2,6,C6,EEM+Raman,,2.998557,-2.600208,1
Pavlovagyrans,2,6,C7,EEM+Raman,,0.773874,-2.115871,1
Pavlovagyrans,2,6,C8,EEM+Raman,,1.505407,-2.101496,1
Pavlovagyrans,2,6,C9,EEM+Raman,,3.696494,-1.873506,1
Pavlovagyrans,2,6,D1,EEM+Raman,,0.928953,-1.661991,1
Pavlovagyrans,2,6,D10,EEM+Raman,,3.734543,-2.447516,1
Pavlovagyrans,2,6,D11,EEM+Raman,,2.070669,-1.390135,1
Pavlovagyrans,2,6,D2,EEM+Raman,,0.688603,-2.002935,1
Pavlovagyrans,2,6,D3,EEM+Raman,,2.292635,-2.409670,1
Pavlovagyrans,2,6,D4,EEM+Raman,,0.059721,-1.943226,1
Pavlovagyrans,2,6,D5,EEM+Raman,,1.684413,-1.843097,1
Pavlovagyrans,2,6,D6,EEM+Raman,,1.048860,-2.218480,1
Pavlovagyrans,2,6,D7,EEM+Raman,,3.287523,-2.147447,1
Pavlovagyrans,2,6,D8,EEM+Raman,,0.169667,-1.724797,1
Pavlovagyrans,2,6,D9,EEM+Raman,,3.955822,-1.382778,1
Pavlovagyrans,2,6,E1,EEM+Raman,,1.124063,-1.835284,1
Pavlovagyrans,2,6,E10,EEM+Raman,,1.742392,-1.691152,1
Pavlovagyrans,2,6,E11,EEM+Raman,,0.479463,-1.764394,1
Pavlovagyrans,2,6,E2,EEM+Raman,,1.420929,-2.143599,1
Pavlovagyrans,2,6,E3,EEM+Raman,,-0.440879,-1.716575,0
Pavlovagyrans,2,6,E4,EEM+Raman,,-0.375620,-1.545856,0
Pavlovagyrans,2,6,E5,EEM+Raman,,-1.288002,-1.088635,0
Pavlovagyrans,2,6,E6,EEM+Raman,,0.742379,-1.799910,1
Pavlovagyrans,2,6,E7,EEM+Raman,,0.908387,-1.562293,1
Pavlovagyrans,2,6,E8,EEM+Raman,,0.151415,-1.491021,1
Pavlovagyrans,2,6,E9,EEM+Raman,,1.928781,-2.134536,1
Pavlovagyrans,2,6,F1,EEM+Raman,,-1.027342,-1.521376,0
Pavlovagyrans,2,6,F10,EEM+Raman,,2.138694,-2.259333,1
Pavlovagyrans,2,6,F11,EEM+Raman,,1.049412,-1.948850,1
Pavlovagyrans,2,6,F2,EEM+Raman,,-1.294271,-1.214664,0
Pavlovagyrans,2,6,F3,EEM+Raman,,-2.096280,-1.028923,0
Pavlovagyrans,2,6,F4,EEM+Raman,,0.079333,-1.355021,1
Pavlovagyrans,2,6,F5,EEM+Raman,,0.324662,-1.744335,1
Pavlovagyrans,2,6,F6,EEM+Raman,,-0.271915,-1.722766,0
Pavlovagyrans,2,6,F7,EEM+Raman,,0.127918,-1.533086,1
Pavlovagyrans,2,6,F8,EEM+Raman,,-0.261270,-1.513098,0
Pavlovagyrans,2,7,A1,EEM+Raman,,-1.735411,-1.138687,0
Pavlovagyrans,2,7,A2,EEM+Raman,,-0.190505,-0.783084,0
Pavlovagyrans,2,7,A3,EEM+Raman,,5.734426,-2.458375,1
Pavlovagyrans,2,7,A4,EEM+Raman,,2.981744,-2.775230,1
Pavlovagyrans,2,7,A5,EEM+Raman,,13.056618,-2.860574,2
Pavlovagyrans,2,7,A6,EEM+Raman,,5.069925,-1.588197,1
Pavlovagyrans,2,7,A7,EEM+Raman,,0.203835,-1.521463,1
Pavlovagyrans,2,7,A8,EEM+Raman,,-1.019509,-1.461101,0
Pavlovagyrans,2,7,B1,EEM+Raman,,-2.011627,-1.204080,0
Pavlovagyrans,2,7,B2,EEM+Raman,,3.251520,-1.983582,1
Pavlovagyrans,2,7,B3,EEM+Raman,,1.288721,-3.424639,1
Pavlovagyrans,2,7,B4,EEM+Raman,,2.275100,-1.371590,1
Pavlovagyrans,2,7,B5,EEM+Raman,,7.066389,-3.048720,1
Pavlovagyrans,2,7,B6,EEM+Raman,,6.382721,-2.617286,1
Pavlovagyrans,2,7,B7,EEM+Raman,,5.169158,-2.547655,1
Pavlovagyrans,2,7,B8,EEM+Raman,,3.501392,-2.649632,1
Pavlovagyrans,2,7,C1,EEM+Raman,,-2.657043,-0.519911,0
Pavlovagyrans,2,7,C2,EEM+Raman,,-1.927902,-1.605419,0
Pavlovagyrans,2,7,C3,EEM+Raman,,5.073468,-2.736837,1
Pavlovagyrans,2,7,C4,EEM+Raman,,2.223273,-2.158448,1
Pavlovagyrans,2,7,C5,EEM+Raman,,4.558582,-2.442700,1
Pavlovagyrans,2,7,C6,EEM+Raman,,0.781397,-1.835124,1
Pavlovagyrans,2,7,C7,EEM+Raman,,3.042791,-2.101260,1
Pavlovagyrans,2,7,C8,EEM+Raman,,-0.452302,-1.273659,0
Pavlovagyrans,2,7,D1,EEM+Raman,,-2.625276,-0.669099,0
Pavlovagyrans,2,7,D2,EEM+Raman,,2.531842,-2.073194,1
Pavlovagyrans,2,7,D3,EEM+Raman,,3.073579,-2.932800,1
Pavlovagyrans,2,7,D4,EEM+Raman,,4.499171,-1.348054,1
Pavlovagyrans,2,7,D5,EEM+Raman,,0.419305,-1.088187,1
Pavlovagyrans,2,7,D6,EEM+Raman,,4.818449,-2.990384,1
Pavlovagyrans,2,7,D7,EEM+Raman,,9.633413,-2.070160,2
Pavlovagyrans,2,7,D8,EEM+Raman,,7.292147,-3.485400,1
Pavlovagyrans,2,7,E1,EEM+Raman,,-2.587341,-0.642930,0
Pavlovagyrans,2,7,E2,EEM+Raman,,-1.074922,-1.465313,0
Pavlovagyrans,2,7,E3,EEM+Raman,,2.864651,-1.929325,1
Pavlovagyrans,2,7,E4,EEM+Raman,,2.023544,-1.825933,1
Pavlovagyrans,2,7,E5,EEM+Raman,,3.460051,-3.375976,1
Pavlovagyrans,2,7,E6,EEM+Raman,,1.270996,-2.231018,1
Pavlovagyrans,2,7,E7,EEM+Raman,,4.340713,-2.260482,1
Pavlovagyrans,2,7,E8,EEM+Raman,,0.650240,-2.005630,1
Pavlovagyrans,2,7,F1,EEM+Raman,,-2.157770,-1.030732,0
Pavlovagyrans,2,7,F2,EEM+Raman,,1.087409,-1.190699,1
Pavlovagyrans,2,7,F3,EEM+Raman,,2.692555,-1.584736,1
Pavlovagyrans,2,7,F4,EEM+Raman,,0.344511,-2.115828,1
Pavlovagyrans,2,7,F5,EEM+Raman,,0.819915,-1.485944,1
Pavlovagyrans,2,7,F6,EEM+Raman,,0.945840,-1.802864,1
Pavlovagyrans,2,7,F7,EEM+Raman,,0.845688,-2.175475,1
Pavlovagyrans,2,7,F8,EEM+Raman,,0.533168,-1.962340,1
Pavlovagyrans,2,8,A1,EEM+Raman,,16.027220,-5.112335,2
Pavlovagyrans,2,8,A10,EEM+Raman,,11.952844,-3.276771,2
Pavlovagyrans,2,8,A11,EEM+Raman,,9.198412,-0.182622,2
Pavlovagyrans,2,8,A2,EEM+Raman,,4.076312,-2.720496,1
Pavlovagyrans,2,8,A3,EEM+Raman,,2.040250,-1.506141,1
Pavlovagyrans,2,8,A4,EEM+Raman,,7.567759,-4.021844,1
Pavlovagyrans,2,8,A5,EEM+Raman,,4.403240,-2.689018,1
Pavlovagyrans,2,8,A6,EEM+Raman,,4.226445,-2.455918,1
Pavlovagyrans,2,8,A7,EEM+Raman,,4.091469,-1.148997,1
Pavlovagyrans,2,8,A8,EEM+Raman,,13.183343,-4.893713,2
Pavlovagyrans,2,8,A9,EEM+Raman,,15.691615,-0.818239,2
Pavlovagyrans,2,8,B1,EEM+Raman,,5.722341,-3.144256,1
Pavlovagyrans,2,8,B10,EEM+Raman,,4.606200,-2.687799,1
Pavlovagyrans,2,8,B11,EEM+Raman,,-0.308192,-1.316780,0
Pavlovagyrans,2,8,B2,EEM+Raman,,4.380555,-2.286688,1
Pavlovagyrans,2,8,B3,EEM+Raman,,1.054941,-1.372497,1
Pavlovagyrans,2,8,B4,EEM+Raman,,0.319590,-0.729275,1
Pavlovagyrans,2,8,B5,EEM+Raman,,4.280321,-1.462582,1
Pavlovagyrans,2,8,B6,EEM+Raman,,0.143698,-1.903510,1
Pavlovagyrans,2,8,B7,EEM+Raman,,1.921967,-1.605912,1
Pavlovagyrans,2,8,B8,EEM+Raman,,1.066784,-1.105694,1
Pavlovagyrans,2,8,B9,EEM+Raman,,5.916819,-0.624615,1
Pavlovagyrans,2,8,C1,EEM+Raman,,3.683844,-2.287075,1
Pavlovagyrans,2,8,C10,EEM+Raman,,8.215498,-3.313850,2
Pavlovagyrans,2,8,C11,EEM+Raman,,7.605773,-2.729663,2
Pavlovagyrans,2,8,C2,EEM+Raman,,4.949293,-1.652865,1
Pavlovagyrans,2,8,C3,EEM+Raman,,3.476050,-1.949106,1
Pavlovagyrans,2,8,C4,EEM+Raman,,-0.024111,-1.609576,0
Pavlovagyrans,2,8,C5,EEM+Raman,,2.422297,-0.903641,1
Pavlovagyrans,2,8,C6,EEM+Raman,,2.427718,-1.431873,1
Pavlovagyrans,2,8,C7,EEM+Raman,,2.417665,-1.478913,1
Pavlovagyrans,2,8,C8,EEM+Raman,,4.934076,-2.214868,1
Pavlovagyrans,2,8,C9,EEM+Raman,,2.947288,-1.317339,1
Pavlovagyrans,2,8,D1,EEM+Raman,,2.872317,-2.613831,1
Pavlovagyrans,2,8,D10,EEM+Raman,,8.081450,-3.613207,2
Pavlovagyrans,2,8,D11,EEM+Raman,,7.898805,-3.896706,2
Pavlovagyrans,2,8,D2,EEM+Raman,,2.462574,-1.825790,1
Pavlovagyrans,2,8,D3,EEM+Raman,,3.814349,-1.962148,1
Pavlovagyrans,2,8,D4,EEM+Raman,,-1.291803,-0.917177,0
Pavlovagyrans,2,8,D5,EEM+Raman,,1.747989,-0.980193,1
Pavlovagyrans,2,8,D6,EEM+Raman,,0.239391,-1.535369,1
Pavlovagyrans,2,8,D7,EEM+Raman,,2.666711,-1.336850,1
Pavlovagyrans,2,8,D8,EEM+Raman,,5.563279,-1.107744,1
Pavlovagyrans,2,8,D9,EEM+Raman,,3.022346,-1.227352,1
Pavlovagyrans,2,8,E1,EEM+Raman,,8.029180,-3.361048,2
Pavlovagyrans,2,8,E10,EEM+Raman,,7.963248,-2.290093,2
Pavlovagyrans,2,8,E11,EEM+Raman,,3.815742,-0.996969,1
Pavlovagyrans,2,8,E2,EEM+Raman,,11.343214,-4.523750,2
Pavlovagyrans,2,8,E3,EEM+Raman,,3.243623,-2.060097,1
Pavlovagyrans,2,8,E4,EEM+Raman,,3.722090,-2.150503,1
Pavlovagyrans,2,8,E5,EEM+Raman,,-0.371495,-1.055692,0
Pavlovagyrans,2,8,E6,EEM+Raman,,-1.035604,-1.443004,0
Pavlovagyrans,2,8,E7,EEM+Raman,,0.135326,-1.850367,1
Pavlovagyrans,2,8,E8,EEM+Raman,,2.445261,-1.529133,1
Pavlovagyrans,2,8,E9,EEM+Raman,,5.423625,-2.478856,1
Pavlovagyrans,2,8,F1,EEM+Raman,,-0.383727,-1.347729,0
Pavlovagyrans,2,8,F10,EEM+Raman,,1.916968,-1.115480,1
Pavlovagyrans,2,8,F11,EEM+Raman,,4.869094,-1.949559,1
Pavlovagyrans,2,8,F2,EEM+Raman,,-0.185605,-0.522301,0
Pavlovagyrans,2,8,F3,EEM+Raman,,1.393070,-1.870935,1
Pavlovagyrans,2,8,F4,EEM+Raman,,-0.449059,-0.433149,0
Pavlovagyrans,2,8,F5,EEM+Raman,,-0.576137,-0.544157,0
Pavlovagyrans,2,8,F6,EEM+Raman,,3.731736,-2.308053,1
Pavlovagyrans,2,8,F7,EEM+Raman,,-1.193267,-0.554648,0
Pavlovagyrans,2,8,F8,EEM+Raman,,2.876751,-0.573645,1
Pavlovagyrans,2,8,F9,EEM+Raman,,5.018225,-2.523813,1
Pavlovagyrans,3,1,A1,EEM+Raman,,6.218892,-1.270756,1
Pavlovagyrans,3,1,A2,EEM+Raman,,3.720544,-2.408024,1
Pavlovagyrans,3,1,A3,EEM+Raman,,4.272924,-2.241697,1
