sample_set,batch,replicate,sample_id,matching_measurements,legend_treatment_label,pc1,pc2,cluster
Pavlovagyrans,1,1,B10,EEM only,B2,-1.174643,-1.607313,0
Pavlovagyrans,1,1,B11,EEM only,B4,-1.242005,-1.635092,0
Pavlovagyrans,1,1,B2,EEM only,N0,-1.022286,-1.695780,0
Pavlovagyrans,1,1,B3,EEM only,N2,-1.101999,-1.686196,0
Pavlovagyrans,1,1,B4,EEM only,N4,-1.166196,-1.660291,0
Pavlovagyrans,1,1,B5,EEM only,N6,-1.049566,-1.701504,0
Pavlovagyrans,1,1,B6,EEM only,S1,-1.185259,-1.680711,0
Pavlovagyrans,1,1,B7,EEM only,S3,-1.200476,-1.613201,0
Pavlovagyrans,1,1,B8,EEM only,S5,-1.237245,-1.619402,0
Pavlovagyrans,1,1,B9,EEM only,S7,-1.124257,-1.619891,0
Pavlovagyrans,1,1,C10,EEM only,B2,-1.093211,-1.565085,0
Pavlovagyrans,1,1,C11,EEM only,B4,-1.271420,-1.598322,0
Pavlovagyrans,1,1,C2,EEM only,N0,-0.983446,-1.533403,0
Pavlovagyrans,1,1,C3,EEM only,N2,-1.117207,-1.572429,0
Pavlovagyrans,1,1,C4,EEM only,N4,-1.032963,-1.560242,0
Pavlovagyrans,1,1,C5,EEM only,N6,-1.281324,-1.609170,0
Pavlovagyrans,1,1,C6,EEM only,S1,-0.939182,-1.581465,0
Pavlovagyrans,1,1,C7,EEM only,S3,-1.055969,-1.581700,0
Pavlovagyrans,1,1,C8,EEM only,S5,-1.313674,-1.606962,0
Pavlovagyrans,1,1,C9,EEM only,S7,-1.228220,-1.579929,0
Pavlovagyrans,1,1,D10,EEM only,B2,-1.035647,-1.551804,0
Pavlovagyrans,1,1,D11,EEM only,B4,-1.103149,-1.535602,0
Pavlovagyrans,1,1,D2,EEM only,N0,-1.015854,-1.528291,0
Pavlovagyrans,1,1,D3,EEM only,N2,-0.974201,-1.565393,0
Pavlovagyrans,1,1,D4,EEM only,N4,-0.992080,-1.571708,0
Pavlovagyrans,1,1,D5,EEM only,N6,-1.022952,-1.579998,0
Pavlovagyrans,1,1,D6,EEM only,S1,-1.090445,-1.603923,0
Pavlovagyrans,1,1,D7,EEM only,S3,-1.044786,-1.570681,0
Pavlovagyrans,1,1,D8,EEM only,S5,-0.977794,-1.590768,0
Pavlovagyrans,1,1,D9,EEM only,S7,-1.125228,-1.555946,0
Pavlovagyrans,1,1,E10,EEM only,B3,-1.029409,-1.543406,0
Pavlovagyrans,1,1,E11,EEM only,STD,-1.020926,-1.547256,0
Pavlovagyrans,1,1,E2,EEM only,N1,-0.939798,-1.559105,0
Pavlovagyrans,1,1,E3,EEM only,N3,-0.953870,-1.559419,0
Pavlovagyrans,1,1,E4,EEM only,N5,-0.978026,-1.557742,0
Pavlovagyrans,1,1,E5,EEM only,N7,-0.857490,-1.553635,0
Pavlovagyrans,1,1,E6,EEM only,S2,-0.978023,-1.599396,0
Pavlovagyrans,1,1,E7,EEM only,S4,-0.938372,-1.562059,0
Pavlovagyrans,1,1,E8,EEM only,S6,-0.913988,-1.573906,0
Pavlovagyrans,1,1,E9,EEM only,B1,-0.916547,-1.536461,0
Pavlovagyrans,1,1,F10,EEM only,B3,-0.977628,-1.531572,0
Pavlovagyrans,1,1,F11,EEM only,STD,-0.882001,-1.526215,0
Pavlovagyrans,1,1,F2,EEM only,N1,-0.936248,-1.535434,0
Pavlovagyrans,1,1,F3,EEM only,N3,-0.891191,-1.555656,0
Pavlovagyrans,1,1,F4,EEM only,N5,-0.899768,-1.571120,0
Pavlovagyrans,1,1,F5,EEM only,N7,-1.026404,-1.565776,0
Pavlovagyrans,1,1,F6,EEM only,S2,-0.897749,-1.568841,0
Pavlovagyrans,1,1,F7,EEM only,S4,-0.956317,-1.561351,0
Pavlovagyrans,1,1,F8,EEM only,S6,-1.030782,-1.511374,0
Pavlovagyrans,1,1,F9,EEM only,B1,-0.940151,-1.554882,0
Pavlovagyrans,1,1,G10,EEM only,B3,-0.881386,-1.542935,0
Pavlovagyrans,1,1,G11,EEM only,STD,-1.025473,-1.518265,0
Pavlovagyrans,1,1,G2,EEM only,N1,-0.867046,-1.533850,0
Pavlovagyrans,1,1,G3,EEM only,N3,-0.964737,-1.544603,0
Pavlovagyrans,1,1,G4,EEM only,N5,-0.919761,-1.550223,0
Pavlovagyrans,1,1,G5,EEM only,N7,-0.914471,-1.542784,0
Pavlovagyrans,1,1,G6,EEM only,S2,-0.950263,-1.559823,0
Pavlovagyrans,1,1,G7,EEM only,S4,-0.976991,-1.550943,0
Pavlovagyrans,1,1,G8,EEM only,S6,-0.944166,-1.552039,0
Pavlovagyrans,1,1,G9,EEM only,B1,-1.069455,-1.565700,0
Pavlovagyrans,1,2,B10,EEM only,B2,-1.045082,-1.542193,0
Pavlovagyrans,1,2,B11,EEM only,B4,-1.055007,-1.565092,0
Pavlovagyrans,1,2,B2,EEM only,N0,-0.964174,-1.592560,0
Pavlovagyrans,1,2,B3,EEM only,N2,-0.998289,-1.582295,0
Pavlovagyrans,1,2,B4,EEM only,N4,-1.075701,-1.640072,0
Pavlovagyrans,1,2,B5,EEM only,N6,-0.953047,-1.596466,0
Pavlovagyrans,1,2,B6,EEM only,S1,-1.113885,-1.569090,0
Pavlovagyrans,1,2,B7,EEM only,S3,-1.005685,-1.573292,0
Pavlovagyrans,1,2,B8,EEM only,S5,-1.092099,-1.599953,0
Pavlovagyrans,1,2,B9,EEM only,S7,-1.029385,-1.551958,0
Pavlovagyrans,1,2,C10,EEM only,B2,-0.951535,-1.562497,0
Pavlovagyrans,1,2,C11,EEM only,B4,-1.190253,-1.568409,0
Pavlovagyrans,1,2,C2,EEM only,N0,-0.985306,-1.512971,0
Pavlovagyrans,1,2,C3,EEM only,N2,-1.581400,-1.941645,0
Pavlovagyrans,1,2,C4,EEM only,N4,-1.302986,-1.667170,0
Pavlovagyrans,1,2,C5,EEM only,N6,-1.509904,-1.731365,0
Pavlovagyrans,1,2,C6,EEM only,S1,-1.155621,-1.689897,0
Pavlovagyrans,1,2,C7,EEM only,S3,-1.420380,-1.647813,0
Pavlovagyrans,1,2,C8,EEM only,S5,-1.510120,-1.746740,0
Pavlovagyrans,1,2,C9,EEM only,S7,-1.108437,-1.569033,0
Pavlovagyrans,1,2,D10,EEM only,B2,-1.156912,-1.630139,0
Pavlovagyrans,1,2,D11,EEM only,B4,-1.230220,-1.671622,0
Pavlovagyrans,1,2,D2,EEM only,N0,-1.004274,-1.528961,0
Pavlovagyrans,1,2,D3,EEM only,N2,-0.971709,-1.546773,0
Pavlovagyrans,1,2,D4,EEM only,N4,-1.037992,-1.602769,0
Pavlovagyrans,1,2,D5,EEM only,N6,-1.080091,-1.582834,0
Pavlovagyrans,1,2,D6,EEM only,S1,-1.242711,-1.637279,0
Pavlovagyrans,1,2,D7,EEM only,S3,-1.198341,-1.615755,0
Pavlovagyrans,1,2,D8,EEM only,S5,-1.147057,-1.686859,0
Pavlovagyrans,1,2,D9,EEM only,S7,-1.342970,-1.697566,0
Pavlovagyrans,1,2,E10,EEM only,B3,-1.222368,-1.632448,0
Pavlovagyrans,1,2,E11,EEM only,STD,-1.247904,-1.690068,0
Pavlovagyrans,1,2,E2,EEM only,N1,-1.276914,-1.816677,0
Pavlovagyrans,1,2,E3,EEM only,N3,-1.124089,-1.670636,0
Pavlovagyrans,1,2,E4,EEM only,N5,-1.189964,-1.698321,0
Pavlovagyrans,1,2,E5,EEM only,N7,-1.270825,-1.869621,0
Pavlovagyrans,1,2,E6,EEM only,S2,-1.130048,-1.643523,0
Pavlovagyrans,1,2,E7,EEM only,S4,-1.148838,-1.670477,0
Pavlovagyrans,1,2,E8,EEM only,S6,-1.124562,-1.626339,0
Pavlovagyrans,1,2,E9,EEM only,B1,-1.150548,-1.661476,0
Pavlovagyrans,1,2,F10,EEM only,B3,-1.206139,-1.714644,0
Pavlovagyrans,1,2,F11,EEM only,STD,-0.942671,-1.585683,0
Pavlovagyrans,1,2,F2,EEM only,N1,-1.179026,-1.656253,0
Pavlovagyrans,1,2,F3,EEM only,N3,-1.121017,-1.666475,0
Pavlovagyrans,1,2,F4,EEM only,N5,-1.043926,-1.608280,0
Pavlovagyrans,1,2,F5,EEM only,N7,-1.258570,-1.693016,0
Pavlovagyrans,1,2,F6,EEM only,S2,-1.133773,-1.715282,0
Pavlovagyrans,1,2,F7,EEM only,S4,-1.140601,-1.668592,0
Pavlovagyrans,1,2,F8,EEM only,S6,-1.329727,-1.754498,0
Pavlovagyrans,1,2,F9,EEM only,B1,-1.173794,-1.696419,0
Pavlovagyrans,1,2,G10,EEM only,B3,-1.036341,-1.635275,0
Pavlovagyrans,1,2,G11,EEM only,STD,-1.061562,-1.544896,0
Pavlovagyrans,1,2,G2,EEM only,N1,-1.054608,-1.678717,0
Pavlovagyrans,1,2,G3,EEM only,N3,-1.212457,-1.641807,0
Pavlovagyrans,1,2,G4,EEM only,N5,-1.147524,-1.639990,0
Pavlovagyrans,1,2,G5,EEM only,N7,-1.037968,-1.677573,0
Pavlovagyrans,1,2,G6,EEM only,S2,-1.065613,-1.623701,0
Pavlovagyrans,1,2,G7,EEM only,S4,-1.029981,-1.541754,0
Pavlovagyrans,1,2,G8,EEM only,S6,-1.178919,-1.681732,0
Pavlovagyrans,1,2,G9,EEM only,B1,-1.341741,-1.720293,0
Pavlovagyrans,1,3,B10,EEM only,B2,-4.817330,1.549388,2
Pavlovagyrans,1,3,B11,EEM only,B4,-4.488675,1.491344,2
Pavlovagyrans,1,3,B2,EEM only,N0,-6.097237,1.374841,2
Pavlovagyrans,1,3,B3,EEM only,N2,-4.610083,1.282015,2
Pavlovagyrans,1,3,B4,EEM only,N4,-4.554786,1.278690,2
Pavlovagyrans,1,3,B5,EEM only,N6,-4.296409,1.235339,2
Pavlovagyrans,1,3,B6,EEM only,S1,-4.555580,1.279818,2
Pavlovagyrans,1,3,B7,EEM only,S3,-5.354838,1.508838,2
Pavlovagyrans,1,3,B8,EEM only,S5,-5.126034,1.456286,2
Pavlovagyrans,1,3,B9,EEM only,S7,-4.539612,1.391041,2
Pavlovagyrans,1,3,C10,EEM only,B2,-4.474901,1.475608,2
Pavlovagyrans,1,3,C11,EEM only,B4,-4.586591,1.496180,2
Pavlovagyrans,1,3,C2,EEM only,N0,-4.880409,1.641239,2
Pavlovagyrans,1,3,C3,EEM only,N2,-5.279907,1.860874,2
Pavlovagyrans,1,3,C4,EEM only,N4,-4.521048,1.528410,2
Pavlovagyrans,1,3,C5,EEM only,N6,-4.634750,1.474242,2
Pavlovagyrans,1,3,C6,EEM only,S1,-4.606996,1.475086,2
Pavlovagyrans,1,3,C7,EEM only,S3,-4.758346,1.397071,2
Pavlovagyrans,1,3,C8,EEM only,S5,-5.058933,1.560011,2
Pavlovagyrans,1,3,C9,EEM only,S7,-4.374263,1.409531,2
Pavlovagyrans,1,3,D10,EEM only,B2,-5.077430,1.851994,2
Pavlovagyrans,1,3,D11,EEM only,B4,-4.904398,1.869260,2
Pavlovagyrans,1,3,D2,EEM only,N0,-4.801325,1.543603,2
Pavlovagyrans,1,3,D3,EEM only,N2,-4.434335,1.612098,2
Pavlovagyrans,1,3,D4,EEM only,N4,-4.543075,1.631141,2
Pavlovagyrans,1,3,D5,EEM only,N6,-4.428182,1.583351,2
Pavlovagyrans,1,3,D6,EEM only,S1,-4.537084,1.683743,2
Pavlovagyrans,1,3,D7,EEM only,S3,-5.053671,1.790692,2
Pavlovagyrans,1,3,D8,EEM only,S5,-4.375285,1.569236,2
Pavlovagyrans,1,3,D9,EEM only,S7,-4.835979,1.738053,2
Pavlovagyrans,1,3,E10,EEM only,B3,-4.438711,1.719623,2
Pavlovagyrans,1,3,E11,EEM only,STD,-4.401095,1.754723,2
Pavlovagyrans,1,3,E2,EEM only,N1,-4.701901,1.713734,2
Pavlovagyrans,1,3,E3,EEM only,N3,-4.691150,1.769659,2
Pavlovagyrans,1,3,E4,EEM only,N5,-5.119457,1.653010,2
Pavlovagyrans,1,3,E5,EEM only,N7,-4.531461,1.644484,2
Pavlovagyrans,1,3,E6,EEM only,S2,-4.337508,1.558204,2
Pavlovagyrans,1,3,E7,EEM only,S4,-4.948420,1.827990,2
Pavlovagyrans,1,3,E8,EEM only,S6,-5.408661,1.830965,2
Pavlovagyrans,1,3,E9,EEM only,B1,-5.331951,1.598467,2
Pavlovagyrans,1,3,F10,EEM only,B3,-4.511134,1.722058,2
Pavlovagyrans,1,3,F11,EEM only,STD,-4.360229,1.639138,2
Pavlovagyrans,1,3,F2,EEM only,N1,-4.424530,1.598080,2
Pavlovagyrans,1,3,F3,EEM only,N3,-4.649107,1.695810,2
Pavlovagyrans,1,3,F4,EEM only,N5,-4.746653,1.658942,2
Pavlovagyrans,1,3,F5,EEM only,N7,-4.426298,1.621343,2
Pavlovagyrans,1,3,F6,EEM only,S2,-4.520749,1.644081,2
Pavlovagyrans,1,3,F7,EEM only,S4,-4.940463,1.607032,2
Pavlovagyrans,1,3,F8,EEM only,S6,-4.679239,1.699529,2
Pavlovagyrans,1,3,F9,EEM only,B1,-5.399840,1.878983,2
Pavlovagyrans,1,3,G10,EEM only,B3,-4.553195,1.770100,2
Pavlovagyrans,1,3,G11,EEM only,STD,-4.571019,1.802198,2
Pavlovagyrans,1,3,G2,EEM only,N1,-4.604590,1.632215,2
Pavlovagyrans,1,3,G3,EEM only,N3,-4.342298,1.625906,2
Pavlovagyrans,1,3,G4,EEM only,N5,-4.769754,1.687092,2
Pavlovagyrans,1,3,G5,EEM only,N7,-4.532910,1.587647,2
Pavlovagyrans,1,3,G6,EEM only,S2,-4.508567,1.655927,2
Pavlovagyrans,1,3,G7,EEM only,S4,-4.967811,1.819339,2
Pavlovagyrans,1,3,G8,EEM only,S6,-4.842101,1.789680,2
Pavlovagyrans,1,3,G9,EEM only,B1,-5.191267,1.799025,2
Pavlovagyrans,1,4,B10,EEM only,B2,-1.014017,-1.616792,0
Pavlovagyrans,1,4,B11,EEM only,B4,-1.086284,-1.588267,0
Pavlovagyrans,1,4,B2,EEM only,N0,-0.890112,-1.624648,0
Pavlovagyrans,1,4,B3,EEM only,N2,-1.045712,-1.636892,0
Pavlovagyrans,1,4,B4,EEM only,N4,-1.017434,-1.603943,0
Pavlovagyrans,1,4,B5,EEM only,N6,-0.959193,-1.697562,0
Pavlovagyrans,1,4,B6,EEM only,S1,-1.076733,-1.672018,0
Pavlovagyrans,1,4,B7,EEM only,S3,-1.004034,-1.587958,0
Pavlovagyrans,1,4,B8,EEM only,S5,-1.057482,-1.627949,0
Pavlovagyrans,1,4,B9,EEM only,S7,-1.016163,-1.606175,0
Pavlovagyrans,1,4,C10,EEM only,B2,-1.010977,-1.585884,0
Pavlovagyrans,1,4,C11,EEM only,B4,-1.272129,-1.603439,0
Pavlovagyrans,1,4,C2,EEM only,N0,-0.912493,-1.595715,0
Pavlovagyrans,1,4,C3,EEM only,N2,-1.082517,-1.569520,0
Pavlovagyrans,1,4,C4,EEM only,N4,-0.970776,-1.579421,0
Pavlovagyrans,1,4,C5,EEM only,N6,-1.274255,-1.629920,0
Pavlovagyrans,1,4,C6,EEM only,S1,-1.025158,-1.677819,0
Pavlovagyrans,1,4,C7,EEM only,S3,-1.081396,-1.621525,0
Pavlovagyrans,1,4,C8,EEM only,S5,-1.381330,-1.576382,0
Pavlovagyrans,1,4,C9,EEM only,S7,-1.126580,-1.590084,0
Pavlovagyrans,1,4,D10,EEM only,B2,-0.965764,-1.579408,0
Pavlovagyrans,1,4,D11,EEM only,B4,-0.905862,-1.515465,0
Pavlovagyrans,1,4,D2,EEM only,N0,-0.949339,-1.578625,0
Pavlovagyrans,1,4,D3,EEM only,N2,-0.957321,-1.627086,0
Pavlovagyrans,1,4,D4,EEM only,N4,-0.995038,-1.576849,0
Pavlovagyrans,1,4,D5,EEM only,N6,-0.961076,-1.587280,0
Pavlovagyrans,1,4,D6,EEM only,S1,-1.090014,-1.584807,0
Pavlovagyrans,1,4,D7,EEM only,S3,-1.013022,-1.539880,0
Pavlovagyrans,1,4,D8,EEM only,S5,-0.822060,-1.538170,0
Pavlovagyrans,1,4,D9,EEM only,S7,-0.964188,-1.552158,0
Pavlovagyrans,1,4,E10,EEM only,B3,-0.976316,-1.548427,0
Pavlovagyrans,1,4,E11,EEM only,STD,-1.013511,-1.550140,0
Pavlovagyrans,1,4,E2,EEM only,N1,-0.878794,-1.573772,0
Pavlovagyrans,1,4,E3,EEM only,N3,-0.906145,-1.578776,0
Pavlovagyrans,1,4,E4,EEM only,N5,-0.941808,-1.560790,0
Pavlovagyrans,1,4,E5,EEM only,N7,-0.821750,-1.589809,0
Pavlovagyrans,1,4,E6,EEM only,S2,-0.934470,-1.580473,0
Pavlovagyrans,1,4,E7,EEM only,S4,-0.854555,-1.529455,0
Pavlovagyrans,1,4,E8,EEM only,S6,-0.898544,-1.526733,0
Pavlovagyrans,1,4,E9,EEM only,B1,-0.880111,-1.556489,0
Pavlovagyrans,1,4,F10,EEM only,B3,-0.915892,-1.566071,0
Pavlovagyrans,1,4,F11,EEM only,STD,-0.789357,-1.552351,0
Pavlovagyrans,1,4,F2,EEM only,N1,-0.917113,-1.565869,0
Pavlovagyrans,1,4,F3,EEM only,N3,-0.926202,-1.656926,0
Pavlovagyrans,1,4,F4,EEM only,N5,-0.858942,-1.556449,0
Pavlovagyrans,1,4,F5,EEM only,N7,-0.991568,-1.551740,0
Pavlovagyrans,1,4,F6,EEM only,S2,-0.882351,-1.573358,0
Pavlovagyrans,1,4,F7,EEM only,S4,-0.859542,-1.541081,0
Pavlovagyrans,1,4,F8,EEM only,S6,-0.960878,-1.545302,0
Pavlovagyrans,1,4,F9,EEM only,B1,-0.878374,-1.553403,0
Pavlovagyrans,1,4,G10,EEM only,B3,-0.867992,-1.558317,0
Pavlovagyrans,1,4,G11,EEM only,STD,-0.968671,-1.578486,0
Pavlovagyrans,1,4,G2,EEM only,N1,-0.882753,-1.556333,0
Pavlovagyrans,1,4,G3,EEM only,N3,-0.937811,-1.572619,0
Pavlovagyrans,1,4,G4,EEM only,N5,-0.941913,-1.563583,0
Pavlovagyrans,1,4,G5,EEM only,N7,-0.838039,-1.591736,0
Pavlovagyrans,1,4,G6,EEM only,S2,-0.832112,-1.593677,0
Pavlovagyrans,1,4,G7,EEM only,S4,-0.827395,-1.555717,0
Pavlovagyrans,1,4,G8,EEM only,S6,-0.858475,-1.574434,0
Pavlovagyrans,1,4,G9,EEM only,B1,-1.031691,-1.593007,0
Pavlovagyrans,1,5,B10,EEM only,B2,-1.262156,-1.613984,0
Pavlovagyrans,1,5,B11,EEM only,B4,-1.190881,-1.649256,0
Pavlovagyrans,1,5,B2,EEM only,N0,-1.083363,-1.615714,0
Pavlovagyrans,1,5,B3,EEM only,N2,-1.101924,-1.652693,0
Pavlovagyrans,1,5,B4,EEM only,N4,-1.115100,-1.697548,0
Pavlovagyrans,1,5,B5,EEM only,N6,-1.030838,-1.649747,0
Pavlovagyrans,1,5,B6,EEM only,S1,-1.323068,-1.624957,0
Pavlovagyrans,1,5,B7,EEM only,S3,-1.274677,-1.680882,0
Pavlovagyrans,1,5,B8,EEM only,S5,-1.437566,-1.710890,0
Pavlovagyrans,1,5,B9,EEM only,S7,-1.139774,-1.620181,0
Pavlovagyrans,1,5,C10,EEM only,B2,-1.098270,-1.697842,0
Pavlovagyrans,1,5,C11,EEM only,B4,-1.102730,-1.629624,0
Pavlovagyrans,1,5,C2,EEM only,N0,0.410631,-0.158239,0
Pavlovagyrans,1,5,C3,EEM only,N2,-1.273096,-1.633611,0
Pavlovagyrans,1,5,C4,EEM only,N4,0.384109,-0.140500,0
Pavlovagyrans,1,5,C5,EEM only,N6,0.271992,-0.154335,0
Pavlovagyrans,1,5,C6,EEM only,S1,-1.032884,-1.612367,0
Pavlovagyrans,1,5,C7,EEM only,S3,-1.069642,-1.625900,0
Pavlovagyrans,1,5,C8,EEM only,S5,-1.473582,-1.833073,0
Pavlovagyrans,1,5,C9,EEM only,S7,-1.110294,-1.614494,0
Pavlovagyrans,1,5,D10,EEM only,B2,-1.055589,-1.596279,0
Pavlovagyrans,1,5,D11,EEM only,B4,-1.025500,-1.580749,0
Pavlovagyrans,1,5,D2,EEM only,N0,0.424509,-0.104570,0
Pavlovagyrans,1,5,D3,EEM only,N2,0.394241,-0.186537,0
Pavlovagyrans,1,5,D4,EEM only,N4,0.458258,-0.068663,0
Pavlovagyrans,1,5,D5,EEM only,N6,-1.018350,-1.625278,0
Pavlovagyrans,1,5,D6,EEM only,S1,-0.975231,-1.627909,0
Pavlovagyrans,1,5,D7,EEM only,S3,-0.989045,-1.579002,0
Pavlovagyrans,1,5,D8,EEM only,S5,-0.936978,-1.629212,0
Pavlovagyrans,1,5,D9,EEM only,S7,-1.118328,-1.602747,0
Pavlovagyrans,1,5,E10,EEM only,B3,-0.942025,-1.600548,0
Pavlovagyrans,1,5,E11,EEM only,STD,-0.966165,-1.617964,0
Pavlovagyrans,1,5,E2,EEM only,N1,0.277738,-0.254109,0
Pavlovagyrans,1,5,E3,EEM only,N3,0.200404,-0.395078,0
Pavlovagyrans,1,5,E4,EEM only,N5,0.242410,-0.315945,0
Pavlovagyrans,1,5,E5,EEM only,N7,0.339500,-0.245890,0
Pavlovagyrans,1,5,E6,EEM only,S2,0.340951,-0.246758,0
Pavlovagyrans,1,5,E7,EEM only,S4,-1.136284,-1.598564,0
Pavlovagyrans,1,5,E8,EEM only,S6,-1.137070,-1.598133,0
Pavlovagyrans,1,5,E9,EEM only,B1,-0.936618,-1.581555,0
Pavlovagyrans,1,5,F10,EEM only,B3,-0.904983,-1.611257,0
Pavlovagyrans,1,5,F11,EEM only,STD,-0.889814,-1.556571,0
Pavlovagyrans,1,5,F2,EEM only,N1,0.239004,-0.378003,0
Pavlovagyrans,1,5,F3,EEM only,N3,0.363035,-0.186745,0
Pavlovagyrans,1,5,F4,EEM only,N5,0.364931,-0.231068,0
Pavlovagyrans,1,5,F5,EEM only,N7,0.451420,-0.220356,0
Pavlovagyrans,1,5,F6,EEM only,S2,-0.920723,-1.593114,0
Pavlovagyrans,1,5,F7,EEM only,S4,-0.950747,-1.601867,0
Pavlovagyrans,1,5,F8,EEM only,S6,-0.987375,-1.568359,0
Pavlovagyrans,1,5,F9,EEM only,B1,-0.971364,-1.582302,0
Pavlovagyrans,1,5,G10,EEM only,B3,-1.043477,-1.590763,0
Pavlovagyrans,1,5,G11,EEM only,STD,-0.937017,-1.614936,0
Pavlovagyrans,1,5,G2,EEM only,N1,0.168135,-0.540915,0
Pavlovagyrans,1,5,G3,EEM only,N3,0.240917,-0.435488,0
Pavlovagyrans,1,5,G4,EEM only,N5,0.187134,-0.450454,0
Pavlovagyrans,1,5,G5,EEM only,N7,0.366886,-0.233527,0
Pavlovagyrans,1,5,G6,EEM only,S2,0.343475,-0.238900,0
Pavlovagyrans,1,5,G7,EEM only,S4,-1.107382,-1.603838,0
Pavlovagyrans,1,5,G8,EEM only,S6,-1.102938,-1.627558,0
Pavlovagyrans,1,5,G9,EEM only,B1,-0.978508,-1.611053,0
Pavlovagyrans,1,6,B10,EEM only,B2,-5.239256,1.682872,2
Pavlovagyrans,1,6,B11,EEM only,B4,-4.743999,1.540418,2
Pavlovagyrans,1,6,B2,EEM only,N0,-4.561614,1.476446,2
Pavlovagyrans,1,6,B3,EEM only,N2,-4.732361,1.387096,2
Pavlovagyrans,1,6,B4,EEM only,N4,-4.725358,1.438101,2
Pavlovagyrans,1,6,B5,EEM only,N6,-4.418175,1.324778,2
Pavlovagyrans,1,6,B6,EEM only,S1,-4.605007,1.341928,2
Pavlovagyrans,1,6,B7,EEM only,S3,-5.139952,1.494936,2
Pavlovagyrans,1,6,B8,EEM only,S5,-5.361430,1.585553,2
Pavlovagyrans,1,6,B9,EEM only,S7,-4.705855,1.423722,2
Pavlovagyrans,1,6,C10,EEM only,B2,-4.539254,1.378479,2
Pavlovagyrans,1,6,C11,EEM only,B4,-4.748014,1.554802,2
Pavlovagyrans,1,6,C2,EEM only,N0,-4.258125,1.315362,2
Pavlovagyrans,1,6,C3,EEM only,N2,-5.495523,1.759574,2
Pavlovagyrans,1,6,C4,EEM only,N4,-4.623114,1.457704,2
Pavlovagyrans,1,6,C5,EEM only,N6,-4.892967,1.487131,2
Pavlovagyrans,1,6,C6,EEM only,S1,-4.763346,1.517233,2
Pavlovagyrans,1,6,C7,EEM only,S3,-4.826826,1.536149,2
Pavlovagyrans,1,6,C8,EEM only,S5,-5.235622,1.579860,2
Pavlovagyrans,1,6,C9,EEM only,S7,-4.678992,1.507971,2
Pavlovagyrans,1,6,D10,EEM only,B2,-4.755563,1.544790,2
Pavlovagyrans,1,6,D11,EEM only,B4,-4.642485,1.510044,2
Pavlovagyrans,1,6,D2,EEM only,N0,-4.603761,1.582920,2
Pavlovagyrans,1,6,D3,EEM only,N2,-4.594132,1.471786,2
Pavlovagyrans,1,6,D4,EEM only,N4,-4.555556,1.494017,2
Pavlovagyrans,1,6,D5,EEM only,N6,-4.704562,1.519086,2
Pavlovagyrans,1,6,D6,EEM only,S1,-4.392799,1.314482,2
Pavlovagyrans,1,6,D7,EEM only,S3,-4.574299,1.479265,2
Pavlovagyrans,1,6,D8,EEM only,S5,-4.500081,1.453535,2
Pavlovagyrans,1,6,D9,EEM only,S7,-4.944981,1.516976,2
Pavlovagyrans,1,6,E10,EEM only,B3,-4.719425,1.510688,2
Pavlovagyrans,1,6,E11,EEM only,STD,-4.553549,1.557053,2
Pavlovagyrans,1,6,E2,EEM only,N1,-4.451135,1.494055,2
Pavlovagyrans,1,6,E3,EEM only,N3,-4.466079,1.427048,2
Pavlovagyrans,1,6,E4,EEM only,N5,-4.351657,1.425698,2
Pavlovagyrans,1,6,E5,EEM only,N7,-4.607823,1.513511,2
Pavlovagyrans,1,6,E6,EEM only,S2,-4.271956,1.411731,2
Pavlovagyrans,1,6,E7,EEM only,S4,-4.748783,1.505980,2
Pavlovagyrans,1,6,E8,EEM only,S6,-4.928487,1.550100,2
Pavlovagyrans,1,6,E9,EEM only,B1,-4.321759,1.451801,2
Pavlovagyrans,1,6,F10,EEM only,B3,-4.680198,1.498226,2
Pavlovagyrans,1,6,F11,EEM only,STD,-4.504875,1.472344,2
Pavlovagyrans,1,6,F2,EEM only,N1,-4.272950,1.454277,2
Pavlovagyrans,1,6,F3,EEM only,N3,-4.575910,1.447543,2
Pavlovagyrans,1,6,F4,EEM only,N5,-4.441264,1.367166,2
Pavlovagyrans,1,6,F5,EEM only,N7,-4.484228,1.389844,2
Pavlovagyrans,1,6,F6,EEM only,S2,-4.547356,1.410063,2
Pavlovagyrans,1,6,F7,EEM only,S4,-4.721032,1.444638,2
Pavlovagyrans,1,6,F8,EEM only,S6,-4.957267,1.639451,2
Pavlovagyrans,1,6,F9,EEM only,B1,-4.947825,1.519980,2
Pavlovagyrans,1,6,G10,EEM only,B3,-4.801497,1.552954,2
Pavlovagyrans,1,6,G11,EEM only,STD,-4.676752,1.589145,2
Pavlovagyrans,1,6,G2,EEM only,N1,-4.019853,1.273851,2
Pavlovagyrans,1,6,G3,EEM only,N3,-4.259844,1.407763,2
Pavlovagyrans,1,6,G4,EEM only,N5,-4.280172,1.326963,2
Pavlovagyrans,1,6,G5,EEM only,N7,-4.739923,1.562612,2
Pavlovagyrans,1,6,G6,EEM only,S2,-4.648514,1.430282,2
Pavlovagyrans,1,6,G7,EEM only,S4,-5.123418,1.569476,2
Pavlovagyrans,1,6,G8,EEM only,S6,-5.091020,1.514892,2
Pavlovagyrans,1,6,G9,EEM only,B1,-4.782993,1.527960,2
Pavlovagyrans,1,7,B10,EEM+Raman,B2,-0.879344,-1.536662,0
