C8,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1693,2556,1879,857,557,302,264,321,390,448,471,456,402,334,271,220,178,156
260,11542,3800,2642,1032,609,348,340,444,588,701,767,762,680,572,463,384,322,279
280,3319376,16142,2864,1256,744,360,285,346,459,556,642,659,615,525,439,372,324,282
300,6033013,3081905,2085,843,634,358,282,291,349,406,449,469,435,373,323,285,248,227
320,1589369,OVER,3623794,1216,498,355,286,258,248,239,230,217,202,163,144,126,109,103
340,274,2709042,OVER,OVER,8834,350,293,263,236,193,155,120,95,65,61,49,49,50
360,288,327,4238417,OVER,OVER,9692,337,303,281,243,200,148,118,79,73,47,42,52
380,372,166,1912,3825983,OVER,OVER,2231,268,271,242,208,163,127,93,69,57,56,60
400,446,331,193,642,3811883,OVER,OVER,491,244,239,214,171,154,103,77,70,63,94
420,530,231,196,122,166,1515516,OVER,OVER,268,186,180,165,121,95,79,67,62,95
440,330,204,145,72,96,51,OVER,OVER,OVER,217,127,129,93,79,54,52,47,81
460,392,186,128,88,90,48,252,OVER,OVER,OVER,138,91,89,74,57,49,49,71
480,468,183,167,104,131,56,48,2152,OVER,OVER,OVER,121,75,61,56,43,46,68
500,435,404,187,103,140,70,38,44,2572,OVER,OVER,OVER,114,53,65,55,56,80
