B4,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1831,4183,3784,1732,1031,467,321,325,391,433,456,452,395,327,266,213,182,165
260,17531,5502,4554,1916,1056,459,348,399,497,594,641,644,574,491,395,329,276,241
280,5962755,22915,6106,2962,1606,583,328,319,400,479,523,545,523,441,369,318,275,255
300,OVER,OVER,3520,1724,1096,482,289,265,291,333,365,393,371,322,279,248,216,202
320,2231484,OVER,OVER,1283,551,376,270,209,198,185,187,177,174,142,127,112,98,117
340,410,3008442,OVER,OVER,12218,441,330,256,206,166,131,109,90,70,58,49,53,65
360,325,347,4254631,OVER,OVER,15851,377,304,270,229,175,141,106,77,69,55,59,92
380,421,291,1590,3524290,OVER,OVER,3207,217,219,192,167,138,107,87,70,58,52,97
400,638,306,233,497,3300392,OVER,OVER,550,179,177,154,130,113,93,72,75,64,134
420,569,348,198,147,152,1247610,OVER,OVER,247,139,128,117,101,94,68,87,72,165
440,390,236,147,97,95,60,OVER,OVER,OVER,227,98,104,92,71,50,59,72,175
460,301,301,149,97,84,48,211,OVER,OVER,OVER,152,74,82,67,52,46,51,154
480,304,197,162,149,134,51,47,1939,OVER,OVER,OVER,129,61,60,54,44,45,122
500,691,450,274,173,183,71,66,37,2004,OVER,OVER,OVER,151,63,63,63,77,128
