E1,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1617,2602,2042,936,639,369,331,396,485,557,589,574,509,423,338,283,233,212
260,14387,3581,2594,1017,605,356,346,454,589,694,762,777,690,584,485,394,334,290
280,3465868,19465,2388,1129,697,352,289,357,459,560,629,646,606,522,443,380,330,285
300,6007246,3196038,1758,687,558,330,269,278,322,384,428,438,414,365,319,277,246,222
320,1563729,OVER,3688329,1421,473,336,267,224,207,205,201,199,177,164,139,123,113,111
340,527,2578722,OVER,OVER,9919,383,327,260,217,171,135,101,83,61,57,45,46,59
360,449,435,4124811,OVER,OVER,14203,453,416,349,267,196,147,105,77,56,57,47,62
380,542,275,1843,3698105,OVER,OVER,2664,397,356,286,219,162,121,93,75,63,59,75
400,752,446,235,669,3795603,OVER,OVER,622,300,266,211,171,135,108,86,77,77,107
420,653,371,268,191,195,1404028,OVER,OVER,292,169,157,140,118,98,74,62,69,97
440,438,259,221,137,120,62,OVER,OVER,OVER,215,108,112,81,69,57,55,57,100
460,506,307,211,152,118,58,229,OVER,OVER,OVER,148,82,80,79,61,45,48,79
480,565,289,224,186,143,76,59,2127,OVER,OVER,OVER,124,68,66,60,51,49,87
500,837,428,317,247,192,87,56,64,2697,OVER,OVER,OVER,133,71,72,75,55,87
