C4,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1528,2614,1981,852,538,299,263,326,406,473,488,478,429,348,283,231,198,171
260,13539,4072,2891,1090,606,317,304,409,538,649,720,725,643,536,447,365,310,264
280,5487857,16864,2384,1036,635,298,243,304,406,515,579,601,561,478,409,347,299,262
300,OVER,OVER,1447,630,491,279,214,230,283,342,387,412,384,339,299,257,226,200
320,2409284,OVER,OVER,1124,412,276,199,167,167,172,173,174,163,138,121,114,105,106
340,314,3358561,OVER,OVER,9609,277,203,164,133,111,93,74,64,54,46,36,35,39
360,396,406,4835985,OVER,OVER,12601,236,205,178,139,113,87,67,55,43,38,37,43
380,370,267,1687,4030405,OVER,OVER,2407,190,162,154,124,95,74,71,51,43,48,49
400,648,359,210,586,4093338,OVER,OVER,504,148,143,124,107,95,63,63,60,48,75
420,618,206,178,147,144,1493899,OVER,OVER,255,115,109,86,67,66,48,55,44,75
440,320,284,148,121,115,65,OVER,OVER,OVER,208,65,66,57,50,32,38,38,68
460,479,132,147,105,77,42,227,OVER,OVER,OVER,143,61,48,54,38,35,44,65
480,517,193,173,106,95,61,40,2015,OVER,OVER,OVER,113,51,49,38,45,40,54
500,573,358,204,181,143,43,55,55,2402,OVER,OVER,OVER,126,56,53,55,50,50
