B2,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1625,2668,2009,872,552,291,250,301,372,430,450,437,392,316,263,213,184,160
260,10632,3861,2734,1050,589,319,309,408,540,647,714,715,641,532,443,365,309,260
280,2994892,14091,2782,1250,738,330,259,322,419,527,603,619,583,502,423,362,308,271
300,5708790,2665463,1897,759,580,319,244,254,312,363,406,431,406,358,311,262,239,216
320,1536135,OVER,3170294,1238,456,309,244,209,207,202,199,190,171,148,130,110,108,102
340,340,2543316,OVER,OVER,9318,305,250,207,175,147,115,97,72,56,55,42,44,48
360,257,427,4085933,OVER,OVER,10858,284,246,230,188,149,116,90,71,58,41,36,44
380,381,219,1805,3718866,OVER,OVER,2297,228,227,205,173,138,112,79,60,49,48,53
400,416,343,243,613,3746866,OVER,OVER,459,212,200,179,135,128,91,65,65,67,76
420,592,210,111,106,151,1465924,OVER,OVER,250,152,145,123,104,83,67,60,53,95
440,298,216,140,75,100,56,OVER,OVER,OVER,202,98,98,84,58,57,41,40,84
460,333,157,130,121,66,40,250,OVER,OVER,OVER,139,74,67,49,44,35,44,68
480,506,192,157,119,74,44,43,2587,OVER,OVER,OVER,102,51,50,48,40,46,75
500,413,404,262,191,139,66,44,54,2949,OVER,OVER,OVER,96,56,63,47,50,84
