C2,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1668,3314,2811,1329,818,414,326,368,451,508,532,526,465,380,306,250,212,187
260,21223,4181,3292,1335,787,390,343,418,544,649,715,717,643,545,444,364,308,272
280,4742719,27228,3811,1808,1036,441,304,340,421,523,592,609,567,484,418,349,305,263
300,OVER,3673547,2935,1082,780,389,278,277,318,368,410,424,398,351,298,262,231,213
320,1657137,OVER,3642648,2185,520,379,283,243,215,211,210,203,184,155,137,125,112,113
340,411,2323559,OVER,OVER,15565,434,333,268,218,181,152,120,96,74,65,60,46,59
360,360,371,3347141,OVER,OVER,18117,399,348,313,262,219,166,133,94,64,49,54,66
380,353,260,1411,2959392,OVER,OVER,4696,295,287,263,226,177,145,106,86,72,70,85
400,666,296,257,523,3013555,OVER,OVER,745,259,268,225,190,150,115,82,73,75,126
420,583,285,194,179,127,1150690,OVER,OVER,396,215,198,171,141,110,87,78,67,133
440,409,200,206,93,83,61,1303545,OVER,OVER,307,138,147,116,90,66,73,63,117
460,493,290,164,129,101,49,208,OVER,OVER,OVER,180,107,106,85,64,61,63,106
480,386,285,221,137,101,54,48,1732,OVER,OVER,OVER,140,91,72,64,49,48,101
500,596,443,264,213,152,65,72,54,1990,OVER,OVER,OVER,151,72,58,69,67,115
