G7,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,133090,150811,88942,33175,14003,5271,2805,2019,1563,1284,1012,778,568,419,322,251,218,265
260,190771,223364,139203,52788,21469,7330,3513,2383,1849,1559,1272,1064,790,562,419,315,263,319
280,OVER,408302,236146,101678,53917,22067,9907,5329,3275,2372,1706,1316,950,668,498,377,322,385
300,OVER,OVER,225748,159375,118501,56759,26727,13714,7754,5048,3261,2308,1501,1007,735,552,457,502
320,OVER,OVER,OVER,112011,100333,56191,29627,16514,9771,6564,4315,3076,1990,1326,951,692,569,623
340,5537,OVER,OVER,OVER,45917,33909,23943,16828,11725,8585,5947,4332,2859,1892,1325,963,771,809
360,574,2427,OVER,OVER,OVER,21226,18246,15728,12580,9880,7105,5268,3449,2249,1556,1087,867,923
380,579,306,1706,OVER,OVER,OVER,9338,8333,7469,6294,4691,3512,2338,1537,1081,775,647,855
400,771,379,274,1570,OVER,OVER,OVER,8495,3543,3237,2455,1932,1383,972,735,556,520,863
420,655,314,210,171,1392,OVER,OVER,OVER,3947,1481,1421,1127,876,671,545,454,474,1046
440,487,232,143,113,122,860,OVER,OVER,OVER,4254,717,864,657,495,421,367,409,1035
460,456,232,144,113,120,117,1463,OVER,OVER,OVER,1985,583,646,483,388,339,386,888
480,528,264,179,144,159,158,247,2688,OVER,OVER,OVER,1390,415,413,442,342,368,731
500,744,336,223,174,164,119,138,223,2207,OVER,OVER,OVER,882,303,361,415,403,659
