C3,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1401,2392,1854,812,510,292,255,316,394,452,484,467,413,342,275,227,192,169
260,15791,3982,2793,1035,563,306,298,392,517,626,688,691,617,519,429,353,301,254
280,6167673,16494,2064,956,591,285,236,299,403,494,572,586,545,469,399,338,292,254
300,OVER,OVER,1306,590,501,278,214,231,276,341,385,404,384,334,292,253,226,201
320,2146214,OVER,OVER,1093,423,280,205,176,171,170,170,174,162,143,119,113,100,92
340,431,3243178,OVER,OVER,8793,293,216,179,145,122,95,80,59,54,44,39,43,45
360,259,378,4839981,OVER,OVER,11429,279,237,198,168,126,94,68,54,42,33,37,41
380,477,264,1620,4039781,OVER,OVER,2160,223,192,176,135,107,84,61,51,43,37,53
400,379,295,185,594,3924971,OVER,OVER,411,176,161,133,107,79,79,58,51,47,56
420,507,283,233,164,164,1469653,OVER,OVER,231,118,114,87,71,64,55,43,50,56
440,191,260,145,94,78,51,OVER,OVER,OVER,185,68,71,60,44,35,37,33,65
460,515,181,172,117,78,39,245,OVER,OVER,OVER,123,56,63,44,39,32,36,57
480,395,322,144,128,141,39,46,2005,OVER,OVER,OVER,109,57,53,38,38,39,68
500,673,403,283,222,169,56,51,47,3038,OVER,OVER,OVER,116,62,49,43,53,74
