B11,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,2127,5281,4920,2394,1394,571,350,345,400,440,458,456,404,337,275,225,191,176
260,22875,5945,5203,2356,1307,544,376,400,490,580,629,645,578,494,410,334,287,260
280,5729252,36265,7895,3904,2138,733,368,326,394,459,516,542,509,438,371,319,271,257
300,OVER,OVER,4810,2181,1363,550,294,256,281,317,352,374,350,316,274,238,212,215
320,1889664,OVER,OVER,1993,525,346,246,195,177,174,171,171,160,142,120,108,103,127
340,390,2717551,OVER,OVER,22023,411,299,221,178,134,109,88,73,61,52,42,49,94
360,406,328,3915265,OVER,OVER,27690,320,262,218,177,144,111,85,59,52,38,44,117
380,423,210,1574,3266745,OVER,OVER,5617,187,175,152,130,102,87,69,59,50,58,154
400,587,223,241,565,3126396,OVER,OVER,709,155,138,122,112,85,71,67,60,66,187
420,463,263,186,185,121,1169567,OVER,OVER,347,113,108,98,84,72,62,59,66,230
440,595,213,155,124,72,55,OVER,OVER,OVER,326,77,74,67,54,48,39,58,290
460,478,203,187,130,90,34,199,OVER,OVER,OVER,195,57,63,57,48,44,65,260
480,620,276,221,121,111,54,49,1747,OVER,OVER,OVER,149,53,47,48,43,59,228
500,988,390,244,190,196,74,47,55,2006,OVER,OVER,OVER,160,66,46,63,72,220
