D4,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1403,2525,1972,864,554,304,260,321,395,454,482,471,417,340,280,226,185,172
260,17001,3961,2908,1093,590,320,299,398,526,641,699,706,635,523,434,364,298,259
280,6250032,19671,2401,1080,632,306,239,299,405,506,566,593,550,475,399,337,302,257
300,OVER,OVER,1537,659,512,287,219,229,275,337,381,404,383,332,289,253,217,201
320,2461703,OVER,OVER,1216,427,278,196,172,166,172,174,175,156,143,123,110,106,97
340,337,3279893,OVER,OVER,10467,285,207,167,142,108,94,77,71,55,46,40,46,46
360,328,352,4713737,OVER,OVER,14831,244,211,180,148,121,95,65,56,40,31,33,42
380,459,220,1639,3982884,OVER,OVER,2475,184,174,145,127,92,80,56,49,33,39,59
400,432,302,294,608,3873869,OVER,OVER,470,157,152,128,109,91,69,61,59,50,81
420,599,194,165,120,168,1413090,OVER,OVER,228,120,98,83,72,65,53,45,46,61
440,365,138,141,88,80,55,OVER,OVER,OVER,209,74,68,51,47,40,35,41,75
460,460,267,87,108,101,41,236,OVER,OVER,OVER,149,65,62,51,40,42,43,62
480,321,229,206,109,107,43,49,2112,OVER,OVER,OVER,113,48,47,45,38,43,72
500,517,303,307,83,156,82,46,38,2257,OVER,OVER,OVER,127,59,49,43,57,79
