F8,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1211,2051,1549,650,432,227,204,240,290,324,344,336,295,243,196,165,134,121
260,11423,4044,2871,1070,579,301,298,396,526,633,694,709,626,524,433,362,304,253
280,4205348,13428,2267,1025,600,291,246,304,405,515,577,601,553,483,411,344,297,264
300,OVER,3490661,1339,608,483,269,211,224,280,338,379,405,376,332,293,250,220,202
320,2056989,OVER,3473766,1132,391,240,190,170,156,161,168,167,159,136,125,110,100,101
340,354,2826194,OVER,OVER,8857,252,196,164,128,108,90,70,59,46,40,37,34,40
360,286,338,4053336,OVER,OVER,11554,257,213,179,146,111,91,58,55,39,31,31,41
380,389,211,1544,3573455,OVER,OVER,2509,196,178,147,118,93,75,55,45,41,44,48
400,494,225,164,493,3553356,OVER,OVER,499,160,138,113,89,73,65,61,47,44,53
420,348,269,192,71,140,1314627,OVER,OVER,225,103,103,79,65,51,55,45,53,59
440,466,172,176,115,108,50,OVER,OVER,OVER,168,66,58,46,37,42,35,32,61
460,322,147,154,120,101,44,217,OVER,OVER,OVER,110,44,47,34,31,29,36,57
480,319,223,104,83,81,53,39,1850,OVER,OVER,OVER,94,39,38,38,34,39,72
500,572,406,267,162,126,58,59,42,2139,OVER,OVER,OVER,105,31,44,40,44,63
