F8,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,20704,43225,31635,11936,5147,1407,494,274,210,160,122,90,66,49,31,24,17,26
260,85242,74219,54240,20014,8183,2030,635,328,245,194,153,121,85,51,38,29,21,32
280,OVER,200047,96444,39390,19764,5829,1803,728,438,301,209,150,111,74,51,36,33,36
300,OVER,OVER,108287,69727,48652,17212,5715,2178,1154,688,426,282,177,108,75,51,43,48
320,OVER,OVER,OVER,62793,51362,20644,7595,3132,1715,1029,639,409,253,162,102,70,61,83
340,420,OVER,OVER,OVER,52758,12995,6426,3435,2200,1429,934,624,392,250,160,107,86,103
360,120,969,OVER,OVER,OVER,38862,5152,3568,2627,1852,1242,838,540,324,207,141,104,133
380,187,111,10844,OVER,OVER,OVER,7427,2035,1715,1300,913,632,406,246,161,103,88,134
400,330,139,120,3042,OVER,OVER,OVER,1649,884,730,554,407,260,183,121,87,77,136
420,191,139,47,49,428,OVER,OVER,OVER,624,367,334,239,190,141,107,74,77,184
440,106,118,64,39,35,156,OVER,OVER,OVER,450,183,187,141,102,85,59,72,209
460,142,17,36,59,11,23,1416,OVER,OVER,OVER,295,132,130,92,63,56,63,175
480,147,118,31,37,44,30,54,11829,OVER,OVER,OVER,211,75,83,75,49,65,147
500,376,133,125,29,43,41,36,29,15187,OVER,OVER,OVER,163,65,54,73,63,133
