"group_code","sample_set","batch","replicate","sample_id","container_type","eem_present","raman_present","hplc_present","matching_measurements","eem_file","raman_file","hplc_status"
"EG","Pavlovagyrans","1","6","G2","Plate","True","False","False","EEM only","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_006_G2.csv","","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","6","G3","Plate","True","False","False","EEM only","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_006_G3.csv","","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","6","G4","Plate","True","False","False","EEM only","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_006_G4.csv","","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","6","G5","Plate","True","False","False","EEM only","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_006_G5.csv","","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","6","G6","Plate","True","False","False","EEM only","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_006_G6.csv","","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","6","G7","Plate","True","False","False","EEM only","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_006_G7.csv","","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","6","G8","Plate","True","False","False","EEM only","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_006_G8.csv","","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","6","G9","Plate","True","False","False","EEM only","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_006_G9.csv","","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B10","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B10.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B10.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B11","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B11.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B11.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B2","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B2.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B2.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B3","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B3.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B3.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B4","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B4.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B4.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B5","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B5.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B5.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B6","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B6.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B6.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B7","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B7.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B7.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B8","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B8.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B8.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","B9","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_B9.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_B9.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C10","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C10.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C10.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C11","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C11.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C11.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C2","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C2.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C2.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C3","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C3.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C3.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C4","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C4.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C4.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C5","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C5.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C5.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C6","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C6.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C6.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C7","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C7.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C7.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C8","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C8.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C8.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","C9","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_C9.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_C9.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D10","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D10.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D10.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D11","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D11.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D11.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D2","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D2.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D2.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D3","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D3.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D3.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D4","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D4.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D4.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D5","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D5.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D5.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D6","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D6.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D6.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D7","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D7.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D7.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D8","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D8.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D8.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","D9","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_D9.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_D9.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E10","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E10.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E10.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E11","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E11.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E11.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E2","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E2.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E2.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E3","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E3.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E3.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E4","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E4.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E4.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E5","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E5.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E5.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E6","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E6.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E6.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E7","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E7.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E7.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E8","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E8.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E8.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","E9","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_E9.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_E9.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","F10","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_F10.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_F10.CSV","reference workbook missing from local extraction"
"EG","Pavlovagyrans","1","7","F11","Plate","True","True","False","EEM+Raman","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_007_F11.csv","C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_007_F11.CSV","reference workbook missing from local extraction"
