A9,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,1487,1941,1242,481,379,274,297,396,515,592,629,627,539,430,355,286,237,196
260,24018,3051,1940,664,397,272,339,476,629,769,830,828,731,609,500,408,344,287
280,OVER,23797,1098,429,308,230,262,367,486,603,691,706,658,560,474,404,343,291
300,OVER,OVER,1026,252,303,241,230,259,323,399,447,471,446,387,338,290,252,218
320,3451898,OVER,OVER,1201,274,204,179,157,162,167,172,173,157,142,115,103,87,85
340,-51,5985099,OVER,OVER,11119,183,170,152,119,95,66,46,42,26,16,13,5,5
360,-191,270,OVER,OVER,OVER,13126,264,251,204,150,107,69,44,20,14,7,-3,-7
380,-134,-79,2265,OVER,OVER,OVER,2846,233,203,165,115,73,44,18,10,-1,-9,-15
400,-138,-180,-104,643,OVER,OVER,OVER,493,172,139,99,69,44,23,2,4,-4,-19
420,-200,-93,-96,-37,36,OVER,OVER,OVER,222,97,79,48,28,17,13,-11,-21,-3
440,-280,-172,-94,-73,-46,24,OVER,OVER,OVER,180,54,39,32,12,-1,-5,-10,-11
460,-268,-58,-90,-45,-21,-5,368,OVER,OVER,OVER,100,26,32,15,-1,5,-6,-13
480,-105,-127,-74,-87,-39,-16,-8,3364,OVER,OVER,OVER,84,17,3,-8,-8,-7,-15
500,-323,-236,-180,-83,-81,-23,-21,-8,4901,OVER,OVER,OVER,57,-1,4,-2,-19,-37
