B2,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,22527,47110,32957,12658,5493,1413,458,239,184,149,115,78,57,38,21,16,13,6
260,85310,77119,54115,20162,8241,2029,606,297,225,180,145,111,77,46,32,21,16,14
280,OVER,192778,98822,40427,20292,5858,1780,687,420,284,200,150,106,62,40,31,26,20
300,OVER,OVER,111330,69688,47313,16299,5219,1939,1047,616,391,251,165,105,65,42,31,30
320,OVER,OVER,OVER,60196,48546,18866,6782,2671,1473,878,550,356,221,137,93,58,40,47
340,472,OVER,OVER,OVER,44219,11143,5430,2821,1806,1186,776,512,327,196,127,80,54,44
360,-127,2051,OVER,OVER,OVER,35429,4179,2891,2157,1526,1038,701,440,269,166,106,82,68
380,-89,-45,14921,OVER,OVER,OVER,8273,1734,1437,1102,776,534,340,217,129,88,59,68
400,-63,-56,-20,3884,OVER,OVER,OVER,1729,790,666,487,361,237,149,90,58,33,67
420,-79,-68,-53,-19,382,OVER,OVER,OVER,716,373,321,240,179,117,77,61,51,102
440,-230,-61,-65,-36,-4,154,OVER,OVER,OVER,520,199,197,137,99,72,54,42,114
460,-163,-16,-61,-8,-19,-2,1137,OVER,OVER,OVER,319,144,122,91,59,41,39,100
480,-86,18,-34,-41,-12,-2,27,12968,OVER,OVER,OVER,256,83,79,77,41,38,97
500,-199,-71,-96,-43,-9,-17,-19,18,14992,OVER,OVER,OVER,171,50,54,56,31,81
