F9,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640
240,132233,147178,85328,30932,12599,4481,2230,1562,1225,1051,839,652,459,318,236,173,139,161
260,196250,233183,144457,53944,21392,6973,3073,1977,1531,1310,1065,881,646,432,316,223,186,231
280,OVER,413699,242396,106522,56473,22537,9924,5123,3118,2219,1601,1231,880,593,435,318,260,297
300,OVER,OVER,232903,167221,122108,57795,27234,13815,7690,4936,3185,2263,1447,962,677,490,389,411
320,OVER,OVER,OVER,117781,103122,56441,29641,16448,9643,6352,4130,2912,1897,1230,854,595,463,505
340,6302,OVER,OVER,OVER,45805,33143,23392,16482,11405,8261,5631,4076,2671,1744,1184,826,629,628
360,143,3084,OVER,OVER,OVER,20424,17961,15576,12389,9643,6887,5051,3289,2123,1439,981,736,764
380,146,98,1932,OVER,OVER,OVER,9470,8628,7670,6462,4790,3576,2343,1517,1031,708,558,715
400,177,110,107,1872,OVER,OVER,OVER,8253,3889,3612,2790,2213,1537,1037,736,515,434,714
420,133,56,58,60,1563,OVER,OVER,OVER,4504,1819,1794,1420,1066,783,587,448,418,871
440,102,55,42,32,41,1121,OVER,OVER,OVER,4063,960,1124,817,582,463,365,370,840
460,93,49,33,31,41,68,1637,OVER,OVER,OVER,2185,708,750,542,391,326,333,728
480,127,60,47,41,58,101,188,3077,OVER,OVER,OVER,1453,445,435,447,306,309,631
500,136,82,31,43,40,39,58,136,2341,OVER,OVER,OVER,873,259,306,329,319,531
